fid,season,playerid,g,ratt,rnet,rtd,rec,recyds,rectd
11,1968,ODLEPHI001,14,0,0,0,6,71,0
11,1968,COGDGAI001,3,0,0,0,3,42,0
11,1968,GIBBJIM001,14,0,0,0,2,38,0
11,1968,MALIBIL001,14,0,0,0,1,41,0
11,1967,FARRMEL001,13,206,860,3,39,317,3
11,1967,WATKTOM001,13,106,361,4,8,93,1
11,1967,NOWATOM001,14,70,288,4,21,145,2
11,1967,MARSAMO001,14,58,229,2,7,103,1
11,1967,SWEEKAR001,10,17,93,1,,,
11,1967,FELTBOB001,14,10,66,0,,,
11,1967,PLUMMIL001,9,6,5,0,,,
11,1967,MALIBIL001,14,0,0,0,26,397,4
11,1967,COGDGAI001,12,0,0,0,21,322,1
11,1967,HENDJOH004,14,0,0,0,13,144,0
11,1967,STUDPAT001,7,0,0,0,10,162,2
11,1967,GIBBJIM001,14,0,0,0,10,107,0
11,1967,KRAMRON001,11,0,0,0,4,40,0
11,1967,WALTCHU001,14,0,0,0,1,-4,0
11,1966,NOWATOM001,14,151,512,6,54,316,1
11,1966,MARSAMO001,14,134,433,3,12,111,0
11,1966,SWEEKAR001,10,34,219,1,,,
11,1966,FELTBOB001,10,34,83,2,2,1,0
11,1966,MCLEBRU001,9,16,51,0,3,13,0
11,1966,PLUMMIL001,6,12,59,0,,,
11,1966,LOONJOE002,3,8,42,1,4,24,0
11,1966,STUDPAT001,14,2,20,0,67,1266,5
11,1966,TODDJIM001,10,2,6,0,,,
11,1966,WALKWIL001,9,1,4,0,1,21,0
11,1966,COGDGAI001,14,0,0,0,47,411,1
11,1966,KRAMRON001,14,0,0,0,37,432,0
11,1966,HENDJOH004,13,0,0,0,6,121,0
11,1966,MALIBIL001,14,0,0,0,5,34,0
11,1966,GIBBJIM001,7,0,0,0,1,2,1
11,1965,MARSAMO001,13,131,495,6,17,159,2
11,1965,LOONJOE002,9,114,356,5,12,109,1
11,1965,PIETNIC001,14,107,374,1,18,163,0
11,1965,WATKTOM001,11,29,95,0,5,53,0
11,1965,NOWATOM001,14,27,73,1,5,45,1
11,1965,PLUMMIL001,14,21,37,3,,,
11,1965,FELTBOB001,7,20,58,0,3,28,0
11,1965,SANDDAR002,14,1,2,0,,,
11,1965,STUDPAT001,14,1,-4,0,28,389,3
11,1965,IZOAGEO001,6,1,-5,0,,,
11,1965,BARRTER001,7,1,-12,0,24,433,3
11,1965,COGDGAI001,9,0,0,0,20,247,0
11,1965,KRAMRON001,14,0,0,0,18,206,1
11,1965,GIBBJIM001,13,0,0,0,12,111,2
11,1965,HENDJOH004,12,0,0,0,8,140,1
11,1964,PIETNIC001,14,147,536,4,19,152,0
11,1964,LEWIDAN001,11,122,463,1,11,129,1
11,1964,WATKTOM001,14,80,218,1,10,125,1
11,1964,MCELHUG001,8,22,48,0,5,16,0
11,1964,PLUMMIL001,12,12,28,1,,,
11,1964,RYDENIC001,14,11,11,0,4,30,1
11,1964,MORREAR001,6,10,70,0,,,
11,1964,COMPDIC001,12,3,2,0,,,
11,1964,BARRTER001,14,2,31,0,57,1030,9
11,1964,LARYYAL001,14,2,11,0,,,
11,1964,COGDGAI001,11,1,-4,0,45,665,2
11,1964,GIBBJIM001,14,0,0,0,45,605,8
11,1964,STUDPAT001,14,0,0,0,7,102,1
11,1964,WELLWAR001,9,0,0,0,2,21,0
11,1964,MCINHUG001,14,0,0,0,1,15,0
11,1963,LEWIDAN001,14,133,528,2,15,115,0
11,1963,PIETNIC001,11,112,418,5,16,173,0
11,1963,WATKTOM001,13,97,423,2,16,168,1
11,1963,MORREAR001,14,26,105,1,,,
11,1963,FERGLAR001,7,13,23,0,2,8,0
11,1963,MATSOLL001,8,13,20,0,2,20,0
11,1963,RYDENIC001,10,10,23,1,,,
11,1963,PLUMMIL001,10,9,26,0,,,
11,1963,LARYYAL001,10,1,26,0,,,
11,1963,BARRTER001,14,1,9,0,66,1086,13
11,1963,COGDGAI001,14,0,0,0,48,945,10
11,1963,GIBBJIM001,14,0,0,0,32,412,1
11,1963,HALLTOM001,14,0,0,0,3,29,1
11,1963,COMPDIC001,13,0,0,0,2,41,0
11,1962,PIETNIC001,13,134,445,2,26,251,2
11,1962,LEWIDAN001,12,120,488,6,16,158,1
11,1962,WATKTOM001,13,113,485,3,12,85,0
11,1962,WEBBKEN001,14,70,267,1,10,120,0
11,1962,PLUMMIL001,14,29,170,1,,,
11,1962,MORREAR001,14,17,65,1,,,
11,1962,MAHEBRU001,14,3,8,0,,,
11,1962,COMPDIC001,10,1,3,0,,,
11,1962,COGDGAI001,14,1,2,0,53,991,7
11,1962,STUDPAT001,14,1,-11,0,36,479,4
11,1962,GIBBJIM001,14,0,0,0,33,318,2
11,1962,BARRTER001,6,0,0,0,25,425,3
11,1961,PIETNIC001,14,201,841,5,26,315,0
11,1961,LEWIDAN001,13,110,451,4,8,118,0
11,1961,NINOJIM001,13,33,238,5,,,
11,1961,CASSHOW001,14,31,131,1,5,45,1
11,1961,OLSZJOH001,14,30,109,0,1,14,0
11,1961,MORREAR001,13,20,86,0,,,
11,1961,WEBBKEN001,11,7,6,1,1,7,0
11,1961,BARRTER001,14,6,-8,0,40,630,6
11,1961,LARYYAL001,14,1,14,0,,,
11,1961,COGDGAI001,14,0,0,0,45,956,6
11,1961,GIBBJIM001,14,0,0,0,45,566,1
11,1961,DAVIGLE002,8,0,0,0,9,115,0
11,1961,STUDPAT001,14,0,0,0,5,54,0
11,1961,WILLSAM001,12,0,0,0,1,10,0
11,1960,PIETNIC001,12,161,872,8,13,129,0
11,1960,LEWIDAN001,12,92,438,1,12,192,1
11,1960,WEBBKEN001,12,59,166,2,10,68,0
11,1960,NINOJIM001,11,32,81,5,,,
11,1960,BARRTER001,12,17,74,1,5,26,1
11,1960,CASSHOW001,12,17,28,1,20,238,1
11,1960,MORREAR001,12,10,37,1,,,
11,1960,MIDDDAV002,7,3,-1,0,5,51,0
11,1960,LARYYAL001,12,1,19,0,,,
11,1960,GIBBJIM001,12,0,0,0,51,604,2
11,1960,COGDGAI001,12,0,0,0,43,642,1
11,1960,JUNKSTE001,12,0,0,0,6,55,0
11,1960,DAVIGLE002,4,0,0,0,1,17,0
11,1959,JOHNJOH003,10,82,270,2,7,34,1
11,1959,PIETNIC001,10,76,447,3,16,140,0
11,1959,WEBBKEN001,12,60,222,2,12,201,0
11,1959,CASSHOW001,12,52,203,1,15,316,4
11,1959,LEWIDAN001,11,49,199,2,5,75,0
11,1959,ROTETOB001,10,35,156,2,,,
11,1959,MORREAR001,12,26,112,0,,,
11,1959,REICJER001,9,13,98,0,7,118,1
11,1959,BARRTER001,11,5,57,1,10,180,0
11,1959,LARYYAL001,10,1,18,0,,,
11,1959,GIBBJIM001,12,0,0,0,31,431,1
11,1959,MIDDDAV002,12,0,0,0,18,402,2
11,1959,DORAJIM001,10,0,0,0,14,191,1
11,1959,COOKGEN001,1,0,0,0,1,43,0
11,1958,GEDMGEN001,11,92,209,4,14,106,3
11,1958,ROTETOB001,12,77,351,3,,,
11,1958,JOHNJOH003,9,56,254,0,7,60,0
11,1958,WEBBKEN001,12,56,172,2,11,85,1
11,1958,CASSHOW001,10,45,198,0,23,406,7
11,1958,LEWIDAN001,11,25,131,0,1,12,0
11,1958,MORREAR001,9,7,41,0,,,
11,1958,LAYNBOB001,2,3,1,0,,,
11,1958,MIDDDAV002,12,2,1,0,29,506,3
11,1958,LARYYAL001,12,1,2,0,,,
11,1958,GIBBJIM001,12,0,0,0,25,367,2
11,1958,DORAJIM001,9,0,0,0,22,495,4
11,1958,RICHPER001,3,0,0,0,7,90,0
11,1958,RYCHTOM001,12,0,0,0,2,21,0
11,1957,JOHNJOH003,12,129,621,5,20,141,0
11,1957,CASSHOW001,12,73,250,3,25,325,3
11,1957,ROTETOB001,12,70,366,1,,,
11,1957,GEDMGEN001,10,67,278,3,10,135,0
11,1957,HARTLEO002,11,24,99,0,4,55,0
11,1957,LAYNBOB001,11,24,99,0,,,
11,1957,TRACTOM001,9,16,46,0,6,24,0
11,1957,REICJER001,12,2,9,0,17,215,3
11,1957,BROWMAR006,4,2,6,0,,,
11,1957,LARYYAL001,12,1,32,0,,,
11,1957,DIBBDOR001,12,1,5,0,8,121,0
11,1957,DORAJIM001,12,0,0,0,33,624,5
11,1957,JUNKSTE001,12,0,0,0,22,305,4
11,1957,MIDDDAV002,8,0,0,0,18,294,2
11,1956,GEDMGEN001,12,135,479,7,15,142,1
11,1956,CASSHOW001,12,97,413,0,9,83,0
11,1956,MCILDON001,9,87,372,3,8,70,2
11,1956,HARTLEO002,11,76,348,5,14,116,1
11,1956,LAYNBOB001,12,46,169,5,,,
11,1956,BOWMBIL001,6,20,84,1,5,34,1
11,1956,GIRAJUG001,10,17,67,0,3,33,0
11,1956,TRACTOM001,4,12,32,0,3,6,0
11,1956,GILMHAR001,11,8,19,0,,,
11,1956,MIDDDAV002,12,3,9,0,39,606,5
11,1956,STITBIL001,12,3,0,0,3,52,0
11,1956,LARYYAL001,12,1,10,0,,,
11,1956,DIBBDOR001,12,1,8,0,32,597,2
11,1956,REICJER001,8,1,1,0,4,63,1
11,1956,DORAJIM001,11,0,0,0,25,448,0
11,1955,CARPLEW001,12,137,543,6,44,312,2
11,1955,MIDDDAV002,12,59,201,2,44,663,3
11,1955,STITBIL001,12,46,165,0,5,17,0
11,1955,HOERBOB001,5,36,109,1,5,36,0
11,1955,HARTLEO002,11,35,159,0,9,54,1
11,1955,LAYNBOB001,12,31,111,0,,,
11,1955,WALKDOA001,12,23,95,2,22,428,5
11,1955,GILMHAR001,8,15,67,0,,,
11,1955,GIRAJUG001,12,10,27,0,23,301,0
11,1955,DORAJIM001,10,0,0,0,38,552,2
11,1955,DIBBDOR001,8,0,0,0,14,179,2
11,1954,CARPLEW001,11,104,476,3,16,145,2
11,1954,BOWMBIL001,12,96,397,2,34,288,2
11,1954,HOERBOB001,11,94,242,2,20,153,1
11,1954,WALKDOA001,12,32,240,1,32,564,3
11,1954,LAYNBOB001,12,30,119,2,,,
11,1954,DUBLTOM001,12,21,76,1,,,
11,1954,GIRAJUG001,12,9,36,0,27,421,7
11,1954,KERCDIC001,7,3,1,0,,,
11,1954,SMITBOB002,12,3,1,0,,,
11,1954,BOXACLO001,11,1,20,0,6,53,0
11,1954,DIBBDOR001,12,0,0,0,46,768,6
11,1954,HARTLEO002,12,0,0,0,24,377,0
11,1954,DORAJIM001,7,0,0,0,10,203,4
11,1953,HOERBOB001,12,101,482,7,23,282,2
11,1953,LAYNBOB001,12,87,343,0,,,
11,1953,GEDMGEN001,12,83,255,3,14,121,0
11,1953,WALKDOA001,12,66,337,2,30,502,3
11,1953,CLINOLL001,12,42,169,0,10,126,1
11,1953,GIRAJUG001,11,19,73,0,2,24,0
11,1953,HARDPAT001,5,8,21,0,1,19,0
11,1953,CARPLEW001,12,7,24,0,,,
11,1953,SMITBOB002,3,6,51,0,1,11,0
11,1953,DUBLTOM001,7,6,39,0,,,
11,1953,LARYYAL001,11,1,21,0,,,
11,1953,HARTLEO002,12,1,2,0,25,472,7
11,1953,BOXACLO001,12,0,0,0,16,403,2
11,1953,DIBBDOR001,12,0,0,0,16,274,3
11,1953,DORAJIM001,7,0,0,0,6,75,0
11,1952,HOERBOB001,10,106,457,4,17,139,0
11,1952,LAYNBOB001,12,94,411,1,,,
11,1952,HARDPAT001,11,81,244,2,14,142,1
11,1952,GIRAJUG001,11,61,222,2,17,316,2
11,1952,WALKDOA001,7,26,106,0,11,90,0
11,1952,CHRIJAC001,11,19,148,2,3,32,0
11,1952,BAILBYR001,8,19,74,2,2,28,0
11,1952,CLINOLL001,8,13,36,1,2,45,0
11,1952,HARDJIM001,9,5,16,0,,,
11,1952,DALOPET001,4,5,7,0,2,4,0
11,1952,SMITBOB001,12,3,12,0,1,18,0
11,1952,HARTLEO002,11,3,10,0,32,376,4
11,1952,PEARLIN001,3,3,0,0,,,
11,1952,SCOTCLY001,5,2,-2,0,1,21,0
11,1952,DORAJIM001,11,1,36,0,10,147,1
11,1952,DUBLTOM001,6,1,3,0,,,
11,1952,BOXACLO001,12,0,0,0,42,924,15
11,1952,SWIABIL001,11,0,0,0,17,213,1
11,1951,HOERBOB001,11,132,678,2,23,263,3
11,1951,HARDPAT001,12,101,380,6,17,193,2
11,1951,WALKDOA001,12,79,356,2,22,421,4
11,1951,LAYNBOB001,12,61,290,1,,,
11,1951,PEARLIN001,12,22,88,0,5,43,0
11,1951,ENKEFRE001,12,4,6,0,,,
11,1951,HARTLEO002,12,4,-6,0,35,544,12
11,1951,CLINOLL001,12,3,15,0,,,
11,1951,DORAJIM001,12,2,23,0,10,225,2
11,1951,DALOPET001,12,2,11,0,,,
11,1951,DIBBDOR001,12,0,0,0,30,613,6
11,1951,SWIABIL001,12,0,0,0,16,188,0
11,1950,HOERBOB001,10,84,471,1,8,78,1
11,1950,WALKDOA001,12,83,386,5,35,534,6
11,1950,CLINOLL001,10,69,227,2,7,18,0
11,1950,LAYNBOB001,12,56,250,4,,,
11,1950,PANEJOH001,8,32,82,0,2,9,0
11,1950,PEARLIN001,11,31,82,2,1,4,0
11,1950,TRIPWAL001,7,14,92,0,6,70,0
11,1950,ENKEFRE001,12,9,16,0,,,
11,1950,SELFCLA001,12,3,9,0,1,12,0
11,1950,MAGNDAN001,7,3,7,0,,,
11,1950,KRALGER001,7,3,0,0,2,61,0
11,1950,SANDDAN001,5,1,3,0,,,
11,1950,SCHRBIL003,12,1,1,0,,,
11,1950,BOXACLO001,12,0,0,0,50,1009,11
11,1950,HARTLEO002,12,0,0,0,31,505,1
11,1950,GREEJOH001,12,0,0,0,22,368,2
11,1950,RIFEDIC001,12,0,0,0,10,96,1
11,1950,CAINJIM001,12,0,0,0,1,8,0
11,1949,DUDLBIL001,12,125,402,3,27,190,2
11,1949,WILSCAM001,12,68,222,1,6,31,0
11,1949,TRIPWAL001,11,53,221,1,8,90,0
11,1949,ENKEFRE001,12,36,134,1,1,14,0
11,1949,SMITBOB001,12,33,162,0,2,16,0
11,1949,BOXACLO001,10,30,62,0,15,276,4
11,1949,LEFOCLY001,11,13,58,1,,,
11,1949,TRIPFRA001,6,12,36,1,,,
11,1949,PANEJOH001,11,10,37,0,1,13,0
11,1949,DOLLDON001,12,8,25,1,1,-5,0
11,1949,HOLLJOH004,6,8,21,0,,,
11,1949,GROOMEL001,3,1,1,0,3,33,1
11,1949,MANNBOB001,12,0,0,0,66,1014,4
11,1949,GREEJOH001,12,0,0,0,42,542,7
11,1949,MOTEKEL001,12,0,0,0,4,58,0
11,1949,HAFEBAR001,12,0,0,0,1,10,0
11,1949,MAGGCHI001,12,0,0,0,1,9,0
11,1948,WILSCAM001,11,157,612,2,2,9,0
11,1948,ENKEFRE001,12,74,365,0,1,6,0
11,1948,MARGJOE001,11,34,14,3,36,450,2
11,1948,DUDLBIL001,7,33,97,0,20,210,6
11,1948,LEFOCLY001,12,28,86,1,8,122,3
11,1948,WATTJOE001,12,20,54,0,2,29,0
11,1948,SARRPAU001,5,19,38,0,1,-1,0
11,1948,MANNBOB001,12,6,46,0,33,560,3
11,1948,SUCISTE001,3,6,20,0,,,
11,1948,SARRCHA001,8,3,3,0,1,3,0
11,1948,MADAELM002,3,2,7,0,,,
11,1948,GILLJIM001,10,2,3,0,1,8,0
11,1948,GROOMEL001,6,2,1,0,2,18,0
11,1948,GRIMGEO001,9,1,8,0,1,17,1
11,1948,DUDIAND001,4,1,5,0,,,
11,1948,ROSKKEN001,7,1,1,0,,,
11,1948,GREEJOH001,12,0,0,0,25,595,5
11,1948,MOTEKEL001,12,0,0,0,13,212,0
11,1948,HEYWRAL001,2,0,0,0,3,31,0
11,1948,SOUDCEC001,12,0,0,0,2,19,0
11,1947,WILSCAM001,12,89,412,0,5,96,0
11,1947,DUDLBIL001,9,80,302,2,27,375,7
11,1947,WESTBOB001,12,34,132,1,2,19,0
11,1947,MARGJOE001,11,26,97,1,10,125,1
11,1947,WIESBOB001,12,20,61,0,5,53,0
11,1947,MADAELM002,8,19,29,1,4,75,0
11,1947,LEFOCLY001,9,18,143,0,,,
11,1947,KMETPET001,11,14,23,0,6,143,2
11,1947,ZIMMROY001,12,13,28,1,,,
11,1947,WATTJOE001,8,11,7,0,4,104,2
11,1947,REESKEN001,4,3,1,0,,,
11,1947,HILLBIL003,2,2,0,0,1,25,0
11,1947,JAMETOM001,2,2,-1,0,,,
11,1947,OBRIBIL001,9,1,2,0,,,
11,1947,DEFRBOB001,8,1,-2,0,,,
11,1947,GREEJOH001,12,0,0,0,38,621,5
11,1947,MOTEKEL001,12,0,0,0,16,180,1
11,1947,SOUDCEC001,11,0,0,0,15,184,1
11,1947,HEYWRAL001,12,0,0,0,13,198,2
11,1947,CREMTED001,12,0,0,0,13,117,1
11,1947,COOKTED001,11,0,0,0,7,111,1
11,1947,SUCISTE001,5,0,0,0,1,20,0
11,1946,RYANDAV001,11,71,65,1,1,-5,0
11,1946,WILSCAM001,10,64,207,3,7,62,0
11,1946,CALLJIM001,9,52,86,2,,,
11,1946,WESTBOB001,10,28,54,1,17,142,0
11,1946,MCCOJOE001,10,19,-29,0,,,
11,1946,CIFEBOB001,11,8,18,0,4,178,4
11,1946,MADAELM002,10,8,7,0,6,38,0
11,1946,DECOBIL001,9,8,-32,0,10,278,2
11,1946,SANZMIC001,10,6,72,0,2,19,0
11,1946,SCHOIVA001,10,4,12,0,4,147,1
11,1946,JONEJIM001,2,3,3,0,,,
11,1946,DESHCHU001,10,2,3,0,2,13,0
11,1946,SPANGEN001,6,1,1,0,,,
11,1946,GREEJOH001,11,0,0,0,22,289,2
11,1946,MATHJAC001,11,0,0,0,17,178,0
11,1946,CREMTED001,11,0,0,0,15,179,0
11,1946,FRUTEDA001,7,0,0,0,8,72,2
11,1946,JONERAL002,11,0,0,0,4,84,0
11,1945,WESTBOB001,9,82,234,6,12,209,3
11,1945,FENECHU001,10,72,143,1,1,24,0
11,1945,RYANDAV001,10,36,93,1,2,67,1
11,1945,FARKAND001,8,31,137,0,9,132,2
11,1945,CALLBIL002,10,27,85,0,4,88,1
11,1945,PRICCOT001,8,24,71,0,,,
11,1945,THOMJIM003,5,9,9,0,1,6,0
11,1945,WEBEDIC001,3,7,10,0,,,
11,1945,HACKELM001,8,6,13,0,,,
11,1945,BRUMBOB001,1,5,18,0,2,27,0
11,1945,BOOTDIC001,4,4,20,0,3,90,1
11,1945,VANTART001,2,3,14,0,3,67,0
11,1945,TREBBUZ001,9,3,3,0,,,
11,1945,MADAELM002,1,2,5,0,,,
11,1945,KEENBOB001,1,2,2,0,,,
11,1945,GREEJOH001,10,0,0,0,26,550,5
11,1945,MATHJAC001,9,0,0,0,19,241,1
11,1945,DESHCHU001,9,0,0,0,2,29,0
11,1945,FRUTEDA001,8,0,0,0,2,5,1
11,1945,DIEHDAV001,3,0,0,0,1,9,0
11,1944,SINKFRA002,10,150,563,6,,,
11,1944,WESTBOB001,10,65,277,3,16,218,2
11,1944,HACKELM001,10,58,184,4,8,48,1
11,1944,VANTART001,10,25,30,1,9,237,4
11,1944,KEENBOB001,10,9,26,0,5,91,2
11,1944,LOWTJAC001,8,9,18,0,,,
11,1944,AIELTON001,4,6,22,0,,,
11,1944,DAWLFRE001,2,2,16,0,,,
11,1944,CALLBIL002,10,1,3,0,8,67,0
11,1944,TREBBUZ001,10,1,2,0,,,
11,1944,MATHJAC001,10,0,0,0,23,361,3
11,1944,DIEHDAV001,10,0,0,0,18,426,4
11,1944,CLARWAY001,8,0,0,0,2,27,0
11,1943,SINKFRA002,10,93,266,1,1,8,0
11,1943,HOPPHAR001,10,56,99,3,17,229,3
11,1943,FENECHU001,10,46,180,0,5,45,1
11,1943,MATHNED001,10,38,124,1,9,193,1
11,1943,HACKELM001,10,27,87,2,5,51,0
11,1943,COLETOM001,8,15,24,0,1,-1,0
11,1943,CALLBIL002,10,5,17,1,8,108,3
11,1943,CORGMIK001,4,5,14,0,1,9,0
11,1943,CARDLLO001,7,3,6,0,1,9,0
11,1943,EVANMUR001,9,2,3,0,3,31,0
11,1943,VANTART001,10,2,1,0,6,112,1
11,1943,KEENBOB001,5,1,1,0,1,27,0
11,1943,HIGHBEN001,8,1,-5,0,10,172,1
11,1943,MATHJAC001,9,0,0,0,13,156,1
11,1943,FISKBIL001,10,0,0,0,11,137,0
11,1943,KUCZBER001,2,0,0,0,1,4,0
11,1942,SANZMIC001,10,71,268,0,5,16,0
11,1942,HOPPHAR001,10,66,230,0,,,
11,1942,GRIGFRA001,10,37,131,1,1,17,0
11,1942,HACKELM001,8,34,208,2,3,22,0
11,1942,COLETOM001,9,23,51,0,,,
11,1942,WETTCHE001,6,23,6,0,,,
11,1942,MATHNED001,9,21,79,0,3,38,0
11,1942,POLAJOH001,3,17,67,0,,,
11,1942,STRIJOE001,9,16,41,0,8,89,0
11,1942,SELTHAR001,6,14,44,0,2,23,0
11,1942,BANJEMI001,10,11,67,0,5,50,1
11,1942,CARDLLO001,7,6,78,1,5,135,0
11,1942,HALLJOH003,7,2,-8,0,1,42,0
11,1942,EVANMUR001,10,1,-1,0,2,32,0
11,1942,FISKBIL001,11,0,0,0,15,177,0
11,1942,SZAKPAU001,10,0,0,0,5,53,0
11,1942,BEHACHA001,9,0,0,0,4,63,0
11,1942,CALLBIL002,11,0,0,0,4,48,0
11,1942,WOJCALE001,11,0,0,0,4,44,0
11,1942,HARRGRA001,4,0,0,0,3,21,0
11,1942,KNORLAR001,8,0,0,0,2,18,0
11,1942,SCOTPER001,7,0,0,0,1,7,0
11,1941,WHITWHI001,11,89,240,2,5,158,1
11,1941,HOPPHAR001,10,69,202,1,2,7,0
11,1941,JEFFBIL001,11,56,164,1,2,14,0
11,1941,MATHNED001,9,31,56,0,6,56,0
11,1941,BOOTDIC001,11,29,80,1,7,103,0
11,1941,BELISTE001,6,28,118,2,1,13,0
11,1941,PIEPMIL001,11,20,56,0,,,
11,1941,PRICCOT001,11,16,36,0,1,6,0
11,1941,CARDLLO001,4,10,19,0,,,
11,1941,TOMALOU001,4,6,4,0,,,
11,1941,PARSLLO001,7,5,9,0,1,3,0
11,1941,LIOAAUG001,11,1,-4,0,,,
11,1941,NOPPJOH001,2,1,-5,0,,,
11,1941,FISKBIL001,11,0,0,0,9,140,2
11,1941,ANDESTA001,6,0,0,0,5,59,0
11,1941,JETTJOH001,5,0,0,0,4,50,0
11,1941,HANNCHU001,6,0,0,0,4,48,1
11,1941,CALLBIL002,11,0,0,0,4,34,0
11,1941,SZAKPAU001,10,0,0,0,3,77,0
11,1941,VANZFRE001,6,0,0,0,2,20,0
11,1941,BRITMAU001,9,0,0,0,1,45,1
11,1941,MATTJAC001,10,0,0,0,1,21,0
11,1940,WHITWHI001,11,146,514,5,4,55,0
11,1940,WEISHOW001,11,79,298,3,4,56,0
11,1940,SLOADWI001,11,58,225,0,,,
11,1940,CARDLLO001,10,48,186,2,20,349,1
11,1940,PRICCOT001,9,42,122,2,,,
11,1940,SHEPBIL001,3,24,67,0,2,12,0
11,1940,RYANKEN001,10,22,42,0,9,96,0
11,1940,MOORPAU001,7,2,4,0,4,29,1
11,1940,ROUSSTI001,10,2,0,0,2,17,0
11,1940,FISKBIL001,10,2,0,0,1,10,0
11,1940,MORLJAC001,4,1,0,0,,,
11,1940,VANZFRE001,10,1,-1,0,7,75,0
11,1940,HANNCHU001,9,0,0,0,14,224,0
11,1940,DIEHDAV001,10,0,0,0,12,131,0
11,1940,CALLBIL002,10,0,0,0,4,42,0
11,1940,JOHNJAC001,11,0,0,0,1,48,1
11,1940,MCDOLES001,1,0,0,0,1,20,0
11,1940,MORSBUT001,2,0,0,0,1,13,0
11,1939,SHEPBIL001,11,105,420,2,14,143,1
11,1939,SLOADWI001,10,79,225,4,,,
11,1939,PINGJOH001,9,74,301,1,,,
11,1939,WEISHOW001,9,37,150,0,4,25,0
11,1939,TULLDAR001,9,31,50,1,,,
11,1939,CARDLLO001,10,29,141,1,13,250,2
11,1939,MCDOJIM002,9,25,80,0,5,71,0
11,1939,RYANKEN001,6,8,41,1,7,46,1
11,1939,GOREGOR001,7,8,7,0,1,20,0
11,1939,VANZFRE001,10,5,46,0,4,110,0
11,1939,SZAKPAU001,11,3,11,0,,,
11,1939,MOSCMON001,11,1,8,0,14,176,0
11,1939,MOORBIL001,9,1,7,0,6,82,1
11,1939,HANNCHU001,10,0,0,0,12,257,2
11,1939,AUSTJIM001,10,0,0,0,5,102,0
11,1939,HAMIRAY001,8,0,0,0,3,53,0
11,1939,WIETSOC001,11,0,0,0,2,5,0
11,1939,DIEHDAV001,3,0,0,0,1,12,0
11,1939,CLEMRAY001,6,0,0,0,1,5,0
11,1938,GUTOACE001,11,131,444,2,1,25,0
11,1938,SHEPBIL001,9,100,455,3,,,
11,1938,CARDLLO001,10,73,294,4,9,138,1
11,1938,HUFFVER001,11,69,181,1,1,17,0
11,1938,RYANKEN001,9,24,180,0,7,78,0
11,1938,NARDDIC001,8,20,109,0,,,
11,1938,SZAKPAU001,7,20,55,0,1,0,0
11,1938,CADDERN001,7,14,38,1,1,6,0
11,1938,KLEWEDA001,10,10,76,0,3,57,0
11,1938,CLARDUT001,6,7,25,0,,,
11,1938,PATTMAU001,10,3,30,0,7,80,0
11,1938,HANNCHU001,10,1,6,0,4,80,1
11,1938,MOSCMON001,11,0,0,0,6,118,1
11,1938,VANZFRE001,10,0,0,0,4,52,0
11,1938,MORSBUT001,8,0,0,0,3,55,0
11,1938,MCDOJIM002,11,0,0,0,2,41,0
11,1937,GUTOACE001,11,128,361,1,,,
11,1937,CLARDUT001,11,96,468,5,2,33,1
11,1937,SHEPBIL001,11,93,325,2,,,
11,1937,CADDERN001,11,76,429,3,9,80,0
11,1937,CARDLLO001,9,36,181,0,3,51,1
11,1937,HUFFVER001,11,35,187,0,8,104,0
11,1937,KLEWEDA001,11,10,53,0,8,134,0
11,1937,KIZZLEE001,7,7,20,0,,,
11,1937,HANNCHU001,10,2,53,1,1,9,0
11,1937,MORSBUT001,10,1,-3,0,8,131,1
11,1937,EBDIHAR001,10,0,0,0,5,89,1
11,1936,GUTOACE001,12,191,827,6,1,30,0
11,1936,CLARDUT001,12,123,628,7,1,5,0
11,1936,CADDERN001,11,91,580,4,19,150,1
11,1936,SHEPBIL001,12,74,292,1,,,
11,1936,PRESGLE001,12,48,201,1,,,
11,1936,PETEIKE001,11,41,278,3,8,38,0
11,1936,WHITWIL001,3,8,21,0,2,21,0
11,1936,MCKABIL001,10,7,39,0,1,10,0
11,1936,PARKBUD001,10,6,21,0,1,15,0
11,1936,CHRIFRA001,11,2,-2,0,2,58,1
11,1936,EBDIHAR001,11,0,0,0,10,194,3
11,1936,SCHNJOH001,12,0,0,0,7,124,1
11,1936,MORSBUT001,12,0,0,0,5,83,0
11,1936,KLEWEDA001,11,0,0,0,4,90,0
11,1935,CLARDUT001,12,120,427,4,9,124,2
11,1935,GUTOACE001,12,102,296,2,1,9,0
11,1935,CADDERN001,12,87,450,6,10,171,0
11,1935,PRESGLE001,12,71,225,0,3,73,1
11,1935,PARKBUD001,11,59,156,0,1,12,0
11,1935,SHEPBIL001,5,54,140,3,2,13,0
11,1935,VAUGPUG001,7,13,51,0,1,9,0
11,1935,CHRIFRA001,12,11,6,0,5,57,1
11,1935,KASKTON001,2,5,15,0,,,
11,1935,LEFEGIL001,1,4,4,0,,,
11,1935,NOTTDOU001,5,3,3,0,,,
11,1935,BANASTE001,1,3,0,0,,,
11,1935,EBDIHAR001,11,0,0,0,8,128,1
11,1935,SCHNJOH001,12,0,0,0,7,149,2
11,1935,MORSBUT001,12,0,0,0,6,63,0
11,1935,KLEWEDA001,11,0,0,0,4,112,2
11,1934,GUTOACE001,13,146,517,5,,,
