fid,season,playerid,g,ratt,rnet,rtd,rec,recyds,rectd
17,2013,GIBSBRA001,7,0,0,0,30,326,3
17,2013,EGNEMIC001,16,0,0,0,7,69,0
17,2013,MOORMAR002,8,0,0,0,6,56,0
17,2013,SIMSDIO001,15,0,0,0,6,32,1
17,2012,BUSHREG001,16,227,986,6,35,292,2
17,2012,THOMDAN001,12,91,325,4,15,156,0
17,2012,MILLLAM001,13,51,250,1,6,45,0
17,2012,TANNRYA001,16,49,211,2,,,
17,2012,LANEJOR001,16,13,13,2,11,79,1
17,2012,MOORMAT001,2,5,-3,0,0,0,0
17,2012,MOORMAR002,14,1,9,0,6,116,1
17,2012,THIGMAR001,16,1,8,0,1,15,0
17,2012,CLEMCHR002,16,1,3,0,,,
17,2012,FIELBRA001,16,1,0,0,,,
17,2012,HARTBRI001,16,0,0,0,74,1083,1
17,2012,BESSDAV001,13,0,0,0,61,778,1
17,2012,FASAANT001,16,0,0,0,41,332,5
17,2012,CLAYCHA001,14,0,0,0,18,212,2
17,2012,MATTRIS001,8,0,0,0,11,151,0
17,2012,BINNARM001,3,0,0,0,6,67,0
17,2012,GAFFJAB001,3,0,0,0,4,68,0
17,2012,ARMSANT001,5,0,0,0,3,12,0
17,2012,NAANLEG001,4,0,0,0,1,19,0
17,2011,BUSHREG001,15,216,1086,6,43,296,1
17,2011,THOMDAN001,13,165,581,0,12,72,1
17,2011,MOORMAT001,13,32,65,2,,,
17,2011,SLATSTE001,3,17,64,1,2,-3,0
17,2011,HILLLEX001,16,16,41,1,5,49,0
17,2011,HENNCHA002,4,15,112,1,,,
17,2011,BESSDAV001,16,2,9,0,51,537,3
17,2011,LOSMJPA001,2,2,1,0,,,
17,2011,MARSBRA001,16,1,13,0,81,1214,6
17,2011,HARTBRI001,16,1,9,0,35,549,1
17,2011,GATECLY001,15,1,4,0,2,19,0
17,2011,JOHNLAR002,1,1,2,0,,,
17,2011,FASAANT001,15,0,0,0,32,451,5
17,2011,CLAYCHA001,14,0,0,0,16,233,3
17,2011,MASTJER001,14,0,0,0,1,8,0
17,2010,BROWRON004,16,200,734,5,33,242,0
17,2010,WILLRIC004,16,159,673,2,19,141,1
17,2010,HENNCHA002,15,35,52,0,,,
17,2010,POLILOU001,16,26,62,1,12,61,0
17,2010,THIGTYL001,5,13,73,0,,,
17,2010,COBBPAT001,16,4,0,0,8,91,2
17,2010,HARTBRI001,12,2,27,0,43,615,1
17,2010,MARSBRA001,14,2,3,0,86,1014,3
17,2010,BESSDAV001,16,2,-3,0,79,820,5
17,2010,MOORMAR002,9,1,16,0,6,128,1
17,2010,CURTKEV001,2,1,6,0,1,6,0
17,2010,FASAANT001,15,0,0,0,39,528,4
17,2010,WALLROB001,12,0,0,0,6,62,0
17,2010,SHULMIC002,6,0,0,0,2,44,0
17,2010,HILLLEX001,16,0,0,0,1,3,0
17,2009,WILLRIC004,16,241,1121,11,35,264,2
17,2009,BROWRON004,9,147,648,8,14,98,0
17,2009,POLILOU001,16,37,123,0,11,51,0
17,2009,HILLLEX001,16,23,89,1,20,158,2
17,2009,WHITPAT001,13,21,81,0,,,
17,2009,HENNCHA002,14,16,32,1,,,
17,2009,GINNTED001,16,7,48,0,38,454,1
17,2009,COBBPAT001,5,6,36,0,3,23,0
17,2009,HARTBRI001,16,4,29,1,31,506,3
17,2009,PENNCHA001,3,3,7,0,,,
17,2009,BESSDAV001,16,2,11,0,76,758,2
17,2009,SHEEKOR001,2,1,5,0,,,
17,2009,THIGTYL001,1,1,1,0,,,
17,2009,CAMAGRE001,16,0,0,0,50,552,0
17,2009,FASAANT001,14,0,0,0,31,339,2
17,2009,HAYNJOE002,16,0,0,0,19,162,2
17,2009,SPERKOR001,8,0,0,0,3,31,1
17,2008,BROWRON004,16,214,916,10,33,254,0
17,2008,WILLRIC004,16,160,659,4,29,219,1
17,2008,PENNCHA001,16,30,62,1,,,
17,2008,POLILOU001,11,23,85,0,6,24,0
17,2008,COBBPAT001,16,12,88,1,19,275,2
17,2008,GINNTED001,16,5,73,2,56,790,2
17,2008,CAMAGRE001,11,2,1,0,55,613,2
17,2008,BESSDAV001,16,1,13,0,54,554,1
17,2008,FIELBRA001,16,1,0,0,,,
17,2008,FASAANT001,16,0,0,0,34,454,7
17,2008,MARTDAV003,16,0,0,0,31,450,3
17,2008,HAGADER001,4,0,0,0,3,51,0
17,2008,LONDBRA001,14,0,0,0,3,30,0
17,2008,WILFERN001,7,0,0,0,3,25,0
17,2008,HAYNJOE002,7,0,0,0,2,22,1
17,2008,CRAMCAS001,9,0,0,0,2,3,1
17,2007,CHATJES001,14,128,515,1,27,161,0
17,2007,BROWRON004,7,119,602,4,39,389,1
17,2007,GADOSAM001,5,35,104,3,4,47,0
17,2007,LEMOCLE001,9,31,102,4,,,
17,2007,BOOKLOR001,7,28,125,0,28,237,0
17,2007,COBBPAT001,14,15,47,1,2,20,0
17,2007,BECKJOH002,5,9,12,1,,,
17,2007,GREETRE001,5,7,32,0,,,
17,2007,WILLRIC004,1,6,15,0,,,
17,2007,MAUIREA001,16,4,5,0,2,5,0
17,2007,GINNTED001,16,4,3,0,34,420,2
17,2007,BOOKMAR001,15,2,12,0,50,556,1
17,2007,CHAMCHR002,6,1,-5,0,31,415,0
17,2007,MARTDAV003,15,0,0,0,34,303,2
17,2007,HAGADER001,16,0,0,0,29,373,2
17,2007,PEELJUS001,16,0,0,0,29,228,2
17,2007,CAMAGRE001,15,0,0,0,8,160,2
17,2007,HALTAAR001,9,0,0,0,1,7,0
17,2006,BROWRON004,13,241,1008,5,33,276,0
17,2006,MORRSAM001,12,92,400,1,21,162,0
17,2006,MINOTRA001,16,19,74,0,3,2,0
17,2006,HARRJOE002,11,19,24,0,,,
17,2006,CULPDAU001,4,10,20,1,,,
17,2006,CHAMCHR002,16,8,95,0,59,677,4
17,2006,SUGGLEE001,4,6,26,0,0,13,0
17,2006,BOOKMAR001,14,3,19,0,55,747,6
17,2006,LEMOCLE001,4,3,7,0,,,
17,2006,JONEDON004,16,1,0,0,,,
17,2006,WELKWES001,16,0,0,0,67,687,1
17,2006,MCMIRAN001,16,0,0,0,62,640,3
17,2006,HAGADER001,16,0,0,0,21,221,1
17,2006,PEELJUS001,15,0,0,0,16,116,1
17,2006,BARNDAR001,16,0,0,0,3,22,0
17,2006,RUSSCLI001,3,0,0,0,2,14,0
17,2005,BROWRON004,15,207,907,4,32,232,1
17,2005,WILLRIC004,12,168,743,6,17,93,0
17,2005,FRERGUS001,16,27,61,0,,,
17,2005,MORRSAM001,16,16,58,1,8,54,0
17,2005,CHAMCHR002,16,12,92,0,82,1118,11
17,2005,ROSESAG001,4,6,15,0,,,
17,2005,MINOTRA001,16,5,17,0,1,0,0
17,2005,WELKWES001,16,1,5,0,29,434,0
17,2005,EVANHEA001,6,1,0,0,4,17,0
17,2005,JONEDON004,16,1,0,0,,,
17,2005,MCMIRAN001,16,0,0,0,60,582,5
17,2005,BOOKMAR001,15,0,0,0,39,686,3
17,2005,DIAMLOR001,16,0,0,0,8,54,0
17,2005,GILMBRY001,15,0,0,0,5,105,1
17,2005,BOSTDAV001,5,0,0,0,4,80,0
17,2005,HOLMALE001,8,0,0,0,1,2,0
17,2005,HELLWIL001,7,0,0,0,1,1,1
17,2004,MORRSAM001,13,132,523,6,22,124,0
17,2004,MINOTRA001,11,109,388,3,13,75,0
17,2004,HENRLEO001,6,46,141,0,3,12,0
17,2004,GORDLAM001,3,35,64,0,13,74,0
17,2004,FORSBRO001,7,19,53,0,,,
17,2004,FEELAJA001,11,14,13,1,,,
17,2004,FIEDJAY001,8,12,59,0,,,
17,2004,CHAMCHR002,15,9,76,0,69,898,7
17,2004,KINGVIC001,2,4,9,0,1,8,0
17,2004,KONRROB001,10,2,18,0,8,69,1
17,2004,TURKMAT001,16,1,3,0,,,
17,2004,BOOKMAR001,15,1,-8,0,50,638,1
17,2004,MCMIRAN001,16,0,0,0,73,791,4
17,2004,THOMDER002,16,0,0,0,23,359,4
17,2004,GILMBRY001,16,0,0,0,15,206,1
17,2004,LEEADON001,16,0,0,0,13,110,1
17,2004,MARTJAM002,9,0,0,0,4,15,0
17,2004,BELLRON001,2,0,0,0,1,8,0
17,2004,EASLDOU001,3,0,0,0,1,4,0
17,2003,WILLRIC004,16,392,1372,9,50,351,1
17,2003,MINOTRA001,16,41,193,1,4,13,0
17,2003,FIEDJAY001,12,34,88,3,,,
17,2003,GRIEBRI001,5,5,15,0,,,
17,2003,CHAMCHR002,16,4,30,0,64,963,11
17,2003,KONRROB001,14,4,17,0,16,166,0
17,2003,TURKMAT001,13,3,30,0,,,
17,2003,MCKNJAM001,15,2,75,1,23,285,2
17,2003,ROSESAG001,2,1,-1,0,,,
17,2003,AYANOBA001,16,1,-2,0,12,53,0
17,2003,MCMIRAN001,16,0,0,0,49,598,2
17,2003,THOMDER002,16,0,0,0,26,359,0
17,2003,LEEADON001,16,0,0,0,7,110,1
17,2003,GADSORO001,6,0,0,0,4,48,0
17,2003,NEWSKEN001,6,0,0,0,2,55,0
17,2002,WILLRIC004,16,383,1853,16,47,363,1
17,2002,MINOTRA001,16,44,180,2,,,
17,2002,LUCARAY001,7,36,126,2,,,
17,2002,FIEDJAY001,11,28,99,3,,,
17,2002,EDWAROB001,12,20,107,1,18,126,1
17,2002,MCKNJAM001,15,7,58,0,29,528,2
17,2002,CHAMCHR002,15,6,78,0,52,734,3
17,2002,KONRROB001,16,3,2,0,34,233,3
17,2002,ROSESAG001,4,2,-9,0,,,
17,2002,MCMIRAN001,16,1,8,0,39,485,4
17,2002,WARDDED001,16,0,0,0,19,172,0
17,2002,GADSORO001,6,0,0,0,16,228,0
17,2002,CARTCRI001,5,0,0,0,8,66,1
17,2002,WEAVJED001,16,0,0,0,6,75,3
17,2002,CLARDES001,11,0,0,0,2,42,0
17,2002,BAKEROB001,10,0,0,0,1,17,0
17,2001,SMITLAM001,16,313,968,6,30,234,2
17,2001,FIEDJAY001,16,73,321,4,,,
17,2001,MINOTRA001,16,59,281,2,29,263,1
17,2001,LUCARAY001,10,8,6,1,,,
17,2001,MCKNJAM001,16,6,39,0,55,684,3
17,2001,KONRROB001,12,5,22,1,5,52,1
17,2001,JOHNJJA001,10,5,22,0,4,21,0
17,2001,WARDDED001,13,2,21,0,21,209,0
17,2001,MAREOLI001,16,1,-5,0,,,
17,2001,CHAMCHR002,16,1,-11,0,48,883,7
17,2001,GADSORO001,14,0,0,0,55,674,3
17,2001,WEAVJED001,16,0,0,0,18,215,2
17,2001,OGDEJEF001,16,0,0,0,6,73,1
17,2001,GOODHUN001,16,0,0,0,4,27,0
17,2000,SMITLAM001,15,309,1139,14,31,201,2
17,2000,FIEDJAY001,15,54,267,1,,,
17,2000,JOHNJJA001,13,50,168,1,10,61,0
17,2000,DENSAUT001,11,31,108,0,14,105,0
17,2000,THOMTHU001,9,28,136,0,16,117,1
17,2000,KONRROB001,15,15,39,0,14,83,0
17,2000,SHEPLES001,13,4,3,0,35,446,4
17,2000,EMANBER001,11,3,-2,0,7,132,1
17,2000,IZZOLAR001,16,1,39,0,,,
17,2000,MCDUOJA001,9,1,-3,0,14,143,0
17,2000,GADSORO001,16,0,0,0,56,786,6
17,2000,MARTTON001,10,0,0,0,26,393,0
17,2000,WEAVJED001,16,0,0,0,10,179,0
17,2000,GOODHUN001,16,0,0,0,6,36,1
17,2000,OGDEJEF001,16,0,0,0,2,24,0
17,2000,DYERDEO001,16,0,0,0,2,14,0
17,1999,JOHNJJA001,13,164,558,4,15,100,0
17,1999,COLLCEC001,8,131,414,2,6,32,0
17,1999,PRITSTA001,14,47,158,1,43,312,4
17,1999,HUARDAM001,16,28,124,0,1,0,0
17,1999,DENSAUT001,6,28,98,0,4,28,0
17,1999,ABDUKAR001,3,28,95,1,4,25,0
17,1999,KONRROB001,15,9,16,0,34,251,1
17,1999,MARIDAN001,11,6,-6,0,,,
17,1999,ZOLASCO001,1,2,-2,0,,,
17,1999,JACQNAT001,13,1,4,0,1,18,0
17,1999,MARTTON001,16,1,-6,0,67,1037,5
17,1999,GADSORO001,16,0,0,0,48,803,6
17,1999,MCDUOJA001,12,0,0,0,43,516,2
17,1999,DRAYTRO001,14,0,0,0,32,299,1
17,1999,GREEYAT001,8,0,0,0,18,234,0
17,1999,GOODHUN001,15,0,0,0,8,55,0
17,1999,PERREDA001,16,0,0,0,3,8,1
17,1999,MCKEKEV001,1,0,0,0,2,18,0
17,1998,ABDUKAR001,15,270,960,6,21,102,0
17,1998,AVERJOH001,16,143,503,2,10,67,1
17,1998,MARIDAN001,16,21,-3,1,,,
17,1998,PARMBER001,15,8,20,0,21,221,0
17,1998,PRITSTA001,16,6,19,1,17,97,0
17,1998,MOORRON002,1,4,12,0,1,1,0
17,1998,MCDUOJA001,16,3,11,0,90,1050,7
17,1998,DOXZTOD001,9,2,6,0,0,0,0
17,1998,LUSKHEN001,3,1,7,0,,,
17,1998,GADSORO001,16,0,0,0,48,713,7
17,1998,THOMLAM003,16,0,0,0,43,603,5
17,1998,DRAYTRO001,15,0,0,0,30,334,3
17,1998,PERREDA001,14,0,0,0,25,255,0
17,1998,JACQNAT001,15,0,0,0,8,122,0
17,1998,JORDCHA001,3,0,0,0,2,17,0
17,1997,ABDUKAR001,16,283,892,15,29,261,1
17,1997,SPIKIRV001,12,63,180,2,7,70,0
17,1997,PARMBER001,16,18,59,0,28,301,1
17,1997,PHILLAW001,2,18,44,0,1,6,0
17,1997,MARIDAN001,16,18,-14,0,,,
17,1997,MCPHJER001,14,17,146,1,34,262,1
17,1997,ERICCRA001,2,4,8,0,,,
17,1997,JORDCHA001,14,3,12,0,27,471,3
17,1997,PRITSTA001,6,3,7,0,5,35,0
17,1997,KIDDJOH001,13,1,4,0,,,
17,1997,POTTROO001,6,1,3,0,3,27,0
17,1997,NEALRAY002,1,1,2,0,,,
17,1997,MCDUOJA001,16,0,0,0,76,943,1
17,1997,DRAYTRO001,16,0,0,0,39,558,4
17,1997,THOMLAM003,12,0,0,0,28,402,2
17,1997,PERRBRE001,8,0,0,0,19,309,1
17,1997,BARNFRE001,6,0,0,0,17,166,1
17,1997,PERREDA001,16,0,0,0,11,45,1
17,1997,MANNBRI001,7,0,0,0,7,85,0
17,1997,DOTSDEW001,10,0,0,0,1,4,0
17,1996,ABDUKAR001,16,307,1116,11,23,139,0
17,1996,SPIKIRV001,15,87,316,3,8,81,1
17,1996,PARMBER001,16,25,80,0,21,189,0
17,1996,ERICCRA001,7,11,16,0,,,
17,1996,MARIDAN001,13,11,-3,0,,,
17,1996,PRITSTA001,16,7,27,0,33,354,2
17,1996,MCPHJER001,9,6,28,0,20,282,0
17,1996,MCDUOJA001,16,2,7,0,74,918,8
17,1996,IZZOLAR001,16,1,26,0,,,
17,1996,KOSABER001,3,1,6,0,,,
17,1996,KIDDJOH001,16,1,3,0,,,
17,1996,WILSROB001,15,1,0,0,2,5,1
17,1996,BARNFRE001,9,0,0,0,36,562,3
17,1996,DRAYTRO001,10,0,0,0,26,320,0
17,1996,HILLRAN002,14,0,0,0,21,409,4
17,1996,THOMLAM003,9,0,0,0,10,166,1
17,1996,MILLSCO001,12,0,0,0,9,116,0
17,1996,JORDCHA001,6,0,0,0,7,152,0
17,1996,BYARKEI001,4,0,0,0,5,40,0
17,1996,CAROBRE001,6,0,0,0,4,48,1
17,1996,WAINFRA001,16,0,0,0,1,2,1
17,1995,PARMBER001,16,236,878,9,39,345,1
17,1995,KIRBTER001,16,108,414,4,66,618,3
17,1995,SPIKIRV001,9,32,126,1,5,18,1
17,1995,BYARKEI001,16,15,44,1,51,362,2
17,1995,MARIDAN001,14,11,14,0,1,-6,0
17,1995,KOSABER001,9,7,19,1,,,
17,1995,MCDUOJA001,16,3,6,0,62,819,8
17,1995,WILSROB001,16,1,5,0,1,3,0
17,1995,FRYAIRV001,16,0,0,0,62,910,8
17,1995,GREEERI001,14,0,0,0,43,499,3
17,1995,CLARGAR001,16,0,0,0,37,525,2
17,1995,HILLRAN002,12,0,0,0,12,260,0
17,1995,WILLRON001,16,0,0,0,3,28,0
17,1995,WILLMIK005,12,0,0,0,2,17,0
17,1994,PARMBER001,15,216,868,6,34,249,1
17,1994,SPIKIRV001,12,70,312,2,4,16,0
17,1994,KIRBTER001,4,60,233,2,14,154,0
17,1994,MARIDAN001,16,22,-6,1,,,
17,1994,HIGGMAR001,5,19,68,0,,,
17,1994,BYARKEI001,9,19,64,2,49,418,5
17,1994,SAXOJAM001,16,8,16,0,27,151,0
17,1994,GARYCLE001,2,7,11,0,2,19,0
17,1994,CRAVAAR001,8,6,43,0,24,237,0
17,1994,MCDUOJA001,15,5,32,0,37,488,3
17,1994,KOSABER001,2,1,17,0,,,
17,1994,FRYAIRV001,16,0,0,0,73,1270,7
17,1994,JACKKEI001,16,0,0,0,59,673,7
17,1994,INGRMAR001,15,0,0,0,44,506,6
17,1994,WILLMIK005,15,0,0,0,15,221,0
17,1994,MILLSCO001,9,0,0,0,6,94,1
17,1994,WILLRON001,14,0,0,0,2,26,0
17,1994,BATYGRE001,16,0,0,0,2,11,1
17,1993,HIGGMAR001,16,186,693,3,10,72,0
17,1993,KIRBTER001,16,119,390,3,75,874,3
17,1993,BYARKEI001,16,64,269,3,61,613,3
17,1993,MITCSCO001,13,21,89,0,,,
17,1993,MARIDAN001,5,9,-4,1,,,
17,1993,SAXOJAM001,16,5,13,0,,,
17,1993,PARMBER001,16,4,16,0,1,1,0
17,1993,DEBESTE001,5,4,-4,0,,,
17,1993,FRYAIRV001,16,3,-4,0,64,1010,5
17,1993,PEDEDOU001,7,2,-1,0,,,
17,1993,MARTTON001,12,1,6,0,20,347,3
17,1993,MCDUOJA001,16,1,-4,0,19,197,0
17,1993,INGRMAR001,16,0,0,0,44,707,6
17,1993,JACKKEI001,15,0,0,0,39,613,6
17,1993,BATYGRE001,16,0,0,0,5,78,1
17,1993,MILLSCO001,3,0,0,0,2,15,0
17,1993,BANKFRE001,2,0,0,0,1,26,0
17,1993,WILLMIK005,13,0,0,0,1,11,0
17,1992,HIGGMAR001,16,256,915,7,16,142,0
17,1992,HUMPBOB002,16,102,471,1,54,507,1
17,1992,MARIDAN001,16,20,66,0,,,
17,1992,MITCSCO001,16,8,10,0,,,
17,1992,PAIGTON001,16,7,11,1,48,399,1
17,1992,PARMBER001,10,6,38,0,,,
17,1992,SAXOJAM001,16,4,7,0,5,41,0
17,1992,CRAVAAR001,6,3,9,0,0,0,0
17,1992,MARTTON001,16,1,-2,0,33,553,2
17,1992,JACKKEI001,13,0,0,0,48,594,5
17,1992,DUPEMAR001,16,0,0,0,44,762,7
17,1992,CLAYMAR001,13,0,0,0,43,619,3
17,1992,BANKFRE001,16,0,0,0,22,319,3
17,1992,EDMUFER001,10,0,0,0,10,91,1
17,1992,CLARROB001,3,0,0,0,3,59,0
17,1992,WILLMIK005,15,0,0,0,3,43,0
17,1992,BATYGRE001,16,0,0,0,3,19,1
17,1991,HIGGMAR001,14,231,905,4,11,80,0
17,1991,SMITSAM001,12,83,297,1,14,95,0
17,1991,MARIDAN001,16,27,32,1,,,
17,1991,CRAVAAR001,14,20,58,1,8,67,0
17,1991,PAIGTON001,16,10,25,0,57,469,1
17,1991,SECUSCO001,14,4,30,1,,,
17,1991,LOGAMAR001,16,4,5,0,,,
17,1991,DUPEMAR001,16,0,0,0,70,1085,5
17,1991,CLAYMAR001,16,0,0,0,70,1053,12
17,1991,MARTTON001,16,0,0,0,27,434,2
17,1991,JENSJIM002,16,0,0,0,21,183,2
17,1991,BATYGRE001,16,0,0,0,20,269,1
17,1991,EDMUFER001,8,0,0,0,11,118,2
17,1991,BANKFRE001,7,0,0,0,9,119,1
17,1991,MILLSCO001,16,0,0,0,4,49,0
17,1991,PRUIJAM001,5,0,0,0,2,30,0
17,1991,HENRCHA001,6,0,0,0,2,17,0
17,1991,SIMSKEI001,12,0,0,0,1,9,0
17,1990,SMITSAM001,16,226,831,8,11,134,1
17,1990,LOGAMAR001,16,79,317,2,7,54,0
17,1990,STRATRO001,14,37,138,1,30,257,0
17,1990,PAIGTON001,13,32,95,2,35,247,4
17,1990,MARIDAN001,16,16,29,0,,,
17,1990,HIGGMAR001,12,10,67,0,,,
17,1990,SECUSCO001,16,8,34,0,,,
17,1990,LIMBGAR001,7,5,14,0,4,23,0
17,1990,JENSJIM002,15,4,6,0,44,365,1
17,1990,MARTTON001,16,1,8,0,29,388,2
17,1990,BANKFRE001,8,1,3,0,13,131,0
17,1990,EDMUFER001,16,1,-7,0,31,446,1
17,1990,DUPEMAR001,16,0,0,0,52,810,5
17,1990,CLAYMAR001,10,0,0,0,32,406,3
17,1990,PRUIJAM001,6,0,0,0,13,235,3
17,1990,SCHWSCO001,4,0,0,0,6,66,1
17,1990,BROWAND001,6,0,0,0,3,49,0
17,1989,SMITSAM001,13,200,659,6,7,81,0
17,1989,STRATRO001,7,66,240,1,25,233,0
17,1989,LOGAMAR001,10,57,201,0,5,34,0
17,1989,HAMPLOR001,10,17,47,0,8,25,0
17,1989,DAVERON001,9,14,56,1,3,19,0
17,1989,MARIDAN001,16,14,-7,2,,,
17,1989,BROWTOM004,9,13,26,0,13,117,0
17,1989,JENSJIM002,16,8,50,0,61,557,6
17,1989,SECUSCO001,15,4,39,0,,,
17,1989,CLAYMAR001,15,3,9,0,64,1011,9
17,1989,FAAONUU001,10,2,10,0,1,8,0
17,1989,ROBYREG001,16,2,0,0,,,
17,1989,DUPEMAR001,15,0,0,0,49,717,1
17,1989,EDMUFER001,16,0,0,0,32,382,3
17,1989,BANKFRE001,15,0,0,0,30,520,1
17,1989,BROWAND001,16,0,0,0,24,410,5
17,1989,SCHWSCO001,9,0,0,0,7,174,1
17,1989,KINCBRI001,16,0,0,0,1,12,0
17,1989,HARDBRU001,1,0,0,0,1,2,0
17,1988,HAMPLOR001,16,117,414,9,23,204,3
17,1988,STRATRO001,15,95,335,2,56,426,1
17,1988,DAVERON001,16,55,273,0,30,282,0
17,1988,BENNWOO001,16,31,115,0,2,16,0
17,1988,MARIDAN001,16,20,-17,0,,,
17,1988,JENSJIM002,16,10,68,0,58,652,5
17,1988,CRIBJOE001,12,5,21,0,,,
17,1988,CLAYMAR001,16,1,4,0,86,1129,14
17,1988,EDMUFER001,16,1,-8,0,33,575,3
17,1988,DUPEMAR001,13,0,0,0,39,626,1
17,1988,BANKFRE001,11,0,0,0,23,430,2
17,1988,SCHWSCO001,16,0,0,0,6,130,0
17,1988,HARDBRU001,2,0,0,0,4,46,0
17,1988,PRUIJAM001,11,0,0,0,2,38,0
17,1988,KINCBRI001,16,0,0,0,1,3,0
17,1987,STRATRO001,12,145,619,6,48,457,1
17,1987,HAMPLOR001,12,75,289,1,23,223,0
17,1987,SCOTRON001,3,47,199,3,2,7,0
17,1987,DAVERON001,10,32,114,1,27,249,1
17,1987,BENNWOO001,12,25,102,0,4,18,0
17,1987,MACKKYL001,3,17,98,2,,,
17,1987,TAGLJOH001,3,13,45,1,12,117,0
17,1987,MARIDAN001,12,12,-5,1,,,
17,1987,BAILCLA001,3,10,55,0,,,
17,1987,ISOMRIC001,3,9,41,1,1,11,0
17,1987,KONEMAR001,3,6,46,0,6,26,0
17,1987,NATHTON001,6,4,20,0,10,77,0
17,1987,JENSJIM002,12,4,18,0,26,221,1
17,1987,ROTHPET001,3,3,10,0,,,
17,1987,BROWTOM004,1,3,3,0,1,6,0
17,1987,CLAYMAR001,12,2,8,0,46,776,7
17,1987,ROBYREG001,10,1,0,0,,,
17,1987,DUPEMAR001,11,0,0,0,33,597,8
17,1987,HARDBRU001,12,0,0,0,28,292,2
17,1987,PRUIJAM001,12,0,0,0,26,404,3
17,1987,DOUGLEL001,3,0,0,0,9,92,1
17,1987,SAMPLAW001,3,0,0,0,8,64,0
17,1987,CHAVEDD001,3,0,0,0,7,108,0
17,1987,LEWIDAV006,5,0,0,0,6,53,1
17,1987,REILDAM001,3,0,0,0,5,70,0
17,1987,JOHNDAN001,7,0,0,0,4,35,2
17,1987,CATEMIK001,3,0,0,0,2,46,0
17,1987,SMITWIL005,3,0,0,0,2,13,1
17,1987,BANKFRE001,3,0,0,0,1,10,1
17,1987,FARMGEO002,1,0,0,0,1,5,0
17,1986,HAMPLOR001,16,186,830,9,61,446,3
17,1986,DAVERON001,16,75,314,0,20,177,1
17,1986,BENNWOO001,16,36,162,0,4,33,0
17,1986,NATHTON001,16,27,203,0,48,457,2
17,1986,MARIDAN001,16,12,-3,0,,,
17,1986,CARTJOE002,7,4,18,0,1,6,0
17,1986,ELLICRA001,9,3,6,0,,,
17,1986,CLAYMAR001,15,2,33,0,60,1150,10
17,1986,ROBYREG001,15,2,-8,0,,,
17,1986,STRODON001,16,1,0,0,,,
17,1986,DUPEMAR001,16,1,-10,0,67,1313,11
17,1986,HARDBRU001,16,0,0,0,54,430,5
17,1986,MOORNAT001,16,0,0,0,38,431,7
17,1986,JOHNDAN001,15,0,0,0,19,170,4
17,1986,PRUIJAM001,16,0,0,0,15,235,2
17,1986,JENSJIM002,16,0,0,0,5,50,1
17,1985,NATHTON001,16,143,667,5,72,651,1
17,1985,HAMPLOR001,16,105,369,3,8,56,0
17,1985,DAVERON001,16,98,370,11,13,74,2
17,1985,BENNWOO001,16,54,256,0,10,101,1
17,1985,MARIDAN001,16,26,-24,0,,,
17,1985,CARTJOE002,10,14,76,0,2,7,0
17,1985,STRODON001,16,2,-6,0,,,
17,1985,MOORNAT001,15,1,11,0,51,701,7
17,1985,CLAYMAR001,16,1,10,0,70,996,4
17,1985,HARDBRU001,16,0,0,0,39,409,4
17,1985,DUPEMAR001,9,0,0,0,35,650,3
17,1985,ROSEJOE001,16,0,0,0,19,306,4
17,1985,JOHNDAN001,12,0,0,0,13,192,3
17,1985,HEFLVIN001,5,0,0,0,6,98,1
17,1985,HARRDUR001,6,0,0,0,3,24,0
17,1985,VIGOTOM001,9,0,0,0,1,9,0
17,1985,JENSJIM002,16,0,0,0,1,4,1
17,1984,BENNWOO001,16,144,606,7,6,44,1
17,1984,NATHTON001,16,118,558,1,61,579,2
17,1984,CARTJOE002,13,100,495,1,8,53,0
17,1984,JOHNPET003,13,68,159,9,,,
17,1984,MARIDAN001,16,28,-7,0,,,
17,1984,FRANAND002,2,20,74,0,,,
17,1984,CLAYMAR001,15,3,35,0,73,1389,18
17,1984,STRODON001,16,2,-5,0,,,
17,1984,MOORNAT001,16,1,3,0,43,573,6
17,1984,DUPEMAR001,16,0,0,0,71,1306,8
17,1984,JOHNDAN001,16,0,0,0,34,426,3
17,1984,HARDBRU001,16,0,0,0,28,257,5
17,1984,CEFAJIM001,16,0,0,0,18,185,2
17,1984,JENSJIM002,16,0,0,0,13,139,2
17,1984,ROSEJOE001,9,0,0,0,12,195,2
17,1983,FRANAND002,15,224,746,8,,,
17,1983,NATHTON001,16,151,685,3,52,461,1
17,1983,OVERDAV001,14,85,392,1,8,55,2
17,1983,BENNWOO001,16,49,197,2,6,35,0
17,1983,MARIDAN001,11,28,45,2,,,
17,1983,WOODDAV001,5,19,78,0,1,6,0
17,1983,STRODON001,15,6,-16,0,,,
17,1983,HILLEDD001,16,2,12,0,,,
17,1983,CLAYMAR001,14,2,9,0,6,114,1
17,1983,HARDBRU001,15,1,2,0,22,202,0
17,1983,HARRDUR001,12,1,0,0,15,260,1
17,1983,DUPEMAR001,16,0,0,0,51,1003,10
17,1983,MOORNAT001,16,0,0,0,39,558,6
17,1983,ROSEJOE001,16,0,0,0,29,345,3
17,1983,JOHNDAN001,16,0,0,0,24,189,4
17,1983,VIGOTOM001,1,0,0,0,1,7,0
17,1982,FRANAND002,9,177,701,7,3,9,0
17,1982,NATHTON001,8,66,233,1,16,114,0
17,1982,WOODDAV001,9,36,207,2,1,15,1
