fid,season,playerid,g,td,conv2p,patm,pata,fgm,fga,saf,points
2,1969,BUTLCAN001,14,5,,,,,,,30
2,1969,COGDGAI001,13,5,,,,,,,30
2,1969,MITCJIM001,14,4,,,,,,,24
2,1969,COFFJUN001,6,3,,,,,,,18
2,1969,WAGEHAR001,14,3,,,,,,,18
2,1969,ACKSRON001,14,1,,,,,,,6
2,1969,GIPSPAU001,10,1,,,,,,,6
2,1969,HUMPCLA001,14,1,,,,,,,6
2,1969,JOHNRAN002,6,1,,,,,,,6
2,1969,LEMMBRU001,7,1,,,,,,,6
2,1969,SNIDMAL001,14,1,,,,,,,6
2,1969,WEATJIM002,14,1,,,,,,,6
2,1968,ETTEBOB001,14,,,17,19,11,21,,50
2,1968,LONGBOB003,9,4,,,,,,,24
2,1968,DUNNPER001,14,3,,,,,,,18
2,1968,BERRBOB001,10,2,,,,,,,12
2,1968,BUTLCAN001,12,2,,,,,,,12
2,1968,OGDERAY001,14,2,,,,,,,12
2,1968,BURSJIM001,14,1,,,,,,,6
2,1968,DONOMIK001,14,1,,,,,,,6
2,1968,HARRBIL002,6,1,,,,,,,6
2,1968,JOHNRAN002,8,1,,,,,,,6
2,1968,MCCABRE001,7,1,,,,,,,6
2,1968,REAVKEN001,14,1,,,,,,,6
2,1968,WAGEHAR001,13,1,,,,,,,6
2,1967,TRAYWAD001,14,,,22,22,7,18,,43
2,1967,COFFJUN001,14,5,,,,,,,30
2,1967,MCDOTOM001,14,4,,,,,,,24
2,1967,MARTBIL001,14,3,,,,,,,18
2,1967,SIMMJER001,12,2,,,,,,,12
2,1967,ANDETAZ001,8,1,,,,,,,6
2,1967,BARNGAR002,13,1,,,,,,,6
2,1967,CALLLEE001,14,1,,,,,,,6
2,1967,JOHNRAN002,14,1,,,,,,,6
2,1967,NOBITOM001,14,1,,,,,,,6
2,1967,OGDERAY001,11,1,,,,,,,6
2,1967,SMITRON002,13,1,,,,,,,6
2,1967,WHEEERN002,3,1,,,,,,,6
2,1966,KIROLOU001,14,,,19,24,9,18,,46
2,1966,WHEEERN002,14,6,,,,,,,36
2,1966,COFFJUN001,14,5,,,,,,,30
2,1966,JOHNRAN002,14,4,,,,,,,24
2,1966,ANDETAZ001,8,3,,,,,,,18
2,1966,HAWKALE001,12,2,,,,,,,12
2,1966,RIDLPRE001,3,2,,,,,,,12
2,1966,BARNGAR002,9,1,,,,,,,6
2,1966,BURKVER001,14,1,,,,,,,6
2,1966,RIGGBOB001,14,1,,,,,,,6
2,1966,SHERBOB001,9,1,,,,,,,6
2,1966,TRAYWAD001,2,,,2,2,,1,,2
3,2018,TUCKJUS002,16,,,36,37,35,39,,141
3,2018,COLLALE001,10,8,,,,,,,48
3,2018,ALLEJAV001,14,5,,,,,,,30
3,2018,BROWJOH004,16,5,,,,,,,30
3,2018,JACKLAM001,16,5,,,,,,,30
3,2018,ANDRMAR001,16,3,,,,,,,18
3,2018,CRABMIC001,16,3,,,,,,,18
3,2018,EDWAGUS001,11,2,1,,,,,,14
3,2018,DIXOKEN001,6,2,,,,,,,12
3,2018,YOUNTAV001,15,2,,,,,,,12
3,2018,HURSHAY001,12,1,,,,,,,6
3,2018,JONECYR001,11,1,,,,,,,6
3,2018,MOORCHR001,16,1,,,,,,,6
3,2018,SNEAWIL001,16,1,,,,,,,6
3,2018,SUGGTER001,16,1,,,,,,,6
3,2018,WILLMAX002,13,1,,,,,,,6
3,2017,TUCKJUS002,16,,,39,39,34,37,,141
3,2017,ALLEJAV001,16,6,,,,,,,36
3,2017,COLLALE001,15,6,,,,,,,36
3,2017,MOORCHR001,13,4,,,,,,,24
3,2017,WALLMIK001,15,4,,,,,,,24
3,2017,WATSBEN001,16,4,,,,,,,24
3,2017,MACLJER001,12,3,,,,,,,18
3,2017,CAMPMIC002,13,2,,,,,,,12
3,2017,RICAPAT001,16,2,,,,,,,12
3,2017,SMITJIM008,12,2,,,,,,,12
3,2017,WESTTER001,5,2,,,,,,,12
3,2017,FLACJOE001,16,1,,,,,,,6
3,2017,MAYLVIN001,16,1,,,,,,,6
3,2017,MOSLCJA002,16,1,,,,,,,6
3,2017,RAINBOB001,4,1,,,,,,,6
3,2017,WEDDERI001,16,1,,,,,,,6
3,2017,WILLBRA003,12,1,,,,,,,6
3,2017,WILLMAX002,11,1,,,,,,,6
3,2017,BOYLNIC001,15,,1,,,,,,2
3,2016,TUCKJUS002,16,,,27,27,38,39,,141
3,2016,WESTTER001,16,6,,,,,,,36
3,2016,SMITSTE003,14,5,2,,,,,,34
3,2016,WALLMIK001,16,4,1,,,,,,26
3,2016,DIXOKEN001,12,3,,,,,,,18
3,2016,PERRBRE002,16,3,,,,,,,18
3,2016,FLACJOE001,16,2,,,,,,,12
3,2016,MOORCHR001,15,2,,,,,,,12
3,2016,PITTDEN001,16,2,,,,,,,12
3,2016,WALLDAR001,12,2,,,,,,,12
3,2016,JUSZKYL001,16,1,1,,,,,,8
3,2016,AIKEKAM001,16,1,,,,,,,6
3,2016,GILLCRO001,7,1,,,,,,,6
3,2015,TUCKJUS002,16,,,29,29,33,40,,128
3,2015,AIKEKAM001,16,5,,,,,,,30
3,2015,GILLCRO001,10,4,,,,,,,24
3,2015,JUSZKYL001,16,4,,,,,,,24
3,2015,ALLEJAV001,16,3,,,,,,,18
3,2015,FLACJOE001,10,3,,,,,,,18
3,2015,SMITSTE003,7,3,,,,,,,18
3,2015,FORSJUS001,10,2,,,,,,,12
3,2015,CAMPMIC002,4,1,,,,,,,6
3,2015,CLAYKAE001,7,1,,,,,,,6
3,2015,GIVECHR002,12,1,,,,,,,6
3,2015,HILLWIL002,16,1,,,,,,,6
3,2015,MATTCHR001,4,1,,,,,,,6
3,2015,MOSLCJA001,16,1,,,,,,,6
3,2015,SMITJIM008,16,1,,,,,,,6
3,2015,TALILOR001,3,1,,,,,,,6
3,2015,WILLMAX002,14,1,,,,,,,6
3,2015,BOYLNIC001,11,,1,,,,,,2
3,2014,TUCKJUS002,16,,,42,42,29,34,,129
3,2014,SMITTOR002,16,11,,,,,,,66
3,2014,FORSJUS001,16,8,1,,,,,,50
3,2014,SMITSTE003,16,6,,,,,,,36
3,2014,AIKEKAM001,16,4,,,,,,,24
3,2014,DANIOWE001,15,4,,,,,,,24
3,2014,TALILOR001,13,4,,,,,,,24
3,2014,FLACJOE001,16,2,,,,,,,12
3,2014,PIERBER001,13,2,,,,,,,12
3,2014,CAMPMIC002,4,1,,,,,,,6
3,2014,GILLCRO001,15,1,,,,,,,6
3,2014,HILLWIL002,10,1,,,,,,,6
3,2014,JONEJAC001,16,1,,,,,,,6
3,2014,JUSZKYL001,16,1,,,,,,,6
3,2014,SUGGTER001,16,,,,,,,1,2
3,2013,TUCKJUS002,16,,,26,26,38,41,,140
3,2013,BROWMAR005,14,7,1,,,,,,44
3,2013,RICERAY001,15,4,1,,,,,,26
3,2013,SMITTOR002,16,4,1,,,,,,26
3,2013,CLARDAL001,12,3,,,,,,,18
3,2013,JONEJAC001,12,3,,,,,,,18
3,2013,PIERBER001,16,2,,,,,,,12
3,2013,DICKEDA001,16,1,,,,,,,6
3,2013,DOSSTAN001,15,1,,,,,,,6
3,2013,FLACJOE001,16,1,,,,,,,6
3,2013,LEACVON001,16,1,,,,,,,6
3,2013,PITTDEN001,4,1,,,,,,,6
3,2013,SMITDAR003,16,1,,,,,,,6
3,2012,TUCKJUS002,16,,,42,42,30,33,,132
3,2012,RICERAY001,16,10,,,,,,,60
3,2012,SMITTOR002,16,8,,,,,,,48
3,2012,PITTDEN001,16,7,,,,,,,42
3,2012,BOLDANQ001,15,4,1,,,,,,26
3,2012,JONEJAC001,16,4,,,,,,,24
3,2012,FLACJOE001,16,3,,,,,,,18
3,2012,ALLEANT002,16,1,,,,,,,6
3,2012,DOSSTAN001,14,1,,,,,,,6
3,2012,KOCHSAM001,16,1,,,,,,,6
3,2012,LEACVON001,16,1,,,,,,,6
3,2012,PIERBER001,16,1,,,,,,,6
3,2012,REEDEDA001,16,1,,,,,,,6
3,2012,TAYLTYR001,7,1,,,,,,,6
3,2012,WILLCAR001,16,1,,,,,,,6
3,2011,CUNDBIL001,15,,,38,38,28,37,,122
3,2011,RICERAY001,16,15,,,,,,,90
3,2011,SMITTOR002,16,7,,,,,,,42
3,2011,DICKEDA001,16,5,,,,,,,30
3,2011,BOLDANQ001,14,3,,,,,,,18
3,2011,PITTDEN001,16,3,,,,,,,18
3,2011,WEBBLAR001,16,2,,,,,,,12
3,2011,WILLRIC004,16,2,,,,,,,12
3,2011,GRAHSHA001,1,,,2,2,2,2,,8
3,2011,FLACJOE001,16,1,,,,,,,6
3,2011,JOHNJAR001,16,1,,,,,,,6
3,2011,MCCLJAM001,16,1,,,,,,,6
3,2011,NGATHAL001,16,1,,,,,,,6
3,2011,KOCHSAM001,16,,1,,,,,,2
3,2010,CUNDBIL001,16,,,39,39,26,29,,117
3,2010,BOLDANQ001,16,7,,,,,,,42
3,2010,MASODER001,16,7,,,,,,,42
3,2010,MCGAWIL001,15,6,,,,,,,36
3,2010,RICERAY001,16,6,,,,,,,36
3,2010,HEAPTOD001,13,5,,,,,,,30
3,2010,HOUSTJA001,16,3,,,,,,,18
3,2010,DICKEDA001,15,1,,,,,,,6
3,2010,FLACJOE001,16,1,,,,,,,6
3,2010,LANDDAW001,16,1,,,,,,,6
3,2010,LEWIRAY001,16,1,,,,,,,6
3,2010,REEDDAV001,13,1,,,,,,,6
3,2010,WILSJOS001,14,1,,,,,,,6
3,2009,MCGAWIL001,16,14,,,,,,,84
3,2009,CUNDBIL001,7,,,19,19,12,17,,55
3,2009,HAUSSTE001,9,,,27,28,9,13,,54
3,2009,RICERAY001,16,8,,,,,,,48
3,2009,MASODER001,16,7,,,,,,,42
3,2009,HEAPTOD001,16,6,,,,,,,36
3,2009,CLAYMAR002,14,2,,,,,,,12
3,2009,MCCLLER001,16,2,,,,,,,12
3,2009,WASHKEL001,15,2,,,,,,,12
3,2009,EDWADWA001,16,1,,,,,,,6
3,2009,LANDDAW001,16,1,,,,,,,6
3,2009,REEDEDA001,12,1,,,,,,,6
3,2009,SMITTRO002,4,1,,,,,,,6
3,2009,WEBBLAR001,14,1,,,,,,,6
3,2009,WILLDEM001,12,1,,,,,,,6
3,2008,STOVMAT001,16,,,41,41,27,33,,122
3,2008,MCCLLER001,16,11,,,,,,,66
3,2008,MCGAWIL001,13,7,,,,,,,42
3,2008,MASODER001,16,5,1,,,,,,32
3,2008,CLAYMAR002,16,4,,,,,,,24
3,2008,HEAPTOD001,16,3,,,,,,,18
3,2008,REEDEDA001,16,3,,,,,,,18
3,2008,FLACJOE001,16,2,,,,,,,12
3,2008,SUGGTER001,16,2,,,,,,,12
3,2008,WILCDAN001,13,2,,,,,,,12
3,2008,FIGUYAM001,12,1,,,,,,,6
3,2008,LEONJIM004,16,1,,,,,,,6
3,2008,WILLDEM001,7,1,,,,,,,6
3,2008,MCCLJAM001,16,,,,,,,2,4
3,2008,HAUSSTE001,8,,,,,1,2,,3
3,2007,STOVMAT001,16,,,26,26,27,32,,107
3,2007,MCGAWIL001,15,8,,,,,,,48
3,2007,MASODER001,16,5,,,,,,,30
3,2007,DARLDEV001,16,3,,,,,,,18
3,2007,FIGUYAM001,14,2,,,,,,,12
3,2007,SMITMUS001,16,2,,,,,,,12
3,2007,HEAPTOD001,6,1,,,,,,,6
3,2007,LEWIRAY001,14,1,,,,,,,6
3,2007,MCCLLER001,16,1,,,,,,,6
3,2007,REEDEDA001,16,1,,,,,,,6
3,2007,ROSSCOR001,6,1,,,,,,,6
3,2007,SMITTRO002,4,1,,,,,,,6
3,2007,SYPNQUI001,15,1,,,,,,,6
3,2007,WILCDAN001,5,1,,,,,,,6
3,2006,STOVMAT001,16,,,37,37,28,30,,121
3,2006,LEWIJAM001,16,9,,,,,,,54
3,2006,HEAPTOD001,16,6,,,,,,,36
3,2006,CLAYMAR002,16,5,,,,,,,30
3,2006,WILCDAN001,14,3,,,,,,,18
3,2006,MASODER001,16,2,,,,,,,12
3,2006,MCALCHR001,16,2,,,,,,,12
3,2006,MUGHOVI001,16,2,,,,,,,12
3,2006,WILLDEM001,16,2,,,,,,,12
3,2006,REEDEDA001,16,1,,,,,,1,8
3,2006,THOMADA001,16,1,,,,,,1,8
3,2006,ANDEMIK001,16,1,,,,,,,6
3,2006,LANDDAW001,16,1,,,,,,,6
3,2006,MCNASTE001,16,1,,,,,,,6
3,2006,MOORCLA001,10,1,,,,,,,6
3,2006,PRUDRON001,15,1,,,,,,,6
3,2005,STOVMAT001,16,,,23,23,30,34,,113
3,2005,HEAPTOD001,16,7,,,,,,,42
3,2005,LEWIJAM001,15,4,,,,,,,24
3,2005,CLAYMAR002,14,3,,,,,,,18
3,2005,MASODER001,16,3,,,,,,,18
3,2005,THOMADA001,16,3,,,,,,,18
3,2005,HYMERAN001,16,2,,,,,,,12
3,2005,BOLLKYL001,9,1,,,,,,,6
3,2005,TAYLCHE001,15,1,,,,,,,6
3,2005,WILCDAN001,13,1,,,,,,,6
3,2005,GREEJUS001,12,,1,,,,,,2
3,2004,STOVMAT001,16,,,30,30,29,32,,117
3,2004,LEWIJAM001,12,7,,,,,,,42
3,2004,MOORCLA001,15,4,1,,,,,,26
3,2004,HEAPTOD001,6,3,,,,,,,18
3,2004,SAMSBJA001,16,3,,,,,,,18
3,2004,HYMERAN001,14,2,,,,,,,12
3,2004,MCALCHR001,15,2,,,,,,,12
3,2004,REEDEDA001,16,2,,,,,,,12
3,2004,TAYLCHE001,16,2,,,,,,,12
3,2004,BOLLKYL001,16,1,,,,,,,6
3,2004,DINKDAR001,10,1,,,,,,,6
3,2004,JOHNJAR001,16,1,,,,,,,6
3,2004,JOHNKEV002,16,1,,,,,,,6
3,2004,JONETER003,15,1,,,,,,,6
3,2004,SANDDEI001,9,1,,,,,,,6
3,2004,WILCDAN001,16,1,,,,,,,6
3,2004,WILLCHA001,16,1,,,,,,,6
3,2003,STOVMAT001,16,,,35,35,33,38,,134
3,2003,LEWIJAM001,16,14,,,,,,,84
3,2003,ROBIMAR001,15,6,,,,,,,36
3,2003,HEAPTOD001,16,3,4,,,,,,26
3,2003,JONETER003,16,3,,,,,,,18
3,2003,REEDEDA001,16,3,,,,,,,18
3,2003,TAYLTRA001,16,3,,,,,,,18
3,2003,SMITMUS001,11,2,,,,,,,12
3,2003,TAYLCHE001,16,2,,,,,,,12
3,2003,LEWIRAY001,16,1,,,,,,,6
3,2003,MCALCHR001,15,1,,,,,,,6
3,2003,OGDEJON001,16,1,,,,,,,6
3,2003,RICAALA001,16,1,,,,,,,6
3,2003,WILLCHA001,16,1,,,,,,,6
3,2003,RICHWAD001,15,,,,,1,2,,3
3,2002,STOVMAT001,15,,,33,33,21,25,,96
3,2002,LEWIJAM001,16,7,,,,,,,42
3,2002,HEAPTOD001,16,6,1,,,,,,38
3,2002,TAYLTRA001,16,6,,,,,,,36
3,2002,RICAALA001,16,3,,,,,,,18
3,2002,TAYLCHE001,15,2,1,,,,,,14
3,2002,JOHNRON004,16,2,,,,,,,12
3,2002,STOKBRA001,8,2,,,,,,,12
3,2002,BLAKJEF001,11,1,,,,,,,6
3,2002,BRIGLAM001,12,1,,,,,,,6
3,2002,JONEJOH001,15,1,,,,,,,6
3,2002,JONETER003,14,1,,,,,,,6
3,2002,MCALCHR001,13,1,,,,,,,6
3,2002,REEDEDA001,16,1,,,,,,,6
3,2002,THOMADA001,16,1,,,,,,,6
3,2002,WILLCHA001,16,1,,,,,,,6
3,2001,STOVMAT001,16,,,25,25,30,35,,115
3,2001,ISMAQAD001,16,7,1,,,,,,44
3,2001,BROOJAS001,12,5,,,,,,,30
3,2001,ALLETER001,11,3,,,,,,,18
3,2001,TAYLTRA001,16,3,,,,,,,18
3,2001,AYANOBA001,16,2,,,,,,,12
3,2001,SHARSHA001,16,2,,,,,,,12
3,2001,STOKBRA001,16,2,,,,,,,12
3,2001,CUNNRAN001,6,1,,,,,,,6
3,2001,GASHSAM001,16,1,,,,,,,6
3,2001,GRBAELV001,14,1,,,,,,,6
3,2001,HEAPTOD001,12,1,,,,,,,6
3,2001,JOHNPAT002,4,1,,,,,,,6
3,2001,SHARJAM001,16,1,,,,,,,6
3,2001,WOODROD001,16,1,,,,,,,6
3,2000,STOVMAT001,16,,,30,30,35,39,,135
3,2000,LEWIJAM001,16,6,1,,,,,,38
3,2000,ISMAQAD001,15,5,,,,,,,30
3,2000,SHARSHA001,16,5,,,,,,,30
3,2000,LEWIJER001,15,3,,,,,,,18
3,2000,TAYLTRA001,9,3,,,,,,,18
3,2000,AYANOBA001,8,2,,,,,,,12
3,2000,HOLMPRI001,16,2,,,,,,,12
3,2000,JOHNPAT002,12,2,,,,,,,12
3,2000,STOKBRA001,7,2,,,,,,,12
3,2000,GASHSAM001,15,1,,,,,,,6
3,2000,MCALCHR001,16,1,,,,,,,6
3,2000,COATBEN001,16,,1,,,,,,2
3,2000,MCCRMIC001,16,,,,,,,1,2
3,1999,STOVMAT001,16,,,32,32,28,33,,116
3,1999,RHETERR001,16,7,,,,,,,42
3,1999,ISMAQAD001,16,6,,,,,,,36
3,1999,ARMOJUS001,15,4,,,,,,,24
3,1999,CASESTO001,10,3,,,,,,,18
3,1999,JOHNPAT002,10,3,,,,,,,18
3,1999,HOLMPRI001,9,2,,,,,,,12
3,1999,LEWIJER001,15,2,,,,,,,12
3,1999,WOODROD001,16,2,,,,,,,12
3,1999,EVANCHA001,16,1,1,,,,,,8
3,1999,DELOGRE001,16,1,,,,,,,6
3,1999,HARRCOR001,16,1,,,,,,,6
3,1999,STARDUA001,16,1,,,,,,,6
3,1999,STOKBRA001,2,1,,,,,,,6
3,1999,LEWIRAY001,16,,,,,,,1,2
3,1998,STOVMAT001,16,,,24,24,21,28,,87
3,1998,LEWIJER001,13,8,,,,,,,48
3,1998,HOLMPRI001,16,7,,,,,,,42
3,1998,TURNFLO001,16,5,2,,,,,,34
3,1998,JOHNPAT002,13,2,,,,,,,12
3,1998,POTTROO001,16,2,,,,,,,12
3,1998,WOODROD001,16,2,,,,,,,12
3,1998,GREEERI001,12,1,,,,,,,6
3,1998,HARRCOR001,16,1,,,,,,,6
3,1998,ROEAJAM001,10,1,,,,,,,6
3,1998,BURNROB001,16,,,,,,,1,2
3,1997,STOVMAT001,16,,,32,32,26,34,,110
3,1997,ALEXDER001,15,9,,,,,,,54
3,1997,LEWIJER001,14,8,,,,,,,48
3,1997,GREEERI001,16,5,,,,,,,30
3,1997,JACKMIC002,16,4,1,,,,,,26
3,1997,MORRBAM001,11,4,,,,,,,24
3,1997,GRAHJAY001,13,2,,,,,,,12
3,1997,COTTKEN001,15,1,,,,,,,6
3,1997,KINCBRI001,16,1,,,,,,,6
3,1997,LANGANT001,16,1,,,,,,,6
3,1997,BYNEEAR001,16,,1,,,,,,2
3,1996,STOVMAT001,16,,,34,35,19,25,,91
3,1996,JACKMIC002,16,14,2,,,,,,88
3,1996,ALEXDER001,15,9,1,,,,,,56
3,1996,BYNEEAR001,16,5,,,,,,,30
3,1996,MORRBAM001,11,5,,,,,,,30
3,1996,TESTVIN001,16,2,1,,,,,,14
3,1996,TURNFLO001,11,2,,,,,,,12
3,1996,ARVIHER001,14,1,,,,,,,6
3,1996,CALDMIK001,9,1,,,,,,,6
3,1996,GREEERI001,6,1,,,,,,,6
3,1996,JONEJAM004,16,1,,,,,,,6
3,1996,KINCBRI001,16,1,,,,,,,6
3,1996,LEWIJER001,16,1,,,,,,,6
3,1996,OGDEJON001,16,1,,,,,,,6
3,1996,WILLCAL001,7,1,,,,,,,6
3,1996,GARDCAR001,13,,1,,,,,,2
4,2018,HAUSSTE001,16,,,25,26,22,28,,91
4,2018,ALLEJOS002,12,8,,,,,,,48
4,2018,JONEZAY001,16,7,1,,,,,,44
4,2018,FOSTROB001,13,3,,,,,,,18
4,2018,MCCOLES001,14,3,,,,,,,18
4,2018,CROOJAS001,15,2,,,,,,,12
4,2018,MCKEISA001,7,2,,,,,,,12
4,2018,BENJKEL001,12,1,,,,,,,6
4,2018,DAWKDIO001,16,1,,,,,,,6
4,2018,IVORCHR001,13,1,,,,,,,6
4,2018,PETENAT001,4,1,,,,,,,6
4,2017,HAUSSTE001,16,,,29,29,29,33,,116
4,2017,MCCOLES001,16,8,,,,,,,48
4,2017,TAYLTYR001,15,4,,,,,,,24
4,2017,HOLMAND001,14,3,,,,,,,18
4,2017,CLAYCHA001,13,2,,,,,,,12
4,2017,JONEZAY001,15,2,,,,,,,12
4,2017,OLEANIC001,15,2,,,,,,,12
4,2017,BENJKEL001,6,1,,,,,,,6
4,2017,MATTJOR001,10,1,,,,,,,6
4,2017,MILAMAT001,16,1,,,,,,,6
4,2017,POYEJOR001,15,1,,,,,,,6
4,2017,TATEBRA001,13,1,,,,,,,6
4,2017,THOMLOG001,12,1,,,,,,,6
4,2017,THOMDEO001,11,1,,,,,,,6
4,2017,TOLBMIK001,12,1,,,,,,,6
4,2017,WHITTRE001,16,1,,,,,,,6
4,2017,WILLKYL001,16,1,,,,,,,6
4,2016,CARPDAN001,16,,,40,45,19,25,,97
4,2016,MCCOLES001,15,14,1,,,,,,86
4,2016,GILLMIK001,15,9,,,,,,,54
4,2016,TAYLTYR001,15,6,1,,,,,,38
4,2016,CLAYCHA001,15,4,,,,,,,24
4,2016,HUNTJUS001,12,4,,,,,,,24
4,2016,GOODMAR001,15,3,,,,,,,18
4,2016,ROBENIC001,16,2,,,,,,,12
4,2016,WATKSAM001,8,2,,,,,,,12
4,2016,BUSHREG001,13,1,1,,,,,,8
4,2016,SALAGRE001,2,1,,,,,,,6
4,2016,WILLAAR001,7,1,,,,,,,6
4,2016,WILLJON002,10,1,,,,,,,6
4,2016,WOODROB004,13,1,,,,,,,6
4,2016,OLEANIC001,16,,1,,,,,,2
4,2015,CARPDAN001,16,,,34,40,23,27,,103
4,2015,WATKSAM001,13,9,,,,,,,54
4,2015,WILLKAR002,11,9,,,,,,,54
4,2015,MCCOLES001,12,5,1,,,,,,32
4,2015,TAYLTYR001,14,4,1,,,,,,26
4,2015,CLAYCHA001,13,3,,,,,,,18
4,2015,GILLMIK001,5,3,,,,,,,18
4,2015,WOODROB004,14,3,,,,,,,18
4,2015,HOGACHR001,16,2,,,,,,,12
4,2015,BROWPRE002,16,1,,,,,,,6
4,2015,DIXOANT001,16,1,,,,,,,6
4,2015,EASLMAR001,13,1,,,,,,,6
4,2015,GRAHCOR001,16,1,,,,,,,6
4,2015,HARVPER001,5,1,,,,,,,6
4,2015,MANUEJA001,7,1,,,,,,,6
4,2015,WILLDUK001,16,1,,,,,,,6
4,2014,CARPDAN001,16,,,31,32,34,38,,133
4,2014,WATKSAM001,16,6,,,,,,,36
4,2014,WOODROB004,16,5,1,,,,,,32
4,2014,HOGACHR001,16,4,,,,,,,24
4,2014,JACKFRE001,14,3,1,,,,,,20
4,2014,CHANSCO001,16,3,,,,,,,18
4,2014,DIXOANT001,16,2,,,,,,,12
4,2014,SPILCJA001,9,2,,,,,,,12
4,2014,GRAGCHR001,10,1,,,,,,,6
4,2014,HUGHJER001,16,1,,,,,,,6
4,2014,LAWSMAN001,16,1,,,,,,,6
4,2014,MANUEJA001,5,1,,,,,,,6
4,2014,ORTOKYL001,12,1,,,,,,,6
4,2014,SMITLEE001,14,1,,,,,,,6
4,2014,SUMMFRA001,10,1,,,,,,,6
4,2014,THIGMAR001,5,1,,,,,,,6
4,2014,WILLMIK008,9,1,,,,,,,6
4,2013,CARPDAN001,16,,,32,32,33,36,,131
4,2013,JACKFRE001,16,10,,,,,,,60
4,2013,JOHNSTE002,12,3,1,,,,,,20
4,2013,WOODROB004,14,3,1,,,,,,20
4,2013,GOODMAR001,12,3,,,,,,,18
4,2013,CHANSCO001,16,2,,,,,,,12
4,2013,GRAHTJA001,16,2,,,,,,,12
4,2013,MANUEJA001,10,2,,,,,,,12
4,2013,SEARDAN001,16,2,,,,,,,12
4,2013,SPILCJA001,15,2,,,,,,,12
4,2013,SUMMFRA001,15,2,,,,,,,12
4,2013,GRAGCHR001,9,1,,,,,,,6
4,2013,LEWITHA001,6,1,,,,,,,6
4,2013,ROBENIC001,16,1,,,,,,,6
4,2012,LINDRIA001,16,,,39,39,21,24,,102
4,2012,SPILCJA001,16,8,,,,,,,48
4,2012,CHANSCO001,15,6,,,,,,,36
4,2012,JOHNSTE002,16,6,,,,,,,36
4,2012,JACKFRE001,10,4,,,,,,,24
4,2012,JONEDON003,12,4,,,,,,,24
4,2012,SMITBRA002,15,4,,,,,,,24
4,2012,MCKELEO001,13,2,,,,,,,12
4,2012,SMITLEE001,16,2,,,,,,,12
4,2012,CHOITAS001,12,1,,,,,,,6
4,2012,FITZRYA001,16,1,,,,,,,6
4,2012,GRAHTJA001,15,1,,,,,,,6
4,2012,SCOTBRY001,16,1,,,,,,,6
4,2012,KELSCHR001,9,,,,,,,1,2
4,2011,LINDRIA001,8,,,25,25,13,15,,64
4,2011,RAYNDAV001,7,,,13,13,10,15,,43
4,2011,JOHNSTE002,16,7,,,,,,,42
4,2011,CHANSCO001,14,6,,,,,,,36
4,2011,JACKFRE001,10,6,,,,,,,36
4,2011,SPILCJA001,16,6,,,,,,,36
4,2011,NELSDAV002,16,5,,,,,,,30
4,2011,SCOTBRY001,16,1,,,,,,,12
4,2011,SMITBRA002,15,2,,,,,,,12
4,2011,BARNNIC001,16,1,,,,,,,6
4,2011,BYRDJAI001,16,1,,,,,,,6
4,2011,CHOITAS001,6,1,,,,,,,6
4,2011,FLORDRA001,16,1,,,,,,,6
4,2011,HAGADER001,4,1,,,,,,,6
4,2011,JOHNSPE001,16,1,,,,,,,6
4,2011,JONEDON003,8,1,,,,,,,6
4,2011,MCKELEO001,16,1,,,,,,,6
4,2011,ROOSNAA001,10,1,,,,,,,6
4,2011,COUTBRA001,1,,,3,3,,1,,3
4,2011,FITZRYA001,16,,1,,,,,,2
4,2011,SHEPKEL001,16,,,,,,,1,2
4,2010,LINDRIA001,16,,,31,32,16,21,,79
4,2010,JOHNSTE002,16,10,,,,,,,60
4,2010,JACKFRE001,16,7,,,,,,,42
4,2010,EVANLEE001,13,4,,,,,,,24
4,2010,NELSDAV002,15,3,,,,,,,18
4,2010,FLORDRA001,16,2,,,,,,,12
4,2010,PARRROS001,8,2,,,,,,,12
4,2010,SPILCJA001,14,2,,,,,,,12
4,2010,BYRDJAI001,16,1,,,,,,,6
4,2010,JONEDON003,15,1,,,,,,,6
4,2010,MARTDAV003,16,1,,,,,,,6
4,2010,MCINCOR001,16,1,,,,,,,6
4,2009,LINDRIA001,16,,,24,24,28,33,,108
4,2009,EVANLEE001,16,7,,,,,,,42
4,2009,OWENTER001,16,6,,,,,,,36
4,2009,JACKFRE001,16,4,,,,,,,24
4,2009,LYNCMAR001,13,2,,,,,,,12
4,2009,DENNRYA001,16,1,,,,,,,6
4,2009,FITZRYA001,10,1,,,,,,,6
4,2009,NELSSHA002,12,1,,,,,,,6
4,2009,REEDJOS001,14,1,,,,,,,6
4,2009,SCHOAAR001,16,1,,,,,,,6
4,2009,WHITDON001,10,1,,,,,,,6
4,2008,LINDRIA001,16,,,34,34,30,38,,124
4,2008,LYNCMAR001,15,9,,,,,,,54
4,2008,EVANLEE001,16,3,1,,,,,,20
4,2008,EDWATRE001,14,3,,,,,,,18
4,2008,JACKFRE001,16,3,,,,,,,18
4,2008,GREEJAB001,10,2,,,,,,,12
4,2008,HARDJAM001,14,2,,,,,,,12
4,2008,JOHNSTE002,11,2,,,,,,,12
4,2008,LOSMJPA001,5,2,,,,,,,12
4,2008,MCKELEO001,16,2,,,,,,,12
4,2008,PARRROS001,13,2,,,,,,,12
4,2008,DENNRYA001,16,1,,,,,,,6
4,2008,FINEDER001,10,1,,,,,,,6
