fid,season,playerid,g,pr,pryds,prtd,kr,kryds,krtd
29,1985,GUMAMIK001,8,,,,2,30,0
29,1985,SLATTON001,13,,,,1,18,0
29,1985,MILLSHA001,16,,,,1,10,0
29,1985,CROMNOL001,16,,,,1,3,0
29,1984,ELLAHEN001,16,30,403,2,2,24,0
29,1984,IRVILER001,16,9,83,0,2,33,0
29,1984,JOHNJOH004,9,1,3,0,,,
29,1984,HILLDRE001,16,,,,26,543,0
29,1984,REDDBAR001,14,,,,23,530,0
29,1984,PLEAMIK001,5,,,,2,48,0
29,1984,GUMAMIK001,16,,,,1,43,1
29,1984,CRUTDWA001,15,,,,1,20,0
29,1984,SULLIVO001,16,,,,1,3,0
29,1983,IRVILER001,15,25,212,0,1,22,0
29,1983,ELLAHEN001,12,16,217,1,15,314,0
29,1983,JOHNJOH004,16,14,109,0,,,
29,1983,REDDBAR001,15,,,,19,358,0
29,1983,ALEXROB001,15,,,,13,222,0
29,1983,GUMAMIK001,16,,,,2,30,0
29,1983,BARNDOU001,16,,,,1,0,0
29,1983,SIMMJEF001,3,,,,1,0,0
29,1982,IRVILER001,9,22,242,1,,,
29,1982,REDDBAR001,9,,,,22,502,0
29,1982,ALEXROB001,9,,,,8,139,0
29,1982,GUMAMIK001,9,,,,8,102,0
29,1982,SULLIVO001,9,,,,5,84,0
29,1982,HILLDRE001,9,,,,2,42,0
29,1981,IRVILER001,16,46,615,3,,,
29,1981,HILLDRE001,16,2,22,0,60,1170,0
29,1981,JOHNJOH004,16,1,39,0,,,
29,1981,SULLIVO001,16,,,,3,31,0
29,1981,MEISGRE001,9,,,,1,17,0
29,1981,THOMJEW001,15,,,,1,15,0
29,1981,GUMAMIK001,16,,,,1,10,0
29,1981,PENAJAI001,16,,,,1,1,0
29,1981,PANKIRV001,13,,,,1,0,0
29,1980,IRVILER001,16,42,296,0,1,5,0
29,1980,WADDBIL001,15,2,10,0,,,
29,1980,GUMAMIK001,16,2,6,0,2,25,0
29,1980,JOHNJOH004,16,1,3,0,,,
29,1980,HILLDRE001,16,,,,43,880,1
29,1980,SULLIVO001,16,,,,4,36,0
29,1980,THOMJEW001,16,,,,2,21,0
29,1980,THOMPAT001,14,,,,1,12,0
29,1979,BROWEDD001,16,56,332,0,5,103,0
29,1979,HILLDRE001,16,1,0,0,40,803,0
29,1979,JUSTSID001,13,1,-2,0,,,
29,1979,HILLEDD001,16,,,,15,305,0
29,1979,PEACELV001,11,,,,3,46,0
29,1979,JODAJIM001,7,,,,2,19,0
29,1979,TYLEWEN001,16,,,,1,16,0
29,1978,WALLJAC001,14,52,618,0,,,
29,1978,WADDBIL001,11,10,45,0,,,
29,1978,BRYACUL001,16,3,27,0,,,
29,1978,BROWEDD001,1,1,13,0,,,
29,1978,CROMNOL001,16,1,8,0,,,
29,1978,LATIJER001,14,,,,22,467,0
29,1978,JODAJIM001,16,,,,22,447,0
29,1978,PHILROD001,15,,,,3,52,0
29,1978,MARSLAR001,3,,,,2,50,0
29,1978,TYLEWEN001,2,,,,2,31,0
29,1978,SMITDOU001,16,,,,1,8,0
29,1977,WADDBIL001,14,31,219,0,,,
29,1977,BRYACUL001,14,20,141,0,2,35,0
29,1977,TYLEWEN001,14,,,,24,523,0
29,1977,JODAJIM001,14,,,,5,129,0
29,1977,PHILROD001,14,,,,1,10,0
29,1977,EKERCAR001,14,,,,1,8,0
29,1976,BRYACUL001,14,29,321,0,16,459,1
29,1976,BERTJIM001,14,10,55,0,,,
29,1976,SCRIROB001,14,8,54,0,3,54,0
29,1976,SCALDWI001,14,4,46,0,7,136,0
29,1976,JOHNFRE001,2,1,0,0,2,56,0
29,1976,GERETOM001,10,,,,9,181,0
29,1976,THOMPAT001,14,,,,7,140,0
29,1976,NELSTER001,14,,,,0,1,0
29,1975,SCRIROB001,14,26,205,0,1,24,0
29,1975,ELMEDAV001,14,15,125,0,,,
29,1975,BERTJIM001,13,11,143,0,1,17,0
29,1975,BRYACUL001,14,2,47,0,12,280,0
29,1975,SIMPBIL001,14,1,-3,0,,,
29,1975,MCGEWIL001,14,,,,17,404,0
29,1975,CAPPJOH001,13,,,,3,39,0
29,1974,BRYACUL001,14,17,171,0,23,617,1
29,1974,ELMEDAV001,14,17,134,0,,,
29,1974,BERTJIM001,13,11,132,0,,,
29,1974,SCRIROB001,11,8,70,0,1,0,0
29,1974,MCGEWIL001,14,,,,12,288,0
29,1974,CAPPJOH001,14,,,,2,17,0
29,1974,CURRPAT001,13,,,,1,16,0
29,1974,YOUNJIM003,14,,,,1,0,0
29,1973,BERTJIM001,14,26,259,0,1,15,0
29,1973,ELMEDAV001,14,22,187,0,2,23,0
29,1973,SCRIROB001,10,3,32,0,11,314,0
29,1973,BRYACUL001,13,,,,13,369,1
29,1973,GORDDIC001,5,,,,3,68,0
29,1973,CLARALA001,14,,,,2,80,0
29,1973,CURRPAT001,14,,,,1,24,0
29,1973,SMITLAR001,14,,,,1,16,0
29,1973,MCCULAW001,12,,,,1,6,0
29,1973,KLEIBOB001,14,,,,1,0,0
29,1972,BERTJIM001,14,16,232,0,4,88,0
29,1972,LOVEJOH001,5,10,39,0,8,167,0
29,1972,GORDDIC001,4,4,20,0,4,141,0
29,1972,ELMEDAV001,14,3,56,0,,,
29,1972,ELLIWIL001,13,,,,14,345,0
29,1972,THOMBOB001,14,,,,8,212,0
29,1972,WILLROG001,14,,,,6,141,0
29,1972,CURRPAT001,10,,,,4,37,0
29,1972,CLARALA001,14,,,,3,59,0
29,1972,PERGJOH001,12,,,,3,46,0
29,1972,HOWAGEN001,13,,,,2,51,0
29,1971,HAYMALV001,10,24,123,0,9,207,0
29,1971,RENTLAN001,14,9,40,0,,,
29,1971,ALEXKER001,14,1,5,0,,,
29,1971,WILLTRA003,14,1,4,0,25,743,1
29,1971,HOWAGEN001,14,,,,7,164,0
29,1971,WILLROG001,4,,,,4,100,0
29,1971,CURRPAT001,14,,,,3,35,0
29,1971,YOUNJAC001,14,,,,2,36,0
29,1971,LAHOMIK001,9,,,,1,25,0
29,1971,THOMBOB001,6,,,,1,12,0
29,1971,JOSELES001,14,,,,1,0,0
29,1971,SAULRIC001,14,,,,1,0,0
29,1970,HAYMALV001,14,53,376,0,35,1022,1
29,1970,ALEXKER001,14,7,38,0,7,126,0
29,1970,NETTJIM001,14,2,4,0,,,
29,1970,CURRPAT001,14,,,,3,51,0
29,1970,ELLIWIL001,14,,,,1,20,0
29,1970,JOHNMIT001,14,,,,1,17,0
29,1969,HAYMALV001,14,33,435,0,16,375,0
29,1969,SMITRON002,14,23,122,0,27,585,0
29,1969,PERGJOH001,14,1,0,0,,,
29,1969,MEADEDD001,14,1,-1,0,,,
29,1969,LANGIZZ001,12,,,,4,70,0
29,1969,ELLIWIL001,14,,,,2,38,0
29,1969,CURRPAT001,1,,,,2,28,0
29,1969,BURMGEO001,14,,,,1,11,0
29,1969,KLEIBOB001,14,,,,1,0,0
29,1968,SMITRON002,14,27,171,0,26,718,1
29,1968,MEADEDD001,14,17,136,0,1,20,0
29,1968,ELLIWIL001,14,,,,12,268,0
29,1968,DENNMIK002,14,,,,2,2,0
29,1968,PIVEDAV001,14,,,,2,0,0
29,1968,WILLCLA001,14,,,,1,16,0
29,1968,EZERVIL001,14,,,,1,0,0
29,1967,MEADEDD001,14,21,131,0,,,
29,1967,CROSIRV001,14,17,136,0,4,134,0
29,1967,TUCKWEN001,7,6,40,0,11,242,0
29,1967,STIGJIM001,5,4,9,0,,,
29,1967,WINSKEL003,9,1,12,0,3,65,0
29,1967,CRABCLA001,14,1,0,0,,,
29,1967,ELLIWIL001,14,,,,13,340,0
29,1967,WILLCLA001,14,,,,7,161,0
29,1967,JOSELES001,14,,,,5,91,0
29,1966,STIGJIM001,14,33,259,0,7,150,0
29,1966,CROSIRV001,14,12,82,0,12,348,0
29,1966,WILLCLA001,14,,,,15,420,0
29,1966,DYERHEN001,8,,,,5,61,0
29,1966,CURRDAN001,14,,,,1,25,0
29,1966,MCKEMAR001,11,,,,1,8,0
29,1966,LAMSCHU001,14,,,,1,3,0
29,1965,STIGJIM001,6,13,106,0,,,
29,1965,BROWWIL003,14,9,63,0,24,615,0
29,1965,SMITBOB005,7,9,56,0,17,457,0
29,1965,BASSDIC001,12,1,0,0,,,
29,1965,WILLCLA001,12,,,,9,213,0
29,1965,WILSBEN001,14,,,,3,66,0
29,1964,SHANCAR001,12,15,81,0,18,442,0
29,1964,SMITBOB005,14,12,68,0,20,489,0
29,1964,BROWWIL003,9,4,23,0,6,122,0
29,1964,MEADEDD001,14,2,9,0,6,148,0
29,1964,BASSDIC001,9,1,0,0,1,25,0
29,1964,MARTAAR001,14,,,,2,18,0
29,1964,LARSGAR001,14,,,,2,14,0
29,1964,HARRMAR005,14,,,,1,0,0
29,1963,SHANCAR001,14,15,132,0,28,823,1
29,1963,ATKIPER001,14,12,36,0,19,429,0
29,1963,SMITBOB005,14,2,20,0,,,
29,1963,BASSDIC001,12,1,11,0,,,
29,1963,ARNEJON001,9,1,7,0,12,279,0
29,1963,WHITNAT001,7,,,,3,80,0
29,1963,MCKEMAR001,13,,,,2,8,0
29,1963,COWACHA001,14,,,,2,0,0
29,1963,WILSBEN001,13,,,,1,17,0
29,1963,PERKART001,13,,,,1,15,0
29,1963,HALLALV001,3,,,,1,0,0
29,1963,OLSEMER001,14,,,,1,0,0
29,1962,ATKIPER001,14,11,94,0,28,676,0
29,1962,BASSDIC001,14,6,81,0,19,446,0
29,1962,ARNEJON001,10,5,49,0,2,87,0
29,1962,HALLALV001,14,4,21,0,8,178,0
29,1962,SMITBOB005,14,1,7,0,2,60,0
29,1962,JONEDEA001,14,,,,1,0,0
29,1961,ARNEJON001,14,10,75,0,25,653,1
29,1961,BASSDIC001,14,4,109,1,23,698,0
29,1961,ATKIPER001,14,,,,4,77,0
29,1961,VARRFRA001,14,,,,3,23,0
29,1961,JONEDEA001,14,,,,1,12,0
29,1960,BASSDIC001,12,11,62,0,11,246,0
29,1960,ARNEJON001,12,10,60,0,17,416,0
29,1960,LOVEJOH002,12,1,6,1,,,
29,1960,SHERWIL001,10,1,1,0,,,
29,1960,MATSOLL001,12,1,0,0,9,216,0
29,1960,MEADEDD001,12,1,0,0,,,
29,1960,WILSTOM001,11,,,,2,48,0
29,1960,MICHLOU001,11,,,,1,15,0
29,1959,ARNEJON001,12,17,184,1,14,320,0
29,1959,MATSOLL001,12,14,61,0,16,367,0
29,1959,THOMCLE001,10,3,6,0,3,95,0
29,1959,BURRDON001,10,1,0,0,,,
29,1959,MEADEDD001,12,1,0,0,,,
29,1959,WILSTOM001,12,,,,7,243,0
29,1959,WILKROY001,12,,,,2,29,0
29,1959,DICKPAU001,10,,,,1,0,0
29,1958,ARNEJON001,12,18,223,0,16,331,0
29,1958,WALLRON001,10,13,7,0,7,120,0
29,1958,MORRJAC001,12,8,9,0,2,37,0
29,1958,SHERWIL001,11,1,0,0,,,
29,1958,WILKROY001,12,1,0,0,,,
29,1958,WILSTOM001,12,,,,16,324,0
29,1958,FRYABOB001,12,,,,2,23,0
29,1957,WALLRON001,11,16,33,0,13,289,0
29,1957,ARNEJON001,12,14,85,0,18,504,1
29,1957,TAYLCOR002,2,3,41,0,1,35,0
29,1957,WILSTOM001,11,1,28,0,11,290,0
29,1957,BURRDON001,12,1,11,0,,,
29,1957,SHERWIL001,10,1,0,0,,,
29,1957,PARDJAC001,12,,,,3,21,0
29,1957,PUTNDUA001,12,,,,2,11,0
29,1957,LUNDLAM001,12,,,,1,0,0
29,1956,WALLRON001,9,14,65,0,11,276,0
29,1956,SHERWIL001,12,12,100,1,,,
29,1956,WHITJES001,12,10,21,0,4,85,0
29,1956,QUINSKE001,2,4,41,0,3,37,0
29,1956,WILSTOM001,12,2,0,0,15,477,1
29,1956,MYERBRA001,5,1,26,0,3,57,0
29,1956,BOYDBOB001,12,,,,4,62,0
29,1956,TOOGCHA001,7,,,,1,13,0
29,1956,RICHLES001,12,,,,1,4,0
29,1956,PANFKEN001,6,,,,1,0,0
29,1956,PUTNDUA001,12,,,,1,0,0
29,1955,LEWIWOO001,12,29,105,0,20,450,0
29,1955,WALLRON001,12,14,60,0,17,461,0
29,1955,QUINSKE001,6,1,55,1,,,
29,1955,ELLEJAC001,12,0,9,0,,,
29,1955,MCCOTOM001,6,,,,2,42,0
29,1955,LIPSGEN001,12,,,,2,32,0
29,1955,HAUSART001,12,,,,2,17,0
29,1955,TOOGCHA001,12,,,,1,11,0
29,1954,LEWIWOO001,12,22,82,0,34,836,1
29,1954,MCCOTOM001,9,7,8,0,3,49,0
29,1954,SHERWIL001,12,6,89,0,6,130,0
29,1954,DWYEJAC001,11,6,18,0,3,65,0
29,1954,QUINSKE001,11,1,4,0,4,69,0
29,1954,DOLLDON001,12,1,0,0,,,
29,1954,HUGHEDA001,11,1,0,0,,,
29,1954,DAHMTOM001,12,,,,2,23,0
29,1954,PUTNDUA001,11,,,,1,13,0
29,1954,TOOGCHA001,12,,,,1,11,0
29,1954,LIPSGEN001,11,,,,1,6,0
29,1954,ROBUAND001,12,,,,1,0,0
29,1953,LEWIWOO001,12,35,267,1,32,830,0
29,1953,SMITVIT001,11,12,30,0,2,44,0
29,1953,BOYDBOB001,12,5,26,0,3,42,0
29,1953,MCCOTOM001,11,2,2,0,5,134,0
29,1953,MYERBRA001,12,1,1,0,,,
29,1953,QUINSKE001,12,,,,2,38,0
29,1953,YOUNTAN001,12,,,,1,24,0
29,1953,TOOGCHA001,12,,,,1,19,0
29,1953,MCFABUD001,7,,,,1,5,0
29,1953,THOMHAR001,8,,,,1,0,0
29,1952,LEWIWOO001,12,19,351,2,16,345,0
29,1952,QUINSKE001,12,14,167,0,18,455,0
29,1952,SMITVIT001,12,2,0,0,5,158,0
29,1952,WILLJER003,12,1,9,0,,,
29,1952,TOWLDAN001,12,1,0,0,1,9,0
29,1952,RICHHER001,11,1,0,0,,,
29,1951,DAVIGLE001,11,15,85,0,9,179,0
29,1951,SMITVIT001,12,12,139,0,15,274,0
29,1951,KALMTOM001,12,5,86,1,6,120,0
29,1951,WILLJER003,10,4,22,0,6,133,0
29,1951,LEWIWOO001,12,1,12,0,4,67,0
29,1951,HOERDIC001,12,,,,1,22,0
29,1951,SIMEDON001,12,,,,1,13,0
29,1951,TOWLDAN001,12,,,,1,10,0
29,1951,COLLBOB002,11,,,,1,8,0
29,1950,SMITVIT001,12,22,218,0,22,742,3
29,1950,KALMTOM001,10,13,116,0,13,358,0
29,1950,WILLJER003,12,6,35,0,,,
29,1950,DAVIGLE001,12,3,24,0,8,167,0
29,1950,LEWIWOO001,12,1,0,0,2,47,0
29,1950,TOWLDAN001,12,,,,5,47,0
29,1950,VASIVIC001,12,,,,2,30,0
29,1950,FINLJAC001,10,,,,2,14,0
29,1950,PASQRAL001,9,,,,1,14,0
29,1950,STEPDAV001,12,,,,1,5,0
29,1949,SMITVIT001,12,27,427,1,13,235,0
29,1949,KALMTOM001,12,14,164,1,18,403,0
29,1949,WILLJER003,12,2,33,0,,,
29,1949,PAULDON001,12,,,,2,32,0
29,1949,COWHGER001,11,,,,2,20,0
29,1949,DEANHAL001,12,,,,1,0,0
29,1949,ZILLJAC001,12,,,,1,0,0
29,1948,GEHRFRE001,12,19,217,0,17,464,1
29,1948,HORVLES001,12,13,203,0,2,31,0
29,1948,CORNJOE001,9,4,49,0,5,112,0
29,1948,BANTJAC001,12,1,14,0,6,119,0
29,1948,WASHKEN001,10,1,12,0,2,54,0
29,1948,SMITBRU001,8,1,10,0,,,
29,1948,HOERDIC001,12,1,6,0,2,35,0
29,1948,COWHGER001,12,1,3,0,1,3,0
29,1948,MAGNDAN001,8,,,,3,49,0
29,1948,HOFFBOB001,11,,,,2,19,0
29,1948,BOULGIL001,12,,,,1,8,0
29,1948,SPARALA001,12,,,,1,0,0
29,1947,HARMTOM001,12,27,392,1,9,208,0
29,1947,GEHRFRE001,11,4,112,1,2,29,0
29,1947,HORVLES001,10,4,29,0,3,58,0
29,1947,WASHKEN001,11,3,44,0,2,52,0
29,1947,BANTJAC001,12,2,19,0,2,50,0
29,1947,BAGASTE001,2,2,18,0,1,11,0
29,1947,BOULGIL001,12,1,24,0,,,
29,1947,WATEBOB001,12,1,2,0,,,
29,1947,MAGNDAN001,12,,,,6,186,0
29,1947,BLEEMEL001,11,,,,3,50,0
29,1947,COWHGER001,8,,,,2,29,0
29,1947,WESTPAT001,12,,,,1,21,0
29,1947,HOFFBOB001,10,,,,1,12,0
29,1947,HAMIRAY001,12,,,,1,10,0
29,1947,ZILLJAC001,12,,,,1,10,0
29,1947,LAZEMIK001,11,,,,1,1,0
29,1946,GEHRFRE001,10,8,59,0,8,186,0
29,1946,WILSJAC001,9,5,99,0,6,145,0
29,1946,HARMTOM001,10,5,57,0,6,134,0
29,1946,FARMTOM001,8,4,40,0,4,129,0
29,1946,BANTJAC001,10,2,26,0,8,142,0
29,1946,WATEBOB001,11,1,12,0,,,
29,1946,RUTHRAL001,6,1,2,0,,,
29,1946,WESTPAT001,10,,,,4,49,0
29,1946,WASHKEN001,6,,,,2,39,0
29,1946,SHAWBOB001,10,,,,1,52,1
29,1946,SUCISTE001,4,,,,1,20,0
29,1946,HOLOMIK001,11,,,,1,18,0
29,1946,HICKRED001,8,,,,1,14,0
29,1946,STROWOO001,10,,,,1,6,0
29,1945,GEHRFRE001,10,8,120,0,9,173,0
29,1945,REISALB001,10,8,78,0,,,
29,1945,GILLJIM001,10,7,53,0,4,66,0
29,1945,RUTHRAL001,6,3,47,0,,,
29,1945,WATEBOB001,10,2,34,0,,,
29,1945,COLETOM001,10,1,10,0,3,79,0
29,1945,JACOJAC002,2,1,6,0,,,
29,1945,MATHRIL001,10,1,5,0,,,
29,1945,GREEDON004,9,,,,5,106,0
29,1945,BENTJIM001,9,,,,3,16,0
29,1945,KOCHGEO001,5,,,,1,7,0
29,1945,SHAWBOB001,5,,,,1,1,0
29,1944,KABEMIK001,10,7,64,0,4,126,0
29,1944,JONEHAR003,10,6,66,0,1,33,0
29,1944,REISALB001,10,5,68,0,12,285,0
29,1944,COLETOM001,10,4,65,0,10,241,0
29,1944,ZONTLOU001,10,4,47,0,3,66,0
29,1944,GILLJIM001,7,1,16,0,4,115,0
29,1944,WESTWAL001,9,1,0,0,1,15,0
29,1944,BENTJIM001,10,,,,2,4,0
29,1944,FAWCJAK001,10,,,,2,2,0
29,1944,OLSENOR001,10,,,,1,19,0
29,1944,PETCJOH001,10,,,,1,17,0
29,1942,HALLPAR001,10,12,148,0,10,155,0
29,1942,JACOJAC002,8,8,63,0,4,83,0
29,1942,SMITGAY001,11,6,62,0,6,109,0
29,1942,MAGNDAN001,11,2,27,0,11,250,0
29,1942,BOONJAC001,2,1,5,0,,,
29,1942,MORRGEO001,9,1,2,0,1,15,0
29,1942,ELSTDUT001,11,,,,2,46,0
29,1942,PETCJOH001,7,,,,2,26,0
29,1942,LAZEBIL001,9,,,,1,27,0
29,1942,PRITBOS001,1,,,,1,24,0
29,1942,PLUNWAR001,10,,,,1,4,0
29,1941,HALLPAR001,10,13,125,0,7,131,0
29,1941,MAGNDAN001,9,5,54,0,8,241,1
29,1941,MORRGEO001,10,5,33,0,8,118,0
29,1941,SLOVMAR001,8,4,30,0,6,126,0
29,1941,GOODOWE001,9,2,27,0,5,103,0
29,1941,DUNSELW001,11,1,35,1,,,
29,1941,SMITGAY001,4,1,33,0,,,
29,1941,DAVICOR001,8,1,6,0,,,
29,1941,DRAKJOH001,11,,,,4,64,0
29,1941,JANILEN001,10,,,,2,27,0
29,1941,MCDOPAU002,11,,,,1,9,0
30,2018,WILSBOB003,5,,,,10,284,0
30,2018,OGUNDAR001,2,,,,7,137,0
30,2018,WILSSHA001,5,,,,7,122,0
30,2018,RODGJAC001,16,,,,3,52,0
30,2018,AUCLANT001,16,,,,2,19,0
30,2018,HUMPADA001,16,21,139,0,2,17,0
30,2018,JACKDES001,12,5,24,0,,,
30,2017,RODGJAC001,16,,,,11,255,0
30,2017,SIMSCHA001,16,,,,2,32,0
30,2017,REEDBER001,9,14,143,0,7,145,0
30,2017,HUMPADA001,16,6,49,0,,,
30,2016,HUMPADA001,15,24,237,0,4,47,0
30,2016,HARGVER001,16,5,29,0,,,
30,2016,SMITRYA001,14,,,,10,169,0
30,2016,HUFFJOS001,3,,,,6,72,0
30,2016,SHORCEC001,9,,,,1,19,0
30,2015,RAINBOB001,16,29,291,0,19,469,0
30,2015,DYEADON001,10,,,,2,37,0
30,2014,PATTSOL001,7,10,112,0,18,416,0
30,2014,RAINBOB001,15,7,55,0,6,158,0
30,2014,THIGMAR001,4,4,65,0,6,120,0
30,2014,HOLLTRI001,1,2,17,0,2,45,0
30,2014,OWUSCHR001,3,,,,1,45,0
30,2014,JOHNLEO003,16,,,,1,18,0
30,2014,LANEJOR001,9,,,,1,9,0
30,2014,LEMOORI001,10,,,,1,8,0
30,2013,PAGEERI001,16,23,251,0,22,548,0
30,2013,DAWSSKY001,7,1,17,0,3,67,0
30,2013,DEMPJEF001,2,,,,4,93,0
30,2013,MARTDOU002,6,,,,1,40,0
30,2013,OGLEKEV001,4,,,,1,25,0
30,2013,LARSSPE001,13,,,,1,17,0
30,2013,RAINBOB001,9,,,,1,15,0
30,2013,LORIERI001,15,,,,1,6,0
30,2012,PARRROS001,13,30,298,0,4,86,0
30,2012,STROSAM001,2,3,16,0,,,
30,2012,SHIPJOR001,1,3,10,0,,,
30,2012,BENNARR001,8,,,,13,306,0
30,2012,LEWILEQ001,5,,,,5,106,0
30,2012,SMITMIC002,1,,,,3,55,0
30,2012,UNDETIQ001,14,,,,2,47,0
30,2012,WAREDAN001,16,,,,2,25,0
30,2012,BLACAHM001,16,,,,1,3,0
30,2012,JACKVIN001,16,,,,1,2,0
30,2011,PARKPRE001,16,23,210,0,20,439,0
30,2011,SPURMIC001,12,6,21,0,2,33,0
30,2011,STROSAM001,6,,,,20,540,0
30,2011,BRISDEZ001,16,,,,1,12,0
30,2011,CROWTIM001,10,,,,1,0,0
30,2011,MADUMOS001,9,,,,1,0,0
30,2011,PIANZAC001,13,,,,1,0,0
30,2010,SPURMIC001,16,28,193,0,44,1129,1
30,2010,STROSAM001,12,1,0,0,3,79,0
30,2010,MACKELB001,12,1,0,0,,,
30,2010,PARKPRE001,9,,,,10,178,0
30,2009,SMITCLI002,11,23,232,0,31,902,0
30,2009,STROSAM001,13,12,119,0,11,324,1
30,2009,SPURMIC001,2,3,90,1,8,170,0
30,2009,FIGUYAM001,3,2,21,0,5,105,0
30,2009,HUGGKAR001,3,,,,2,52,0
30,2009,GRAHEAR001,13,,,,2,38,0
30,2009,STOVMAU001,15,,,,1,20,0
30,2009,CROWTIM001,15,,,,1,11,0
30,2009,HAYWADA001,15,,,,1,8,0
30,2008,SMITCLI002,9,23,324,1,36,992,1
30,2008,JACKDEX002,7,20,97,0,14,327,0
30,2008,HILLIKE001,16,3,19,0,,,
30,2008,TALIAQI001,15,1,0,0,,,
30,2008,CLAYMIC001,15,,,,3,69,0
30,2008,CLARBRI002,9,,,,3,54,0
30,2008,SMITALE001,14,,,,2,17,0
30,2008,STOVMAU001,5,,,,1,15,0
30,2008,GILMJOH001,16,,,,1,12,0
30,2007,BUCHPHI001,16,16,55,0,2,15,0
30,2007,HILLIKE001,15,15,92,0,1,3,0
30,2007,JONEMAR003,6,12,143,0,10,286,0
30,2007,SPURMIC001,7,4,30,0,16,444,1
30,2007,GALLJOE001,15,3,14,0,,,
30,2007,CLAYMIC001,14,,,,8,172,0
30,2007,GRAHEAR001,15,,,,4,90,0
30,2007,COXATOR001,4,,,,2,41,0
30,2007,LUCACHA001,2,,,,2,35,0
30,2007,DARBKEN001,1,,,,2,11,0
30,2007,STOVMAU001,15,,,,1,22,0
30,2006,HILLIKE001,16,24,163,0,,,
30,2006,JONEMAR003,7,20,155,0,1,29,0
30,2006,BUCHPHI001,10,6,16,0,,,
30,2006,BARBRON001,16,2,7,0,,,
30,2006,GALLJOE001,16,2,3,0,,,
30,2006,COXATOR001,16,0,9,0,18,387,0
30,2006,PITTMIC001,16,,,,39,867,0
30,2006,GRAHEAR001,16,,,,1,13,0
30,2006,SOWEJER001,11,,,,1,11,0
30,2006,ADAMBLU001,16,,,,1,0,0
30,2005,JONEMAR003,16,51,492,0,5,95,0
30,2005,COXATOR001,15,,,,24,464,0
30,2005,SHEPEDE001,16,,,,20,414,0
30,2005,GRAHEAR001,16,,,,4,74,0
30,2005,PITTMIC001,16,,,,3,85,0
30,2005,SMITALE001,16,,,,1,12,0
30,2005,ALSTMIK001,16,,,,1,2,0
30,2005,BRADJON001,13,,,,1,2,0
30,2004,GALLJOE001,10,20,142,1,,,
30,2004,BROWTIM001,15,6,48,0,,,
30,2004,SCHRBIL002,7,6,21,0,2,29,0
30,2004,CLAYMIC001,16,1,2,0,,,
30,2004,COXATOR001,10,,,,33,866,0
30,2004,MURPFRA001,3,,,,8,208,0
30,2004,SMARIAN001,4,,,,8,167,0
30,2004,WHITJAM001,7,,,,4,99,0
30,2004,GRAHEAR001,9,,,,3,52,0
30,2004,COMEGRE001,7,,,,1,20,0
30,2004,WHITDEW001,16,,,,1,9,0
30,2003,WILLKAR001,13,15,110,0,1,15,0
30,2003,BARLREG001,11,12,58,0,10,221,0
30,2003,WANSTIM001,12,8,74,0,,,
30,2003,STECAAR001,16,,,,25,520,0
30,2003,JONETHO001,16,,,,17,271,0
30,2003,YODETOD001,16,,,,1,8,0
30,2003,WHITDEW001,12,,,,1,7,0
30,2002,WILLKAR001,16,43,410,1,3,49,0
30,2002,JACKDEX001,16,1,20,0,,,
30,2002,STECAAR001,16,,,,37,934,0
30,2002,SMITDWI001,16,,,,4,93,0
30,2002,YODETOD001,16,,,,1,9,0
30,2001,WILLKAR001,15,35,366,1,2,35,0
30,2001,ANTHREI001,13,3,12,0,,,
30,2001,JACKDEX001,15,0,18,0,,,
30,2001,MURPFRA001,11,,,,20,445,0
30,2001,SMITDWI001,15,,,,16,355,0
30,2001,STECAAR001,13,,,,9,259,0
30,2001,ABDURAB001,16,,,,5,92,0
30,2001,WASHTOD001,15,,,,1,22,0
30,2001,WHITSTE001,16,,,,1,0,0
30,2000,WILLKAR001,13,31,286,1,19,453,0
30,2000,HASTAND001,3,5,50,0,,,
30,2000,GREEJAC002,16,2,1,0,1,11,0
30,2000,YODETOD001,9,1,0,0,,,
30,2000,STECAAR001,10,,,,29,663,0
30,2000,ANTHREI001,16,,,,3,88,0
30,2000,MURPFRA001,1,,,,2,24,0
30,2000,ABDURAB001,12,,,,1,16,0
30,1999,GREEJAC002,16,23,204,0,10,185,0
30,1999,WILLKAR001,13,20,153,0,1,15,0
30,1999,ANTHREI001,13,,,,21,434,0
30,1999,MURPYOA001,7,,,,14,307,0
30,1999,DUNNWAR001,15,,,,8,156,0
30,1999,ALSTMIK001,16,,,,1,19,0
30,1998,GREEJAC002,12,30,453,1,10,229,0
30,1998,WILLKAR001,13,10,83,0,,,
30,1998,BARBRON001,16,1,23,1,,,
30,1998,ANTHREI001,15,,,,46,1118,0
30,1998,DUNNWAR001,16,,,,1,25,0
30,1998,ELLIJER001,16,,,,1,19,0
30,1998,ALSTMIK001,16,,,,1,8,0
30,1997,WILLKAR001,16,46,597,1,15,277,0
30,1997,DUNNWAR001,16,5,48,0,6,129,0
30,1997,ANTHREI001,16,,,,25,592,0
30,1997,ELLIJER001,16,,,,2,61,0
30,1997,RHETERR001,11,,,,1,16,0
30,1997,ALSTMIK001,15,,,,1,0,0
30,1997,WHITSTE001,15,,,,1,0,0
30,1996,SILVNIL001,7,14,113,0,28,626,0
30,1996,WILLKAR001,16,13,274,1,14,383,0
30,1996,MARSMAR001,5,13,95,0,12,264,0
