fid,team,season,league,conference,division,playoff_app,wild_card,div_title,conf_title,league_title,sb_title,title_notes,w,l,t,points,yards,plays,fd,to,pen,penyds,fdpen,patt,pcmp,pyds,ptd,pint,fdp,ratt,rnet,rtd,fdr,int,iyds,itd,pr,pryds,prtd,kr,kryds,krtd,patm,pata,fgm,fga,pt,ptyds,opp_points,opp_yards,opp_plays,opp_fd,opp_to,opp_pen,opp_penyds,opp_fdpen,opp_patt,opp_pcmp,opp_pyds,opp_ptd,opp_pint,opp_fdp,opp_ratt,opp_rnet,opp_rtd,opp_fdr,opp_pr,opp_pryds,opp_prtd,opp_kr,opp_kryds,opp_krtd,opp_patm,opp_pata,opp_fgm,opp_fga,opp_pt,opp_ptyds
30,Tampa Bay Buccaneers,1986,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,14,0,239,4361,970,273,42,83,661,31,459,245,2498,13,25,142,455,1863,12,100,13,128,0,26,110,0,75,1302,0,26,27,17,24,78,3132,473,6333,1061,362,32,116,941,23,484,289,3685,23,13,177,558,2648,31,162,39,414,3,46,1009,1,56,58,21,30,59,2437
31,Houston Oilers,1986,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,274,5149,1089,299,43,121,1018,19,551,288,3449,14,31,179,490,1700,13,101,16,100,0,43,341,0,59,1139,0,28,29,22,27,89,3659,329,5034,1054,285,32,85,674,46,490,228,2999,25,16,137,532,2035,13,102,40,303,0,32,695,0,38,38,19,29,94,3713
32,Washington Redskins,1986,NFL,NFC,East,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,12,4,0,368,5601,1044,312,32,94,860,23,542,276,3869,22,22,177,474,1732,23,112,19,126,0,51,550,0,60,1175,0,38,45,18,32,75,3271,296,5297,1046,316,28,115,1026,32,532,302,3492,21,19,181,459,1805,14,103,36,220,0,50,1005,0,35,35,17,24,95,3923
1,St. Louis Cardinals,1987,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,8,0,362,5326,1045,325,27,101,797,21,529,305,3453,25,15,189,462,1873,15,115,14,167,1,44,550,1,63,1317,0,44,46,14,27,69,2663,368,5384,1023,306,33,88,718,22,490,276,3383,30,14,168,492,2001,16,116,36,489,1,59,1063,0,45,48,11,18,74,3049
2,Atlanta Falcons,1987,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,12,0,205,4066,880,230,49,98,807,18,501,247,2768,17,32,139,333,1298,5,73,15,182,0,31,221,0,79,1700,1,23,23,12,17,81,3375,436,5907,1070,354,27,92,729,28,453,243,3173,26,15,164,600,2734,24,162,48,541,1,44,915,1,51,54,19,30,60,2382
4,Buffalo Bills,1987,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,8,0,270,4741,1018,294,43,94,762,32,516,292,2901,21,19,151,465,1840,9,111,17,93,0,31,232,0,45,872,0,32,33,12,20,82,3173,305,4906,1022,297,31,103,840,21,447,249,2854,25,17,162,541,2052,11,114,35,179,0,43,679,0,36,37,15,20,88,3230
6,Chicago Bears,1987,NFL,NFC,Central,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,11,4,0,356,5044,1026,319,44,103,821,42,493,272,3090,23,24,156,485,1954,13,121,13,69,2,50,484,2,57,1193,1,38,40,22,32,60,2439,282,4215,989,261,24,120,1108,26,507,255,2802,24,13,158,412,1413,5,77,26,339,1,58,1054,0,30,33,18,31,86,3406
7,Cincinnati Bengals,1987,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,11,0,285,5377,1045,319,32,99,791,30,475,255,3213,17,20,159,538,2164,13,130,14,187,0,34,293,0,67,1161,0,28,30,25,32,73,2995,370,4697,937,286,26,79,669,18,456,267,3056,24,14,169,441,1641,15,99,42,299,0,62,1145,0,43,43,23,26,75,3015
8,Cleveland Browns,1987,NFL,AFC,Central,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,10,5,0,390,5200,985,310,29,100,857,29,482,291,3455,27,12,171,474,1745,16,110,23,366,2,44,487,0,48,846,0,45,46,21,31,57,2102,239,4264,902,251,36,120,1008,31,467,246,2831,15,23,134,401,1433,7,86,17,93,0,72,1343,0,26,26,17,25,81,3038
9,Dallas Cowboys,1987,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,8,0,340,5056,1017,293,40,131,1091,24,500,288,3191,19,20,176,465,1865,17,93,23,208,2,41,353,0,64,1295,0,37,37,25,29,84,3324,348,5061,1012,294,43,100,851,34,502,269,3444,21,23,175,459,1617,19,85,45,376,1,65,1281,0,39,41,19,29,75,3045
10,Denver Broncos,1987,NFL,AFC,West,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,10,4,1,379,5624,1070,331,36,95,812,26,530,285,3654,24,19,173,510,1970,18,132,28,403,2,48,486,1,46,952,0,44,44,21,29,63,2595,288,4813,941,277,47,96,785,26,456,261,2796,15,28,148,454,2017,16,103,34,424,2,61,1168,0,32,35,14,21,75,3157
11,Detroit Lions,1987,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,11,0,269,4391,933,270,37,86,737,33,509,275,2956,16,26,156,398,1435,9,81,19,290,1,35,303,0,71,1428,0,27,27,26,39,70,2927,384,5273,1005,314,32,115,907,30,459,259,3203,23,19,162,504,2070,18,122,34,177,0,56,1089,0,42,43,28,34,65,2464
12,Green Bay Packers,1987,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,9,1,255,4482,964,248,35,135,1103,18,455,234,2681,15,17,133,464,1801,13,97,18,220,0,35,245,0,59,1032,0,24,26,21,29,92,3659,300,4923,1024,296,42,104,852,26,469,279,3003,14,18,152,521,1920,15,118,54,422,0,61,1140,0,29,31,27,36,77,3088
14,Indianapolis Colts,1987,NFL,AFC,East,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,9,6,0,300,4995,968,285,34,90,742,25,447,255,2852,16,16,138,497,2143,14,122,20,212,0,38,210,0,55,1115,0,31,31,27,32,75,2941,238,4550,1003,276,45,85,689,18,501,250,2760,19,20,161,463,1790,6,97,39,376,0,60,1068,0,25,28,15,26,82,3050
16,Kansas City Chiefs,1987,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,11,0,273,4418,899,265,41,108,861,27,432,236,2619,17,17,141,419,1799,7,97,11,140,0,32,346,1,70,1437,2,30,30,21,25,69,2789,388,5639,1045,344,28,112,936,33,484,279,3306,25,11,172,535,2333,16,139,43,442,0,55,1263,1,44,45,24,35,56,2262
17,Miami Dolphins,1987,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,7,0,362,5538,1005,331,37,76,634,25,584,338,3876,29,20,197,408,1662,16,109,16,135,0,37,290,0,54,952,0,44,46,12,16,62,2424,335,5445,1013,314,32,103,850,23,494,295,3247,21,16,176,498,2198,18,115,26,141,0,67,1222,0,41,41,14,22,71,2755
18,Minnesota Vikings,1987,NFL,NFC,Central,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,8,7,0,336,4809,980,293,33,96,814,28,446,232,2826,21,23,136,482,1983,20,129,26,303,0,36,420,1,71,1421,0,40,41,14,29,78,3077,335,4824,979,281,37,107,964,27,498,278,3100,24,26,159,440,1724,9,95,44,424,0,64,1173,0,35,38,24,31,74,2953
19,New England Patriots,1987,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,7,0,320,4454,986,266,31,64,506,24,440,236,2683,22,18,158,513,1771,12,84,21,307,2,25,213,0,48,901,0,38,39,16,28,87,3350,293,4877,1053,293,42,110,846,22,520,273,3099,17,21,159,490,1778,13,112,41,397,0,63,1130,0,33,33,18,27,77,2934
20,New Orleans Saints,1987,NFL,NFC,West,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,12,3,0,422,4964,1009,304,28,107,994,25,411,227,2774,23,12,151,569,2190,20,128,30,280,0,41,468,0,55,1147,0,43,45,33,42,63,2587,283,4350,924,270,48,84,685,34,489,246,2800,25,30,155,388,1550,6,81,29,199,0,55,1115,0,35,35,12,18,73,2738
21,New York Giants,1987,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,9,0,280,4659,1000,266,42,100,835,18,499,265,3202,26,22,168,440,1457,4,80,20,263,1,55,448,0,56,1128,0,28,29,20,32,89,3604,312,4658,1056,275,34,97,802,30,508,292,2890,17,20,148,493,1768,14,97,51,811,2,68,1463,0,33,35,23,34,96,3658
22,New York Jets,1987,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,9,0,334,4630,1041,292,34,135,1055,26,517,302,2959,18,15,169,458,1671,17,97,18,239,0,42,497,2,65,1221,0,38,38,20,26,82,3046,360,5041,993,300,29,96,881,30,488,260,3206,27,18,153,476,1835,15,117,33,162,0,54,1013,0,42,43,20,29,80,3072
23,Los Angeles Raiders,1987,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,10,0,301,5267,985,300,31,114,1048,35,457,247,3070,19,18,158,475,2197,13,107,13,178,2,44,356,1,60,1174,0,34,35,19,30,69,2796,289,4364,938,267,28,95,652,34,425,224,2727,18,13,135,469,1637,12,98,34,256,0,59,1136,0,31,33,20,29,78,3323
24,Philadelphia Eagles,1987,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,8,0,337,5077,1101,289,35,116,919,23,520,283,3050,26,16,154,509,2027,12,112,21,197,0,34,202,0,66,1112,0,38,40,19,31,99,3770,380,5249,1046,301,48,105,830,30,561,305,3606,29,21,186,428,1643,16,85,54,469,0,59,1276,0,44,46,18,29,88,3265
25,Pittsburgh Steelers,1987,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,7,0,285,4410,973,263,33,105,801,23,429,198,2266,13,25,126,517,2144,11,114,27,336,5,36,244,0,56,1060,0,31,31,22,29,80,3297,299,4920,962,289,44,95,771,25,481,290,3310,22,27,170,455,1610,8,94,46,395,0,65,1083,0,31,34,20,26,70,2744
26,San Diego Chargers,1987,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,7,0,253,4588,951,264,43,98,743,21,516,303,3280,13,23,175,396,1308,11,68,13,291,2,45,508,1,62,1137,0,27,29,16,28,84,3529,317,4953,1008,280,28,107,869,24,441,227,2782,19,13,136,522,2171,14,120,43,429,1,50,985,1,36,37,19,29,89,3694
27,San Francisco 49ers,1987,NFL,NFC,West,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,13,2,0,459,5987,1054,357,26,88,792,21,501,322,3750,44,14,202,524,2237,11,134,25,205,0,34,365,1,55,1144,1,55,59,16,23,67,2541,253,4095,933,250,38,80,660,23,467,224,2484,13,25,132,429,1611,8,95,29,195,0,76,1598,1,25,26,24,35,72,2851
28,Seattle Seahawks,1987,NFL,AFC,West,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,9,6,0,371,4735,937,301,36,79,668,27,405,237,2712,31,21,154,496,2023,13,120,17,289,1,32,322,0,64,1236,0,44,44,17,22,61,2370,314,5159,954,297,38,104,890,16,445,255,2958,20,17,148,472,2201,14,133,32,251,1,67,1379,1,35,36,21,26,63,2463
29,Los Angeles Rams,1987,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,9,0,317,4651,957,276,33,91,677,22,420,220,2554,16,18,136,512,2097,15,118,16,305,2,40,245,0,63,1282,1,36,38,17,21,76,3140,361,5121,961,279,27,100,888,22,504,281,3389,31,16,162,419,1732,8,95,43,317,0,57,1112,0,40,43,21,24,83,3096
30,Tampa Bay Buccaneers,1987,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,11,0,286,4381,954,263,31,115,894,33,517,264,3016,22,17,168,394,1365,7,62,16,248,2,31,257,0,56,1037,0,31,33,19,24,88,3455,360,4987,996,314,36,125,926,27,457,271,2949,23,16,163,500,2038,18,124,50,621,1,61,1242,0,42,44,18,30,64,2637
31,Houston Oilers,1987,NFL,AFC,Central,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,9,6,0,345,5223,998,294,37,114,1029,26,482,240,3300,24,23,150,486,1923,12,118,23,274,1,37,249,0,67,1225,0,37,38,26,32,74,2929,349,4993,976,287,37,101,874,36,495,266,3145,25,23,153,446,1848,10,98,43,454,0,57,1177,0,35,37,30,36,77,3034
32,Washington Redskins,1987,NFL,NFC,East,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,11,4,0,379,5597,1005,301,37,82,691,29,478,247,3495,27,18,153,500,2102,18,119,23,329,1,56,615,0,59,1139,0,43,46,18,29,77,3053,285,5022,1021,296,34,97,801,15,527,276,3343,19,23,177,441,1679,10,104,37,231,0,63,1352,1,30,33,19,28,91,3567
1,Phoenix Cardinals,1988,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,344,5807,1102,336,35,99,790,19,562,322,3780,26,19,195,480,2027,15,122,16,88,0,52,463,0,60,1106,0,42,44,12,21,79,3228,398,5169,1014,301,29,103,770,20,508,264,3244,30,16,170,467,1925,19,111,41,416,1,65,1379,1,47,51,13,22,83,3411
2,Atlanta Falcons,1988,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,244,4582,1002,257,37,67,542,15,481,250,2566,13,19,136,478,2016,11,106,24,185,1,42,343,0,59,1057,0,25,27,19,30,98,3920,315,5692,1052,312,38,92,761,20,504,281,3373,17,24,168,518,2319,14,124,51,297,0,48,982,0,31,34,26,36,73,2891
4,Buffalo Bills,1988,NFL,AFC,East,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,12,4,0,329,5315,1012,313,33,109,824,15,454,271,3182,15,17,161,528,2133,15,137,15,244,1,26,152,0,50,935,0,33,33,32,37,62,2451,237,4578,971,299,32,90,713,39,448,250,2724,14,15,146,477,1854,14,114,36,222,0,69,1117,0,27,29,12,24,75,2978
6,Chicago Bears,1988,NFL,NFC,Central,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,12,4,0,312,5317,1040,303,34,88,644,32,461,248,2998,13,15,134,555,2319,25,137,26,237,0,38,294,0,45,896,0,37,38,15,19,79,3282,215,4360,977,264,35,102,804,30,545,245,3034,18,26,158,389,1326,5,76,40,447,0,56,1130,0,22,25,13,22,90,3618
7,Cincinnati Bengals,1988,NFL,AFC,Central,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,12,4,0,448,6057,985,351,27,82,647,27,392,225,3347,28,14,165,563,2710,27,159,22,181,1,32,244,0,57,1054,1,56,59,12,18,62,2351,329,5182,1059,322,36,95,873,19,524,283,3134,19,22,177,493,2048,18,126,32,280,0,61,1335,0,38,39,17,24,65,2594
8,Cleveland Browns,1988,NFL,AFC,Central,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,6,0,304,5011,1013,294,33,110,875,24,537,313,3436,19,17,177,440,1575,10,93,20,319,1,40,325,0,55,1159,0,32,33,24,29,65,2578,288,4767,1009,301,31,100,789,25,474,245,2847,13,20,162,498,1920,13,114,32,304,1,58,973,0,30,30,26,34,69,2719
9,Dallas Cowboys,1988,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,13,0,265,5483,1059,311,40,141,1148,24,555,307,3488,21,27,175,469,1995,10,112,10,67,1,45,360,0,69,1410,0,32,32,13,25,80,3271,381,5414,1023,297,19,92,772,24,523,264,3556,30,10,180,454,1858,13,93,37,239,0,56,1060,0,41,44,24,29,86,3578
10,Denver Broncos,1988,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,8,0,327,5506,1077,338,34,85,717,36,581,324,3691,24,22,196,464,1815,13,106,16,200,0,53,451,0,58,1198,0,36,37,23,36,68,2978,352,5471,1055,316,29,116,966,15,467,262,2933,18,16,161,552,2538,21,140,33,364,1,52,1035,0,41,41,21,27,84,3646
11,Detroit Lions,1988,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,12,0,220,3405,920,226,33,94,804,22,477,213,2162,13,18,141,391,1243,7,63,15,247,2,42,346,0,59,1154,0,22,23,20,21,97,4110,313,5316,1071,334,36,106,869,27,513,337,3279,17,15,179,511,2037,16,128,57,483,1,56,1076,0,32,34,25,29,74,2916
12,Green Bay Packers,1988,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,12,0,240,4664,1018,280,50,94,785,27,582,319,3285,13,24,175,385,1379,14,78,20,224,0,35,208,1,64,1181,0,23,29,13,25,85,3287,315,4843,1018,281,41,112,903,15,474,256,2733,12,20,136,514,2110,17,130,39,314,0,49,966,0,34,34,25,35,76,2858
14,Indianapolis Colts,1988,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,7,0,354,4870,982,311,30,89,657,28,403,222,2621,15,22,130,545,2249,23,153,15,189,1,26,254,1,52,1033,0,39,40,25,32,64,2784,315,5296,1016,315,35,118,965,22,539,321,3602,21,15,184,447,1694,14,109,37,418,1,67,1480,1,36,38,17,25,68,2679
16,Kansas City Chiefs,1988,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,11,1,254,4844,1019,289,33,85,636,24,528,282,3131,16,21,161,448,1713,8,104,18,166,0,32,215,0,56,925,0,23,23,27,32,76,3059,320,5026,1042,318,31,106,854,20,410,214,2434,12,18,136,609,2592,23,162,48,473,0,57,1380,2,38,39,16,24,63,2533
17,Miami Dolphins,1988,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,10,0,319,5721,963,321,35,99,845,26,621,363,4516,29,23,218,335,1205,11,77,16,219,0,27,259,0,65,1365,0,37,39,12,23,64,2754,380,5781,1072,359,31,103,734,31,491,298,3275,19,16,173,557,2506,22,155,35,318,0,53,1109,0,44,45,22,28,58,2424
18,Minnesota Vikings,1988,NFL,NFC,Central,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,11,5,0,406,5595,1068,318,30,118,998,19,520,294,3789,20,18,187,501,1806,22,112,36,589,5,59,553,0,56,1160,0,48,49,20,25,84,3387,233,4091,952,243,53,91,753,26,480,219,2489,12,36,132,435,1602,10,85,39,405,0,81,1622,0,22,24,21,25,96,4061
19,New England Patriots,1988,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,7,0,250,4293,1000,264,38,87,665,26,389,199,2173,12,28,112,588,2120,17,126,20,244,0,38,398,0,57,1248,1,25,31,13,24,91,3482,284,4681,961,272,35,108,858,15,436,234,2582,13,20,138,496,2099,20,119,37,217,0,45,888,0,33,33,17,26,86,3629
20,New Orleans Saints,1988,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,6,0,312,5131,1034,306,32,101,821,19,498,286,3085,21,16,179,512,2046,9,108,17,295,0,35,413,1,70,1408,0,32,33,26,36,72,2913,283,5106,978,286,32,77,628,22,505,277,3327,19,17,167,442,1779,7,97,39,248,0,43,823,0,28,29,27,34,70,2814
21,New York Giants,1988,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,6,0,359,4955,1078,317,27,88,660,26,525,290,3266,22,14,168,493,1689,15,123,15,292,2,47,359,0,62,1154,0,39,41,24,30,79,3234,304,5086,1072,291,33,116,902,19,566,294,3327,23,15,177,454,1759,8,95,38,303,0,73,1269,0,31,32,25,33,93,3701
22,New York Jets,1988,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,7,1,372,5215,1094,331,27,115,931,32,538,299,3083,20,11,181,514,2132,19,118,24,228,3,38,418,1,72,1404,0,43,43,23,28,85,3310,354,5633,1038,310,40,89,757,25,476,244,3509,28,24,162,517,2124,15,123,34,201,0,70,1491,0,36,43,20,30,72,2743
23,Los Angeles Raiders,1988,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,325,4961,1035,283,33,102,762,22,496,219,3109,21,20,145,493,1852,15,116,17,278,1,55,489,0,62,1407,1,37,39,18,29,91,3804,369,5379,1056,310,34,94,823,21,483,265,3171,23,17,165,533,2208,17,124,47,397,0,61,1299,0,40,41,27,29,94,3892
24,Philadelphia Eagles,1988,NFL,NFC,East,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,10,6,0,379,5430,1102,318,26,115,907,34,581,309,3485,25,17,179,464,1945,17,105,32,371,0,33,233,0,59,1028,0,42,43,23,32,101,4125,319,5799,1086,311,44,115,897,27,578,309,4147,23,32,199,466,1652,11,85,47,393,0,63,1266,0,35,37,20,29,85,3213
25,Pittsburgh Steelers,1988,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,336,5204,1030,292,39,99,803,22,489,226,2976,15,20,150,499,2228,17,120,20,381,2,39,322,0,74,1575,2,34,35,28,36,65,2950,421,5805,1067,319,33,79,705,28,532,309,3941,25,20,181,516,1864,20,110,40,418,0,63,1351,1,47,49,26,32,67,2727
26,San Diego Chargers,1988,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,10,0,231,4429,937,255,32,118,1039,24,468,241,2388,11,20,116,438,2041,11,115,16,179,1,35,314,0,60,1510,2,27,27,14,20,85,3745,332,5418,1072,335,26,74,619,27,517,274,3285,22,16,173,521,2133,15,135,56,558,0,47,1055,1,36,38,22,36,71,2790
27,San Francisco 49ers,1988,NFL,NFC,West,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,10,6,0,369,5900,1076,326,26,115,986,18,502,293,3377,21,14,167,527,2523,18,141,22,88,0,54,612,2,55,978,0,40,41,27,38,79,3093,294,4575,1013,277,38,76,603,27,530,292,2987,25,22,160,441,1588,8,90,47,426,0,73,1362,0,34,34,18,24,86,3526
28,Seattle Seahawks,1988,NFL,AFC,West,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,9,7,0,339,4842,983,291,34,89,790,27,437,245,2756,22,20,139,517,2086,14,125,22,280,1,37,340,0,62,1352,0,39,39,22,28,70,2858,329,5639,1040,321,40,111,861,16,501,280,3353,21,22,171,509,2286,14,134,36,202,0,66,1207,0,38,38,21,32,66,2779
29,Los Angeles Rams,1988,NFL,NFC,West,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,6,0,407,5808,1057,333,34,78,587,16,522,312,3805,31,18,203,507,2003,16,114,22,281,1,49,322,0,59,1191,0,45,48,24,32,76,3003,293,4986,1041,289,37,111,937,23,571,307,3300,17,22,166,414,1686,12,100,43,347,0,81,1563,1,35,35,16,23,93,3711
30,Tampa Bay Buccaneers,1988,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,261,5061,998,295,52,102,816,31,512,253,3308,16,36,173,452,1753,11,91,21,283,1,36,328,0,64,1345,0,28,28,21,30,68,2477,350,5155,1025,293,33,105,872,20,527,304,3604,19,21,169,478,1551,21,104,38,273,0,52,1129,0,42,42,18,30,77,3003
31,Houston Oilers,1988,NFL,AFC,Central,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,6,0,424,5205,1010,308,35,125,1150,19,428,218,2956,21,18,148,558,2249,26,141,22,302,2,36,225,0,60,1232,1,48,50,22,34,65,2523,365,4858,985,304,42,118,947,40,512,281,3266,22,22,170,431,1592,20,94,35,206,0,69,1362,1,43,46,14,18,80,2976
32,Washington Redskins,1988,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,345,5679,1053,307,46,96,817,17,592,327,4136,33,25,202,437,1543,8,88,14,193,0,52,377,0,74,1355,0,40,41,19,26,66,2562,387,5184,982,294,22,91,711,28,497,261,3439,24,14,153,442,1745,17,113,39,448,1,61,1111,0,43,46,22,36,79,3113
1,Phoenix Cardinals,1989,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,258,4641,986,262,44,113,856,22,523,279,3280,17,30,157,407,1361,10,83,16,275,2,40,469,0,83,1650,0,28,29,18,26,82,3578,377,5877,1100,329,27,106,916,31,531,286,3575,24,16,185,539,2302,12,113,46,371,0,57,1193,0,40,41,29,40,76,3154
2,Atlanta Falcons,1989,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,13,0,279,4669,947,261,23,82,671,13,578,312,3514,17,12,173,318,1155,11,75,20,285,0,32,341,1,80,1509,0,30,30,23,32,84,3472,437,6025,1040,336,32,79,682,17,437,259,3554,19,20,163,572,2471,26,156,43,460,0,60,1188,0,48,49,31,36,56,2341
4,Buffalo Bills,1989,NFL,AFC,East,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,9,7,0,409,5853,1045,334,41,103,831,21,478,281,3589,32,20,177,532,2264,15,136,23,269,1,33,301,0,53,1058,0,46,47,23,30,65,2564,317,5046,1030,299,36,87,616,26,508,255,3206,14,23,156,484,1840,15,117,25,227,0,75,1187,0,33,34,26,37,75,2872
6,Chicago Bears,1989,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,10,0,358,5375,1028,302,42,95,846,19,484,267,3088,21,25,147,516,2287,22,136,26,268,1,32,220,0,73,1539,1,43,45,15,19,72,2844,377,5729,1039,332,38,94,802,23,554,307,3832,21,26,191,446,1897,21,118,30,262,0,68,1375,0,41,43,26,36,67,2653
7,Cincinnati Bengals,1989,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,8,0,404,6101,1083,348,32,85,637,29,513,288,3618,32,13,183,529,2483,17,136,21,204,1,36,209,0,54,941,0,50,52,14,20,63,2504,285,5297,997,280,37,122,1060,15,482,256,3135,22,21,151,482,2162,9,114,33,323,0,55,1203,0,31,32,20,27,75,2932
8,Cleveland Browns,1989,NFL,AFC,Central,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,9,6,1,334,5042,1011,285,30,128,973,23,529,309,3433,20,15,161,448,1609,14,101,27,300,4,49,496,0,50,932,0,40,40,16,24,97,3817,254,4831,1031,276,38,122,985,22,540,269,3161,20,27,161,446,1670,8,93,49,418,0,58,1175,0,29,29,15,28,94,3798
9,Dallas Cowboys,1989,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,15,0,204,4294,898,246,42,100,771,23,513,266,2885,14,27,145,355,1409,7,78,7,37,0,31,197,0,77,1709,1,24,25,10,20,80,3261,393,5556,1060,321,17,102,723,22,488,301,3565,21,7,183,543,1991,17,116,38,334,1,46,853,0,43,44,28,35,73,2913
10,Denver Broncos,1989,NFL,AFC,West,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,11,5,0,362,5093,1071,308,32,83,594,20,474,256,3001,21,20,163,554,2092,15,125,21,318,2,45,344,0,43,876,0,39,40,27,33,80,3188,226,4407,977,246,43,102,823,14,504,268,2827,13,21,142,426,1580,10,90,28,370,0,72,1256,0,25,25,17,27,84,3444
11,Detroit Lions,1989,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,312,4992,928,274,48,121,977,18,450,229,2939,11,24,139,421,2053,23,117,16,107,1,47,572,0,61,1272,0,36,36,20,21,82,3538,364,5537,1064,314,32,107,993,27,570,370,3916,19,16,189,454,1621,18,98,46,373,0,65,1037,1,41,42,23,33,80,3296
