fid,season,playerid,g,patt,pcmp,pyds,ptd,pint
19,2012,BRADTOM001,16,637,401,4827,34,8
19,2012,MALLRYA001,4,4,1,17,0,1
19,2011,BRADTOM001,16,611,401,5235,39,12
19,2011,HOYEBRI001,3,1,1,22,0,0
19,2010,BRADTOM001,16,492,324,3900,36,4
19,2010,HOYEBRI001,5,15,7,122,1,1
19,2009,BRADTOM001,16,565,371,4398,28,13
19,2009,HOYEBRI001,5,27,19,142,0,0
19,2008,CASSMAT001,16,516,327,3693,21,11
19,2008,BRADTOM001,1,11,7,76,0,0
19,2008,OCONKEV001,2,6,4,23,0,0
19,2008,FAULKEV001,15,1,1,-2,0,0
19,2007,BRADTOM001,16,578,398,4806,50,8
19,2007,CASSMAT001,6,7,4,38,0,1
19,2007,GUTIMAT001,5,1,1,15,0,0
19,2006,BRADTOM001,16,516,319,3529,24,12
19,2006,CASSMAT001,6,8,5,32,0,0
19,2006,TESTVIN001,3,3,2,29,1,0
19,2005,BRADTOM001,16,530,334,4110,26,14
19,2005,CASSMAT001,2,24,13,183,2,1
19,2005,FLUTDOU001,5,10,5,29,0,0
19,2004,BRADTOM001,16,474,288,3692,28,14
19,2004,DAVEROH001,4,10,4,54,0,0
19,2004,VINAADA001,16,1,1,4,1,0
19,2003,BRADTOM001,16,527,317,3620,23,12
19,2003,DAVEROH001,1,7,3,31,0,0
19,2003,FAULKEV001,15,1,0,0,0,0
19,2003,GIVEDAV001,13,1,0,0,0,1
19,2003,HUARDAM001,2,1,0,0,0,0
19,2002,BRADTOM001,16,601,373,3764,28,14
19,2002,DAVEROH001,2,2,1,3,0,0
19,2002,FAULKEV001,15,1,0,0,0,0
19,2002,PATTDAV001,16,1,0,0,0,0
19,2001,BRADTOM001,15,413,264,2843,18,12
19,2001,BLEDDRE001,2,66,40,400,2,2
19,2001,PATTDAV001,16,2,1,60,1,1
19,2001,FAULKEV001,15,1,1,23,0,0
19,2000,BLEDDRE001,16,531,312,3291,17,13
19,2000,FRIEJOH001,1,21,11,66,0,1
19,2000,BISHMIC001,8,9,3,80,1,1
19,2000,BRADTOM001,1,3,1,6,0,0
19,2000,JOHNLEE002,16,1,1,18,0,0
19,1999,BLEDDRE001,16,539,305,3985,19,21
19,1999,BROWTRO001,13,1,0,0,0,0
19,1999,WARRLAM001,16,0,0,0,0,0
19,1998,BLEDDRE001,14,481,263,3633,20,14
19,1998,ZOLASCO001,6,75,32,371,3,3
19,1997,BLEDDRE001,16,522,314,3706,28,15
19,1997,ZOLASCO001,4,9,6,67,2,0
19,1997,MEGGDAV001,16,1,1,35,1,0
19,1996,BLEDDRE001,16,623,373,4086,27,15
19,1996,TUPATOM001,16,2,0,0,0,0
19,1996,ZOLASCO001,3,1,1,5,0,0
19,1996,GRIEMAR001,16,1,0,0,0,0
19,1996,MEGGDAV001,16,1,0,0,0,0
19,1995,BLEDDRE001,15,636,323,3507,13,16
19,1995,ZOLASCO001,16,49,28,282,1,0
19,1995,MEGGDAV001,16,1,0,0,0,0
19,1994,BLEDDRE001,16,691,400,4555,25,27
19,1994,ZOLASCO001,16,8,5,28,0,0
19,1993,BLEDDRE001,13,429,214,2494,15,15
19,1993,SECUSCO001,12,134,75,918,2,9
19,1993,ZOLASCO001,3,2,0,0,0,0
19,1993,TURNKEV002,16,1,0,0,0,0
19,1992,MILLHUG001,7,203,124,1203,8,10
19,1992,ZOLASCO001,6,100,52,561,2,4
19,1992,HODSTOM001,9,91,50,496,2,2
19,1992,CARLJEF001,3,49,18,232,1,3
19,1992,MCMUGRE001,16,1,0,0,0,0
19,1991,MILLHUG001,13,409,246,3073,9,18
19,1991,HODSTOM001,16,68,36,345,1,4
19,1991,VAUGJON001,16,2,1,13,1,0
19,1991,MCCASHA001,13,1,1,11,0,0
19,1991,FRYAIRV001,16,1,0,0,0,0
19,1990,WILSMAR001,16,265,139,1625,6,11
19,1990,HODSTOM001,7,156,85,968,4,5
19,1990,GROGSTE001,4,92,50,615,4,3
19,1990,STEPJOH001,16,1,0,0,0,1
19,1989,GROGSTE001,7,261,133,1697,9,14
19,1989,WILSMAR001,14,150,75,1006,3,5
19,1989,EASOTON001,3,105,57,761,3,4
19,1989,FLUTDOU001,5,91,36,493,2,4
19,1989,FEAGJEF001,16,2,0,0,0,0
19,1989,TATUMOS001,14,1,1,15,0,0
19,1988,FLUTDOU001,11,179,92,1150,8,10
19,1988,GROGSTE001,6,140,67,834,4,13
19,1988,EASOTON001,2,43,28,249,0,2
19,1988,RAMSTOM001,7,27,12,100,0,3
19,1987,GROGSTE001,7,161,93,1183,10,9
19,1987,RAMSTOM001,9,134,71,898,6,6
19,1987,EASOTON001,4,79,42,453,3,2
19,1987,BLEIBOB001,3,39,14,181,1,1
19,1987,FLUTDOU001,1,25,15,199,1,0
19,1987,TATUMOS001,12,1,1,15,1,0
19,1987,JONECED001,12,1,0,0,0,0
19,1986,EASOTON001,15,448,276,3328,19,10
19,1986,GROGSTE001,4,102,62,976,9,2
19,1986,JAMECRA001,13,4,1,10,1,1
19,1986,RAMSTOM001,5,3,1,7,0,0
19,1985,EASOTON001,16,299,168,2156,11,17
19,1985,GROGSTE001,7,156,85,1311,7,5
19,1985,JAMECRA001,16,2,2,16,2,0
19,1984,EASOTON001,16,431,259,3228,23,8
19,1984,GROGSTE001,3,68,32,444,3,6
19,1984,KERRMIK001,1,1,1,13,0,0
19,1983,GROGSTE001,12,303,168,2411,15,12
19,1983,EASOTON001,16,95,46,557,1,5
19,1983,KERRMIK001,1,14,6,72,0,1
19,1982,GROGSTE001,6,122,66,930,7,4
19,1982,CAVAMAT001,7,60,27,490,5,5
19,1982,FLICTOM001,3,5,0,0,0,0
19,1981,CAVAMAT001,16,219,115,1633,5,13
19,1981,GROGSTE001,8,216,117,1859,7,16
19,1981,OWENTOM001,2,36,15,218,1,4
19,1981,JOHNAND003,16,9,7,194,4,1
19,1981,COLLTON001,16,1,0,0,0,0
19,1981,JACKHAR001,16,1,0,0,0,0
19,1980,GROGSTE001,12,306,175,2475,18,22
19,1980,CAVAMAT001,16,105,63,885,9,5
19,1980,JACKHAR001,16,2,2,35,0,0
19,1979,GROGSTE001,16,423,206,3286,28,20
19,1979,OWENTOM001,6,47,27,248,2,3
19,1979,WESTDON001,16,2,2,52,0,0
19,1979,CAVAMAT001,13,1,1,10,0,0
19,1979,HAREEDD001,16,1,1,4,0,0
19,1979,JACKHAR001,16,1,0,0,0,0
19,1978,GROGSTE001,16,362,181,2824,15,23
19,1978,OWENTOM001,2,26,15,182,0,2
19,1978,JOHNAND003,15,2,0,0,0,0
19,1977,GROGSTE001,14,305,160,2162,17,21
19,1976,GROGSTE001,14,302,145,1903,18,20
19,1976,OWENTOM001,2,5,1,7,0,0
19,1976,JOHNAND003,14,2,0,0,0,0
19,1976,BRISMAR001,14,0,0,0,0,0
19,1975,GROGSTE001,13,274,139,1976,11,18
19,1975,PLUNJIM001,5,92,36,571,3,7
19,1975,GRAFNEI001,11,35,18,221,2,3
19,1974,PLUNJIM001,14,352,173,2457,19,22
19,1974,SHINDIC001,1,6,3,37,0,1
19,1974,GRAFNEI001,14,1,1,20,0,0
19,1973,PLUNJIM001,14,376,193,2550,13,17
19,1973,SHINDIC001,3,4,2,31,0,0
19,1972,PLUNJIM001,14,355,169,2196,8,25
19,1972,DOWLBRI001,14,54,29,383,2,1
19,1972,GARRCAR001,10,1,0,0,0,1
19,1972,GLADBOB001,11,1,0,0,0,1
19,1972,STUDPAT001,14,1,0,0,0,0
19,1971,PLUNJIM001,14,328,158,2158,19,16
19,1971,GLADBOB001,14,2,1,48,0,0
19,1970,KAPPJOE001,11,219,98,1104,3,17
19,1970,TALIMIK001,11,173,78,871,4,11
19,1969,TALIMIK001,14,331,160,2160,19,18
19,1969,HAMMKIM001,3,6,2,31,0,0
19,1969,GARRCAR001,14,1,0,0,0,0
19,1968,SHERTOM001,14,226,90,1199,12,16
19,1968,TALIMIK001,7,176,67,889,4,15
19,1968,CORCKIN001,2,7,3,33,0,2
19,1967,PARIBAB001,14,344,161,2317,19,24
19,1967,TRULDON001,7,81,27,442,1,7
19,1967,HUARJOH002,4,9,3,25,0,1
19,1966,PARIBAB001,14,382,181,2721,20,20
19,1966,HUARJOH002,14,11,5,63,0,1
19,1965,PARIBAB001,14,426,173,2597,18,26
19,1965,WILSEDD001,14,46,20,257,1,3
19,1965,YEWCTOM001,14,1,0,0,0,0
19,1964,PARIBAB001,14,473,228,3465,31,27
19,1964,GARRLAR001,14,2,0,0,0,0
19,1964,YEWCTOM001,14,1,1,2,0,0
19,1963,PARIBAB001,14,337,153,2345,13,24
19,1963,YEWCTOM001,14,70,29,444,4,5
19,1963,CRAWJIM001,14,2,2,27,0,0
19,1963,GARRLAR001,14,1,0,0,0,0
19,1962,PARIBAB001,10,253,140,1988,18,8
19,1962,YEWCTOM001,14,126,54,903,7,5
19,1962,GARRLAR001,11,3,1,39,0,0
19,1961,SONGBUT001,14,212,98,1429,14,9
19,1961,PARIBAB001,14,198,104,1314,13,9
19,1961,YEWCTOM001,14,8,3,25,1,2
19,1961,CAPPGIN001,14,1,1,27,1,0
19,1961,BURTRON001,14,1,0,0,0,1
19,1960,SONGBUT001,14,392,187,2476,22,15
19,1960,GREETOM002,10,63,27,251,1,6
19,1960,CHRIDIC001,13,11,6,94,2,2
19,1960,WHITHAR001,9,7,3,44,0,0
19,1960,DIMITOM001,3,2,0,0,0,0
20,2018,BREEDRE001,15,489,364,3992,32,5
20,2018,BRIDTED001,5,23,14,118,1,1
20,2018,HILLTAY001,16,7,3,64,0,1
20,2017,BREEDRE001,16,536,386,4334,23,8
20,2016,BREEDRE001,16,673,471,5208,37,15
20,2016,SNEAWIL001,15,1,1,50,1,0
20,2015,BREEDRE001,15,627,428,4870,32,11
20,2015,MCCOLUK001,8,39,32,335,0,1
20,2015,CADETRA001,2,1,0,0,0,0
20,2014,BREEDRE001,16,659,456,4952,33,17
20,2014,MORSTHO001,16,0,0,0,0,0
20,2013,BREEDRE001,16,650,446,5162,39,12
20,2013,MCCOLUK001,16,1,0,0,0,0
20,2012,BREEDRE001,16,670,422,5177,43,19
20,2012,DANICHA001,16,1,1,10,0,0
20,2011,BREEDRE001,16,657,468,5476,46,14
20,2011,DANICHA001,16,5,4,29,0,0
20,2010,BREEDRE001,16,658,448,4620,33,22
20,2010,DANICHA001,13,3,2,16,0,0
20,2009,BREEDRE001,15,514,363,4388,34,11
20,2009,BRUNMAR001,16,30,15,102,0,1
20,2008,BREEDRE001,16,635,413,5069,34,17
20,2008,MOORLAN001,16,1,0,0,0,1
20,2007,BREEDRE001,16,652,440,4423,28,18
20,2006,BREEDRE001,16,554,356,4418,26,11
20,2006,MARTJAM003,16,24,16,208,1,1
20,2006,BUSHREG001,16,1,0,0,0,1
20,2006,HORNJOE001,10,1,0,0,0,0
20,2005,BROOAAR001,13,431,240,2882,13,17
20,2005,BOUMTOD001,16,122,68,722,2,7
20,2004,BROOAAR001,16,542,309,3810,21,16
20,2003,BROOAAR001,16,518,306,3546,24,8
20,2003,BOUMTOD001,4,13,7,81,1,0
20,2003,MCALDEU001,16,2,0,0,0,0
20,2003,HORNJOE001,15,1,1,14,0,0
20,2003,BERGMIT001,16,1,0,0,0,0
20,2002,BROOAAR001,16,528,283,3572,27,15
20,2002,DELHJAK001,4,10,8,113,0,0
20,2002,MCALDEU001,15,0,0,0,0,0
20,2001,BROOAAR001,16,558,312,3832,26,22
20,2001,MCALDEU001,16,2,1,12,1,0
20,2001,BLAKJEF001,1,1,0,0,0,0
20,2001,HORNJOE001,16,1,0,0,0,0
20,2000,BLAKJEF001,11,302,184,2025,13,9
20,2000,BROOAAR001,8,194,113,1514,9,6
20,2000,WILLRIC004,10,1,1,34,0,0
20,1999,TOLLBIL001,10,268,139,1916,7,16
20,1999,HOBEBIL001,9,159,85,970,6,6
20,1999,DELHJAK001,2,76,42,521,3,5
20,1999,WUERDAN001,4,48,22,191,0,3
20,1999,SMITLAM001,13,1,0,0,0,0
20,1999,WILLRIC004,12,1,0,0,0,0
20,1998,TOLLBIL001,7,199,110,1427,8,4
20,1998,COLLKER001,7,191,94,1202,4,10
20,1998,WUERDAN001,5,119,62,695,5,5
20,1998,HOBEBIL001,1,23,11,170,1,0
20,1998,SMITLAM001,14,2,1,20,1,0
20,1998,CRAVAAR001,16,1,0,0,0,0
20,1997,SHULHEA001,10,203,106,1288,2,14
20,1997,HOBEBIL001,5,131,61,891,6,8
20,1997,WUERDAN001,7,91,42,518,4,8
20,1997,NUSSDOU001,3,32,18,183,0,3
20,1997,BATEMAR002,12,1,1,21,1,0
20,1997,HILLRAN002,15,0,0,0,0,0
20,1996,EVERJIM001,15,464,267,2797,12,16
20,1996,NUSSDOU001,2,50,28,272,1,1
20,1996,HUNTEAR001,6,1,0,0,0,0
20,1995,EVERJIM001,16,567,345,3970,26,14
20,1995,HODSTOM001,4,5,3,14,0,0
20,1995,WILMKLA001,16,1,1,18,0,0
20,1995,SMALTOR001,16,0,0,0,0,0
20,1994,EVERJIM001,16,540,346,3855,22,18
20,1994,WILSWAD001,4,28,20,172,0,0
20,1994,BARNTOM004,16,1,0,0,0,0
20,1993,WILSWAD001,14,388,221,2457,12,15
20,1993,BUCKMIK001,4,54,32,448,4,3
20,1993,WALSSTE001,2,38,20,271,2,3
20,1993,BARNTOM004,16,1,1,7,0,0
20,1992,HEBEBOB001,16,422,249,3287,19,16
20,1992,BUCKMIK001,2,4,2,10,0,0
20,1991,WALSSTE001,8,255,141,1638,11,6
20,1991,HEBEBOB001,9,248,149,1676,9,8
20,1991,BUCKMIK001,2,2,1,61,0,1
20,1991,HEYWCRA001,7,1,1,44,0,0
20,1990,WALSSTE001,12,327,175,1970,12,13
20,1990,FOURJOH001,7,116,50,785,3,8
20,1990,KRAMTOM001,1,3,1,2,0,1
20,1990,HEYWCRA001,16,1,0,0,0,1
20,1989,HEBEBOB001,14,353,222,2686,15,15
20,1989,FOURJOH001,13,107,61,930,7,4
20,1989,HILLDAL001,16,1,1,35,1,0
20,1989,HILLLON001,16,0,0,0,0,0
20,1988,HEBEBOB001,16,478,280,3156,20,15
20,1988,WILSDAV001,1,16,5,73,0,1
20,1988,HILLDAL001,16,2,1,27,1,0
20,1988,FOURJOH001,1,1,0,0,0,0
20,1988,HILLLON001,16,1,0,0,0,0
20,1987,HEBEBOB001,12,294,164,2119,15,9
20,1987,FOURJOH001,3,89,48,597,4,3
20,1987,WILSDAV001,4,24,13,243,2,0
20,1987,INGRKEV001,2,2,1,5,1,0
20,1987,HILLDAL001,12,1,1,23,1,0
20,1987,RIORTIM001,1,1,0,0,0,0
20,1986,WILSDAV001,14,342,189,2353,10,17
20,1986,HEBEBOB001,5,79,41,498,2,8
20,1986,HILLDAL001,16,3,1,29,1,0
20,1986,WATTFRA001,16,1,1,13,0,0
20,1985,WILSDAV001,10,293,145,1843,11,15
20,1985,HEBEBOB001,6,181,97,1208,5,4
20,1985,TODDRIC001,2,32,16,191,3,4
20,1985,HANSBRI001,16,1,1,8,0,0
20,1985,MERKGUI001,16,1,1,7,1,0
20,1984,TODDRIC001,15,312,161,2178,11,19
20,1984,WILSDAV001,5,93,51,647,7,4
20,1984,STABKEN001,3,70,33,339,2,5
20,1984,GAJAHOK001,14,1,1,34,1,0
20,1983,STABKEN001,14,311,176,1988,9,18
20,1983,WILSDAV001,8,112,66,770,5,7
20,1983,ERXLRUS001,16,1,1,24,0,0
20,1983,GAJAHOK001,16,1,0,0,0,0
20,1982,STABKEN001,8,189,117,1343,6,10
20,1982,MERKGUI001,9,49,18,186,1,2
20,1982,MANNARC001,1,7,1,3,0,2
20,1982,ERXLRUS001,9,2,1,39,1,0
20,1982,HOLMJAC001,5,1,0,0,0,0
20,1981,MANNARC001,12,232,134,1447,5,11
20,1981,WILSDAV001,11,159,82,1058,1,11
20,1981,SCOTBOB002,4,46,20,245,1,5
20,1981,MERKGUI001,16,2,1,20,0,0
20,1981,MYERTOM002,16,2,1,8,1,0
20,1980,MANNARC001,16,509,309,3716,23,20
20,1980,SCOTBOB002,5,33,16,200,2,1
20,1980,BENJGUY001,2,17,7,28,0,1
20,1980,HOLMJAC001,16,3,1,23,1,0
20,1980,GALBTON001,16,2,0,0,0,0
20,1980,CHANWES001,16,1,1,43,0,0
20,1980,ERXLRUS001,16,1,0,0,0,0
20,1979,MANNARC001,16,420,252,3169,15,20
20,1979,GALBTON001,15,3,2,70,0,1
20,1979,MUNCCHU001,16,2,1,40,1,0
20,1979,SCOTBOB002,3,2,2,12,0,0
20,1979,ERXLRUS001,1,1,0,0,0,1
20,1978,MANNARC001,16,471,291,3416,17,16
20,1978,SCOTBOB002,1,5,3,36,0,0
20,1978,HARRIKE001,15,1,0,0,0,0
20,1978,MUNCCHU001,13,1,0,0,0,0
20,1978,STRAMIK001,15,1,0,0,0,0
20,1977,MANNARC001,10,205,113,1284,8,9
20,1977,SCOTBOB002,5,82,36,516,3,8
20,1977,DOUGBOB001,4,31,16,130,1,3
20,1977,BLANTOM001,14,3,1,3,1,1
20,1976,DOUGBOB001,11,213,103,1288,4,8
20,1976,SCOTBOB002,11,190,103,1065,4,6
20,1976,BLANTOM001,14,0,0,0,0,0
20,1975,MANNARC001,13,338,159,1683,7,20
20,1975,CIPALAR001,4,37,14,182,1,3
20,1975,SCOTBOB002,1,17,8,96,0,1
20,1974,MANNARC001,11,261,134,1429,6,16
20,1974,SCOTBOB002,5,71,31,366,4,4
20,1974,CIPALAR001,4,55,20,242,0,0
20,1974,MCCLBIL001,14,1,0,0,0,1
20,1974,PARKJOE002,14,1,0,0,0,0
20,1973,MANNARC001,13,267,140,1642,10,12
20,1973,SCOTBOB002,6,54,18,245,1,3
20,1973,DAVIBOB004,2,17,5,14,0,2
20,1972,MANNARC001,14,448,230,2781,18,21
20,1972,GRESBOB001,14,1,0,0,0,0
20,1971,HARGEDD001,14,210,96,1191,6,5
20,1971,MANNARC001,12,177,86,1164,6,9
20,1970,KILMBIL001,13,237,135,1557,6,17
20,1970,HARGEDD001,10,175,78,1133,5,5
20,1970,RAMSSTE001,1,2,0,0,0,0
20,1970,DODDALA001,14,1,0,0,0,0
20,1969,KILMBIL001,14,360,193,2532,20,17
20,1969,HARGEDD001,6,52,31,403,0,0
20,1969,NINOJIM001,4,34,17,227,1,2
20,1969,LIVIAND001,14,4,3,38,1,1
20,1969,BARRTOM001,11,2,1,15,0,0
20,1969,LOONJOE002,3,1,0,0,0,0
20,1968,KILMBIL001,12,315,167,2060,15,17
20,1968,SWEEKAR001,5,78,27,318,1,9
20,1968,SOUTRON001,4,38,14,129,1,3
20,1968,BARRTOM001,14,6,2,42,0,0
20,1968,MCCADON002,13,1,0,0,0,0
20,1968,PARKDAV003,10,1,0,0,0,0
20,1967,CUOZGAR001,13,260,134,1562,7,12
20,1967,KILMBIL001,10,204,97,1341,6,11
20,1967,WOODGAR001,2,11,5,62,0,0
20,1967,BARRTOM001,14,2,0,0,0,0
20,1967,MCNETOM001,14,1,1,24,0,0
21,2018,MANNELI001,16,576,380,4299,21,11
21,2018,LAULKYL001,2,5,0,0,0,1
21,2018,BECKODE001,12,2,2,106,2,0
21,2017,MANNELI001,15,571,352,3468,19,13
21,2017,SMITGEN002,2,36,21,212,1,0
21,2017,VERESHA001,16,1,0,0,0,1
21,2016,MANNELI001,16,598,377,4027,26,16
21,2016,BECKODE001,16,0,0,0,0,0
21,2015,MANNELI001,16,618,387,4436,35,14
21,2015,NASSRYA001,1,5,5,68,1,0
21,2014,MANNELI001,16,601,379,4410,30,14
21,2014,NASSRYA001,4,5,4,60,0,0
21,2014,BECKODE001,12,1,0,0,0,0
21,2013,MANNELI001,16,551,317,3818,18,27
21,2013,PAINCUR001,3,16,8,57,0,2
21,2012,MANNELI001,16,536,321,3948,26,15
21,2012,CARRDAV001,2,3,2,19,0,0
21,2011,MANNELI001,16,589,359,4933,29,16
21,2010,MANNELI001,16,539,339,4002,31,25
21,2009,MANNELI001,16,509,317,4021,27,14
21,2009,CARRDAV001,6,33,21,225,1,0
21,2008,MANNELI001,16,479,289,3238,21,10
21,2008,CARRDAV001,3,12,9,115,2,0
21,2007,MANNELI001,16,529,297,3336,23,20
21,2007,LOREJAR001,2,8,4,28,0,0
21,2007,WRIGANT001,3,7,1,12,0,0
21,2006,MANNELI001,16,522,301,3244,24,18
21,2006,FEAGJEF001,16,1,0,0,0,0
21,2005,MANNELI001,16,557,294,3762,24,17
21,2005,BARBTIK001,16,1,0,0,0,0
21,2004,WARNKUR001,10,277,174,2054,6,4
21,2004,MANNELI001,9,197,95,1043,6,9
21,2004,FEAGJEF001,16,1,0,0,0,0
21,2003,COLLKER001,13,500,284,3110,13,16
21,2003,PALMJES001,6,116,60,532,3,4
21,2002,COLLKER001,16,545,335,4073,19,14
21,2002,PALMJES001,2,4,3,30,0,0
21,2001,COLLKER001,16,568,327,3764,19,16
21,2000,COLLKER001,16,529,311,3610,22,13
21,1999,COLLKER001,10,331,190,2318,8,11
21,1999,GRAHKEN002,9,271,160,1697,9,9
21,1998,KANEDAN001,10,299,160,1603,11,10
21,1998,GRAHKEN002,11,205,105,1219,7,5
21,1998,CHERMIK001,1,1,0,0,0,0
21,1998,MAYNBRA001,16,1,0,0,0,0
21,1998,TOOMAMA001,16,1,0,0,0,0
21,1997,KANEDAN001,16,294,156,1740,11,9
21,1997,BROWDAV004,7,180,93,1023,5,3
21,1996,BROWDAV004,16,398,214,2412,12,20
21,1996,KANEDAN001,4,60,23,227,1,1
21,1996,WHEATYR001,14,1,1,24,1,0
21,1995,BROWDAV004,16,456,254,2814,11,10
21,1995,MADDTOM001,16,23,6,49,0,3
21,1994,BROWDAV004,15,350,201,2536,12,16
21,1994,GRAHKEN002,13,53,24,295,3,2
21,1994,MEGGDAV001,16,2,1,16,1,0
21,1994,MARSART001,16,0,0,0,0,0
21,1993,SIMMPHI001,16,400,247,3038,15,9
21,1993,GRAHKEN002,9,22,8,79,0,0
21,1993,MEGGDAV001,16,2,2,63,2,0
21,1992,HOSTJEF001,13,192,103,1225,8,3
21,1992,SIMMPHI001,4,137,83,912,5,3
21,1992,GRAHKEN002,6,97,42,470,1,4
21,1992,BROWDAV004,2,7,4,21,0,0
21,1991,HOSTJEF001,12,285,179,2032,5,4
21,1991,SIMMPHI001,6,141,82,993,8,4
21,1991,INGRMAR001,16,1,0,0,0,0
21,1991,MEGGDAV001,16,1,0,0,0,0
21,1990,SIMMPHI001,14,311,184,2284,15,4
21,1990,HOSTJEF001,16,87,47,614,3,1
21,1989,SIMMPHI001,15,405,228,3061,14,14
21,1989,HOSTJEF001,16,39,20,294,3,2
21,1988,SIMMPHI001,15,479,263,3359,21,11
21,1988,HOSTJEF001,16,29,16,244,1,2
21,1988,RUTLJEF001,1,17,11,113,0,1
21,1987,SIMMPHI001,9,282,163,2230,17,9
21,1987,RUTLJEF001,13,155,79,1048,5,11
21,1987,BUSCMIK001,2,47,17,278,3,2
21,1987,CROCJIM001,1,15,6,89,1,0
21,1986,SIMMPHI001,16,468,259,3487,21,22
21,1986,RUTLJEF001,16,3,1,13,1,0
21,1986,GALBTON001,16,1,0,0,0,0
21,1985,SIMMPHI001,16,495,275,3829,22,20
21,1985,ADAMGEO001,16,1,0,0,0,0
21,1985,LANDSEA001,16,1,0,0,0,0
21,1984,SIMMPHI001,16,533,286,4044,22,18
21,1984,GALBTON001,16,1,1,13,0,0
21,1984,RUTLJEF001,16,1,1,9,0,0
21,1983,BRUNSCO001,16,386,190,2516,9,22
21,1983,RUTLJEF001,4,174,87,1208,3,8
21,1983,SIMMPHI001,2,13,7,130,0,1
21,1983,JENNDAV001,16,1,0,0,0,0
21,1983,MISTJOH001,16,1,0,0,0,0
21,1982,BRUNSCO001,9,298,161,2017,10,9
21,1981,SIMMPHI001,10,316,172,2031,11,9
21,1981,BRUNSCO001,16,190,79,978,5,11
21,1980,SIMMPHI001,13,402,193,2321,15,19
21,1980,BRUNSCO001,16,112,52,610,4,6
21,1980,JENNDAV001,16,0,0,0,0,0
21,1979,SIMMPHI001,12,265,134,1743,13,14
21,1979,PISAJOE001,4,108,43,537,2,6
21,1979,DEANRAN001,16,26,11,91,0,2
21,1979,JENNDAV001,16,2,2,48,0,0
21,1978,PISAJOE001,15,301,143,2096,12,23
21,1978,GOLSJER001,7,40,12,110,0,1
21,1978,DEANRAN001,6,39,19,188,1,3
21,1978,MALLLAR001,16,1,1,35,0,0
21,1978,JENNDAV001,16,1,1,-1,0,0
21,1977,PISAJOE001,13,241,103,1346,4,14
21,1977,GOLSJER001,6,70,31,416,2,8
21,1976,MORTCRA001,12,284,153,1865,9,20
21,1976,SNEANOR001,3,42,22,239,0,4
21,1975,MORTCRA001,14,363,186,2359,11,16
21,1975,SUMMCAR001,3,16,7,98,0,2
21,1974,MORTCRA001,8,237,122,1510,9,13
21,1974,SNEANOR001,5,111,67,615,3,7
21,1974,DELGJIM001,4,32,12,165,0,3
21,1974,SUMMCAR001,7,13,6,59,0,3
21,1973,SNEANOR001,10,235,131,1483,7,22
21,1973,JOHNRAN002,9,177,99,1279,7,8
21,1972,SNEANOR001,14,325,196,2307,17,12
21,1972,JOHNRAN002,4,17,10,230,3,3
21,1972,BLANTOM001,14,1,0,0,0,0
21,1972,JOHNRON001,14,1,0,0,0,0
21,1971,TARKFRA001,13,386,226,2567,11,21
21,1971,JOHNRAN002,5,74,41,477,3,3
21,1971,BLANTOM001,14,1,1,18,0,0
21,1971,DUHOBOB001,13,1,0,0,0,1
21,1970,TARKFRA001,14,389,219,2777,19,12
21,1970,SHINDIC001,14,12,9,87,0,0
21,1970,DUHOBOB001,14,2,2,28,0,0
21,1969,TARKFRA001,14,409,220,2918,23,8
21,1969,WOODGAR001,12,16,10,106,1,0
21,1969,PLUMMIL001,1,9,3,37,0,0
21,1969,KOYAERN001,14,1,1,15,0,0
21,1968,TARKFRA001,14,337,182,2555,21,12
21,1968,WOODGAR001,14,24,9,123,0,5
21,1968,KOYAERN001,13,3,2,13,0,0
21,1968,DUHOBOB001,13,2,2,24,0,0
21,1967,TARKFRA001,14,377,204,3088,29,19
21,1967,MORREAR001,8,24,13,181,3,1
21,1967,KOYAERN001,14,4,3,101,1,0
21,1967,MORRJOE002,13,1,1,12,0,0
21,1966,WOODGAR001,14,170,81,1142,6,13
21,1966,MORREAR001,7,151,71,1105,7,12
21,1966,KENNTOM002,6,100,55,748,7,6
21,1966,KOYAERN001,13,2,0,0,0,0
21,1966,LEWIDAN001,13,1,1,4,0,0
21,1965,MORREAR001,14,302,155,2446,22,12
21,1965,WOODGAR001,9,36,15,190,1,2
21,1965,KOYAERN001,13,2,0,0,0,1
21,1965,THURSTE001,14,1,1,49,0,0
21,1965,FREDTUC001,13,1,0,0,0,1
21,1964,TITTYAA001,14,281,147,1798,10,22
21,1964,WOODGAR001,12,143,66,952,6,3
21,1964,THURSTE001,11,5,3,65,0,0
21,1964,GIFFFRA001,13,1,1,33,0,0
21,1964,JAMEDIC001,14,1,0,0,0,1
21,1963,TITTYAA001,13,367,221,3145,36,14
21,1963,GRIFGLY001,13,40,16,306,3,4
21,1963,GUGLRAL001,2,17,5,89,0,3
21,1963,MORRJOE002,14,2,1,18,0,0
21,1962,TITTYAA001,14,375,200,3224,33,20
21,1962,GUGLRAL001,14,31,14,210,2,1
21,1962,GIFFFRA001,14,2,1,12,0,0
21,1962,GAITBOB001,2,2,0,0,0,0
21,1962,DUDLPAU001,11,1,0,0,0,1
21,1961,TITTYAA001,13,285,163,2272,17,12
21,1961,CONECHA001,13,106,44,634,7,8
21,1961,GROSLEE002,4,22,5,87,1,3
21,1961,GAITBOB001,14,3,3,42,2,0
21,1960,SHAWGEO001,9,155,76,1263,11,13
