boxscoreid,season,Player,playerid,home,fid,kr,kryds,krtd,pr,pryds,prtd
201209231514,2012,Cassius Vaughn,VAUGCAS001,TRUE,14,4,113,0,,,
201209231131,2012,Stefan Logan,LOGASTE001,FALSE,11,2,42,0,,,
201209231131,2012,Darius Reynaud,REYNDAR001,TRUE,31,4,174,1,3,8,0
201209231131,2012,Tommie Campbell,CAMPTOM001,TRUE,31,,,,0,65,1
201209232217,2012,Jeremy Kerley,KERLJER001,FALSE,22,,,,3,45,0
201209232217,2012,Joe McKnight,MCKNJOE001,FALSE,22,3,62,0,,,
201209232217,2012,Marcus Thigpen,THIGMAR001,TRUE,17,4,92,0,2,9,0
201209232217,2012,Davone Bess,BESSDAV001,TRUE,17,,,,1,10,0
201209230732,2012,Brandon Tate,TATEBRA001,FALSE,7,2,45,0,2,16,0
201209230732,2012,Adam Jones,JONEADA001,FALSE,7,1,18,0,2,8,0
201209230732,2012,Brandon Banks,BANKBRA001,TRUE,32,3,100,0,1,-1,0
201209232906,2012,Danny Amendola,AMENDAN001,FALSE,29,,,,2,20,0
201209232906,2012,Isaiah Pead,PEADISA001,FALSE,29,1,24,0,,,
201209232906,2012,Devin Hester,HESTDEV001,TRUE,6,3,85,0,3,39,0
201209233009,2012,Jordan Shipley,SHIPJOR001,FALSE,30,,,,3,10,0
201209233009,2012,Arrelious Benn,BENNARR001,FALSE,30,1,15,0,,,
201209233009,2012,Dez Bryant,BRYADEZ001,TRUE,9,,,,3,43,0
201209233009,2012,Felix Jones,JONEFEL001,TRUE,9,1,18,0,,,
201209232718,2012,Kyle Williams,WILLKYL003,FALSE,27,2,144,0,2,24,0
201209232718,2012,Kendall Hunter,HUNTKEN001,FALSE,27,2,49,0,,,
201209232718,2012,Percy Harvin,HARVPER001,TRUE,18,3,74,0,,,
201209230226,2012,Dominique Franks,FRANDOM001,FALSE,2,,,,2,34,0
201209230226,2012,Eddie Royal,ROYAEDD001,TRUE,26,,,,1,3,0
201209230226,2012,Micheal Spurlock,SPURMIC001,TRUE,26,,,,1,8,0
201209230226,2012,Richard Goodman,GOODRIC001,TRUE,26,1,31,0,,,
201209232401,2012,Damaris Johnson,JOHNDAM001,FALSE,24,,,,2,16,0
201209232401,2012,Brandon Boykin,BOYKBRA001,FALSE,24,3,66,0,,,
201209232401,2012,Patrick Peterson,PETEPAT001,TRUE,1,,,,5,52,0
201209232401,2012,LaRod Stephens-Howling,STEPLAR002,TRUE,1,1,12,0,,,
201209232523,2012,Antonio Brown,BROWANT003,FALSE,25,,,,2,22,0
201209232523,2012,Chris Rainey,RAINCHR001,FALSE,25,2,44,0,,,
201209232523,2012,Phillip Adams,ADAMPHI001,TRUE,23,,,,1,5,0
201209232523,2012,Mike Goodson,GOODMIK001,TRUE,23,1,51,0,,,
201209232523,2012,Marcel Reece,REECMAR001,TRUE,23,1,36,0,,,
201209231310,2012,Trindon Holliday,HOLLTRI001,FALSE,13,,,,4,19,0
201209231310,2012,James Casey,CASEJAM001,FALSE,13,1,0,0,,,
201209231310,2012,Jim Leonhard,LEONJIM004,TRUE,10,1,18,0,3,16,0
201209231310,2012,Eric Decker,DECKERI001,TRUE,10,,,,1,13,0
201209231310,2012,Omar Bolden,BOLDOMA001,TRUE,10,3,66,0,,,
201209231903,2012,Julian Edelman,EDELJUL001,FALSE,19,,,,1,11,0
201209231903,2012,Devin McCourty,MCCODEV001,FALSE,19,1,24,0,,,
201209231903,2012,Jacoby Jones,JONEJAC001,TRUE,3,,,,2,19,0
201209231903,2012,Deonte Thompson,THOMDEO001,TRUE,3,3,81,0,,,
201209231903,2012,Dennis Pitta,PITTDEN001,TRUE,3,1,0,0,,,
201209241228,2012,Randall Cobb,COBBRAN001,FALSE,12,1,23,0,3,12,0
201209241228,2012,Leon Washington,WASHLEO001,TRUE,28,2,42,0,2,5,0
201209270803,2012,Travis Benjamin,BENJTRA001,FALSE,8,2,47,0,1,40,0
201209270803,2012,Josh Cribbs,CRIBJOS001,FALSE,8,,,,1,14,0
201209270803,2012,Jacoby Jones,JONEJAC001,TRUE,3,,,,1,0,0
201209270803,2012,Deonte Thompson,THOMDEO001,TRUE,3,3,68,0,,,
201209302829,2012,Leon Washington,WASHLEO001,FALSE,28,1,69,0,2,1,0
201209302829,2012,Danny Amendola,AMENDAN001,TRUE,29,1,12,0,1,18,0
201209301904,2012,Wes Welker,WELKWES001,FALSE,19,,,,1,14,0
201209301904,2012,Devin McCourty,MCCODEV001,FALSE,19,1,20,0,,,
201209301904,2012,Leodis McKelvin,MCKELEO001,TRUE,4,1,26,0,,,
201209301811,2012,Marcus Sherels,SHERMAR001,FALSE,18,,,,1,77,1
201209301811,2012,Christian Ballard,BALLCHR001,FALSE,18,1,4,0,,,
201209301811,2012,Percy Harvin,HARVPER001,FALSE,18,1,105,1,,,
201209301811,2012,Stefan Logan,LOGASTE001,TRUE,11,,,,3,35,0
201209303113,2012,Darius Reynaud,REYNDAR001,FALSE,31,4,89,0,3,9,0
201209303113,2012,Craig Stevens,STEVCRA001,FALSE,31,1,18,0,,,
201209303113,2012,Trindon Holliday,HOLLTRI001,TRUE,13,2,56,0,4,34,0
201209300502,2012,Captain Munnerlyn,MUNNCAP001,FALSE,5,,,,3,23,0
201209300502,2012,Kealoha Pilares,PILAKEA001,FALSE,5,2,55,0,,,
201209300502,2012,Dominique Franks,FRANDOM001,TRUE,2,,,,2,17,0
201209300502,2012,Jacquizz Rodgers,RODGJAC001,TRUE,2,1,27,0,,,
201209302616,2012,Eddie Royal,ROYAEDD001,FALSE,26,,,,1,0,0
201209302616,2012,Richard Goodman,GOODRIC001,FALSE,26,2,53,0,,,
201209302616,2012,Javier Arenas,ARENJAV001,TRUE,16,,,,3,39,0
201209302616,2012,Shaun Draughn,DRAUSHA001,TRUE,16,3,76,0,,,
201209302616,2012,Cyrus Gray,GRAYCYR001,TRUE,16,1,33,0,,,
201209302722,2012,Ted Ginn,GINNTED001,FALSE,27,,,,4,40,0
201209302722,2012,Kyle Williams,WILLKYL003,FALSE,27,1,25,0,,,
201209302722,2012,Joe McKnight,MCKNJOE001,TRUE,22,2,73,0,,,
201209302310,2012,Jim Leonhard,LEONJIM004,TRUE,10,,,,5,42,0
201209302310,2012,Omar Bolden,BOLDOMA001,TRUE,10,1,16,0,,,
201209300715,2012,Brandon Tate,TATEBRA001,FALSE,7,,,,3,33,0
201209300715,2012,Jalen Parmele,PARMJAL001,TRUE,15,2,43,0,,,
201209300715,2012,Rashad Jennings,JENNRAS001,TRUE,15,1,27,0,,,
201209301701,2012,Marcus Thigpen,THIGMAR001,FALSE,17,1,23,0,1,0,0
201209301701,2012,Davone Bess,BESSDAV001,FALSE,17,,,,1,9,0
201209301701,2012,Patrick Peterson,PETEPAT001,TRUE,1,,,,4,18,0
201209301701,2012,William Powell,POWEWIL001,TRUE,1,3,90,0,,,
201209303230,2012,Brandon Banks,BANKBRA001,FALSE,32,,,,3,17,0
201209303230,2012,Niles Paul,PAULNIL001,FALSE,32,2,42,0,,,
201209303230,2012,Roscoe Parrish,PARRROS001,TRUE,30,,,,4,36,0
201209303230,2012,Vincent Jackson,JACKVIN001,TRUE,30,1,2,0,,,
201209302012,2012,Darren Sproles,SPRODAR001,FALSE,20,3,91,0,1,4,0
201209302012,2012,Randall Cobb,COBBRAN001,TRUE,12,3,88,0,,,
201209302124,2012,Rueben Randle,RANDRUE001,FALSE,21,,,,3,29,0
201209302124,2012,David Wilson,WILSDAV003,FALSE,21,6,217,0,,,
201209302124,2012,Damaris Johnson,JOHNDAM001,TRUE,24,,,,1,3,0
201209302124,2012,Brandon Boykin,BOYKBRA001,TRUE,24,3,50,0,,,
201210010609,2012,Devin Hester,HESTDEV001,FALSE,6,2,50,0,1,8,0
201210010609,2012,Corey Wootton,WOOTCOR001,FALSE,6,1,0,0,,,
201210010609,2012,Felix Jones,JONEFEL001,TRUE,9,2,48,0,,,
201210040129,2012,Patrick Peterson,PETEPAT001,FALSE,1,,,,5,76,0
201210040129,2012,Janoris Jenkins,JENKJAN001,TRUE,29,,,,3,22,0
201210040129,2012,Danny Amendola,AMENDAN001,TRUE,29,,,,1,14,0
201210040129,2012,Chris Givens,GIVECHR002,TRUE,29,1,36,0,,,
201210070316,2012,Jacoby Jones,JONEJAC001,FALSE,3,,,,1,10,0
201210070316,2012,Deonte Thompson,THOMDEO001,FALSE,3,2,52,0,,,
201210070316,2012,Javier Arenas,ARENJAV001,TRUE,16,,,,4,8,0
201210070316,2012,Terrance Copper,COPPTER001,TRUE,16,,,,1,25,0
201210070316,2012,Shaun Draughn,DRAUSHA001,TRUE,16,3,82,0,,,
201210072425,2012,Damaris Johnson,JOHNDAM001,FALSE,24,,,,1,13,0
201210072425,2012,Brandon Boykin,BOYKBRA001,FALSE,24,3,65,0,,,
201210072425,2012,Antonio Brown,BROWANT003,TRUE,25,,,,1,7,0
201210072425,2012,Chris Rainey,RAINCHR001,TRUE,25,2,57,0,,,
201210070821,2012,Josh Cribbs,CRIBJOS001,FALSE,8,6,221,0,1,12,0
201210070821,2012,Rueben Randle,RANDRUE001,TRUE,21,,,,1,8,0
201210070821,2012,David Wilson,WILSDAV003,TRUE,21,4,54,0,,,
201210070821,2012,Andre Brown,BROWAND002,TRUE,21,1,13,0,,,
201210071214,2012,Randall Cobb,COBBRAN001,FALSE,12,3,95,0,4,19,0
201210071214,2012,T.Y. Hilton,HILTTYA001,TRUE,14,,,,2,13,0
201210071707,2012,Marcus Thigpen,THIGMAR001,FALSE,17,1,30,0,2,15,0
201210071707,2012,Reshad Jones,JONERES001,FALSE,17,,,,1,0,0
201210071707,2012,Adam Jones,JONEADA001,TRUE,7,1,15,0,2,25,0
201210071707,2012,Brandon Tate,TATEBRA001,TRUE,7,1,34,0,,,
201210070232,2012,Dominique Franks,FRANDOM001,FALSE,2,,,,2,2,0
201210070232,2012,Jacquizz Rodgers,RODGJAC001,FALSE,2,2,36,0,,,
201210070232,2012,Brandon Banks,BANKBRA001,TRUE,32,4,113,0,3,22,0
201210072805,2012,Leon Washington,WASHLEO001,FALSE,28,2,45,0,5,39,0
201210072805,2012,Doug Baldwin,BALDDOU001,FALSE,28,1,3,0,,,
201210072805,2012,Captain Munnerlyn,MUNNCAP001,TRUE,5,1,17,0,1,13,0
201210072805,2012,Kealoha Pilares,PILAKEA001,TRUE,5,3,64,0,,,
201210070615,2012,Devin Hester,HESTDEV001,FALSE,6,1,28,0,4,8,0
201210070615,2012,Rashad Jennings,JENNRAS001,TRUE,15,3,65,0,,,
201210073118,2012,Darius Reynaud,REYNDAR001,FALSE,31,2,61,0,2,25,0
201210073118,2012,Marcus Sherels,SHERMAR001,TRUE,18,,,,2,-1,0
201210071019,2012,Omar Bolden,BOLDOMA001,FALSE,10,3,61,0,,,
201210071019,2012,Chris Gronkowski,GRONCHR001,FALSE,10,1,0,0,,,
201210071019,2012,Wes Welker,WELKWES001,TRUE,19,,,,1,5,0
201210071019,2012,Rob Gronkowski,GRONROB001,TRUE,19,1,0,0,,,
201210071019,2012,Devin McCourty,MCCODEV001,TRUE,19,1,23,0,,,
201210070427,2012,Leodis McKelvin,MCKELEO001,FALSE,4,1,59,0,1,28,0
201210070427,2012,Brad Smith,SMITBRA002,FALSE,4,1,28,0,,,
201210070427,2012,Ted Ginn,GINNTED001,TRUE,27,,,,3,19,0
201210070427,2012,Kyle Williams,WILLKYL003,TRUE,27,2,45,0,,,
201210072620,2012,Eddie Royal,ROYAEDD001,FALSE,26,,,,2,16,0
201210072620,2012,Richard Goodman,GOODRIC001,FALSE,26,5,127,0,,,
201210072620,2012,Darren Sproles,SPRODAR001,TRUE,20,2,49,0,2,2,0
201210081322,2012,Trindon Holliday,HOLLTRI001,FALSE,13,3,33,0,1,3,0
201210081322,2012,Joe McKnight,MCKNJOE001,TRUE,22,4,141,1,,,
201210081322,2012,Eric Smith,SMITERI003,TRUE,22,1,19,0,,,
201210112531,2012,Antonio Brown,BROWANT003,FALSE,25,,,,3,10,0
201210112531,2012,Chris Rainey,RAINCHR001,FALSE,25,3,97,0,1,7,0
201210112531,2012,Darius Reynaud,REYNDAR001,TRUE,31,5,131,0,1,9,0
201210142917,2012,Janoris Jenkins,JENKJAN001,FALSE,29,,,,6,21,0
201210142917,2012,Chris Givens,GIVECHR002,FALSE,29,1,20,0,,,
201210142917,2012,Brit Miller,MILLBRI001,FALSE,29,1,13,0,,,
201210142917,2012,Marcus Thigpen,THIGMAR001,TRUE,17,2,69,0,,,
201210141630,2012,Javier Arenas,ARENJAV001,FALSE,16,,,,2,11,0
201210141630,2012,Roscoe Parrish,PARRROS001,TRUE,30,,,,3,21,0
201210141630,2012,Arrelious Benn,BENNARR001,TRUE,30,2,36,0,,,
201210142302,2012,Phillip Adams,ADAMPHI001,FALSE,23,,,,1,0,0
201210142302,2012,Denarius Moore,MOORDEN001,FALSE,23,,,,1,0,0
201210142302,2012,Mike Goodson,GOODMIK001,FALSE,23,2,25,0,,,
201210142302,2012,Jacquizz Rodgers,RODGJAC001,TRUE,2,1,29,0,,,
201210140903,2012,Dez Bryant,BRYADEZ001,FALSE,9,,,,1,10,0
201210140903,2012,Dwayne Harris,HARRDWA001,FALSE,9,,,,1,0,0
201210140903,2012,Lawrence Vickers,VICKLAW001,FALSE,9,1,14,0,,,
201210140903,2012,Jacoby Jones,JONEJAC001,TRUE,3,3,159,1,,,
201210141422,2012,LaVon Brazill,BRAZLAV001,FALSE,14,2,35,0,,,
201210141422,2012,Cassius Vaughn,VAUGCAS001,FALSE,14,2,36,0,,,
201210141422,2012,Antonio Cromartie,CROMANT001,TRUE,22,1,20,0,,,
201210141422,2012,Joe McKnight,MCKNJOE001,TRUE,22,1,34,0,,,
201210140708,2012,Brandon Tate,TATEBRA001,FALSE,7,3,61,0,4,58,0
201210140708,2012,Cedric Peerman,PEERCED001,FALSE,7,1,19,0,,,
201210140708,2012,Josh Cribbs,CRIBJOS001,TRUE,8,2,63,0,2,60,0
201210141124,2012,Stefan Logan,LOGASTE001,FALSE,11,2,26,0,4,72,0
201210141124,2012,Mardy Gilyard,GILYMAR001,TRUE,24,,,,2,15,0
201210141124,2012,DeSean Jackson,JACKDES001,TRUE,24,,,,1,-3,0
201210141124,2012,Brandon Boykin,BOYKBRA001,TRUE,24,5,122,0,,,
201210141928,2012,Wes Welker,WELKWES001,FALSE,19,,,,4,68,0
201210141928,2012,Danny Woodhead,WOODDAN001,FALSE,19,2,43,0,,,
201210141928,2012,Leon Washington,WASHLEO001,TRUE,28,2,40,0,2,29,0
201210140401,2012,Leodis McKelvin,MCKELEO001,FALSE,4,2,55,0,2,10,0
201210140401,2012,Brad Smith,SMITBRA002,FALSE,4,1,31,0,,,
201210140401,2012,Lee Smith,SMITLEE001,FALSE,4,1,0,0,,,
201210140401,2012,Patrick Peterson,PETEPAT001,TRUE,1,,,,3,36,0
201210140401,2012,William Powell,POWEWIL001,TRUE,1,2,49,0,,,
201210142127,2012,Rueben Randle,RANDRUE001,FALSE,21,,,,2,2,0
201210142127,2012,David Wilson,WILSDAV003,FALSE,21,2,93,0,,,
201210142127,2012,Ted Ginn,GINNTED001,TRUE,27,,,,2,22,0
201210142127,2012,Kyle Williams,WILLKYL003,TRUE,27,6,116,0,,,
201210141832,2012,Marcus Sherels,SHERMAR001,FALSE,18,,,,1,-2,0
201210141832,2012,Percy Harvin,HARVPER001,FALSE,18,3,100,0,,,
201210141832,2012,Brandon Banks,BANKBRA001,TRUE,32,,,,1,1,0
201210141213,2012,Randall Cobb,COBBRAN001,FALSE,12,3,86,0,3,23,0
201210141213,2012,Keshawn Martin,MARTKES001,TRUE,13,3,65,0,1,19,0
201210151026,2012,Trindon Holliday,HOLLTRI001,FALSE,10,,,,2,12,0
201210151026,2012,Omar Bolden,BOLDOMA001,FALSE,10,4,68,0,,,
201210151026,2012,Eddie Royal,ROYAEDD001,TRUE,26,,,,3,14,0
201210151026,2012,Eric Weddle,WEDDERI001,TRUE,26,,,,1,0,0
201210151026,2012,Richard Goodman,GOODRIC001,TRUE,26,4,115,0,,,
201210151026,2012,Curtis Brinkley,BRINCUR001,TRUE,26,1,11,0,,,
201210182827,2012,Leon Washington,WASHLEO001,FALSE,28,,,,2,5,0
201210182827,2012,Ted Ginn,GINNTED001,TRUE,27,2,41,0,3,70,0
201210211229,2012,Randall Cobb,COBBRAN001,FALSE,12,1,23,0,1,15,0
201210211229,2012,Chris Givens,GIVECHR002,TRUE,29,2,50,0,,,
201210211229,2012,Isaiah Pead,PEADISA001,TRUE,29,1,32,0,,,
201210212030,2012,Darren Sproles,SPRODAR001,FALSE,20,,,,1,15,0
201210212030,2012,Roscoe Parrish,PARRROS001,TRUE,30,,,,2,15,0
201210212030,2012,Arrelious Benn,BENNARR001,TRUE,30,1,16,0,,,
201210210814,2012,Josh Cribbs,CRIBJOS001,FALSE,8,2,55,0,2,12,0
201210210814,2012,T.Y. Hilton,HILTTYA001,TRUE,14,,,,1,8,0
201210210814,2012,Mewelde Moore,MOORMEW001,TRUE,14,1,24,0,,,
201210213104,2012,Darius Reynaud,REYNDAR001,FALSE,31,5,116,0,,,
201210213104,2012,Leodis McKelvin,MCKELEO001,TRUE,4,2,75,0,,,
201210213104,2012,Brad Smith,SMITBRA002,TRUE,4,2,109,1,,,
201210210313,2012,Ed Reed,REEDEDA001,FALSE,3,,,,1,1,0
201210210313,2012,Jacoby Jones,JONEJAC001,FALSE,3,6,196,0,,,
201210210313,2012,LaQuan Williams,WILLLAQ001,FALSE,3,1,5,0,,,
201210210313,2012,Keshawn Martin,MARTKES001,TRUE,13,1,17,0,4,9,0
201210210905,2012,Dez Bryant,BRYADEZ001,FALSE,9,,,,3,17,0
201210210905,2012,Captain Munnerlyn,MUNNCAP001,TRUE,5,,,,4,4,0
201210210905,2012,Kealoha Pilares,PILAKEA001,TRUE,5,2,48,0,,,
201210213221,2012,Brandon Banks,BANKBRA001,FALSE,32,,,,1,12,0
201210213221,2012,Josh Wilson,WILSJOS001,FALSE,32,,,,1,1,0
201210213221,2012,Niles Paul,PAULNIL001,FALSE,32,1,17,0,,,
201210213221,2012,David Wilson,WILSDAV003,TRUE,21,4,106,0,,,
201210210118,2012,Patrick Peterson,PETEPAT001,FALSE,1,,,,4,7,0
201210210118,2012,William Powell,POWEWIL001,FALSE,1,1,13,0,,,
201210210118,2012,Marcus Sherels,SHERMAR001,TRUE,18,,,,1,0,0
201210210118,2012,Percy Harvin,HARVPER001,TRUE,18,2,47,0,,,
201210211523,2012,Micheal Spurlock,SPURMIC001,FALSE,15,2,40,0,4,44,0
201210211523,2012,Mike Thomas,THOMMIK003,FALSE,15,1,14,0,,,
201210211523,2012,Phillip Adams,ADAMPHI001,TRUE,23,,,,4,6,0
201210211523,2012,Denarius Moore,MOORDEN001,TRUE,23,,,,1,0,0
201210211523,2012,Mike Goodson,GOODMIK001,TRUE,23,4,99,0,,,
201210212219,2012,Jeremy Kerley,KERLJER001,FALSE,22,,,,3,22,0
201210212219,2012,Joe McKnight,MCKNJOE001,FALSE,22,4,116,0,,,
201210212219,2012,Wes Welker,WELKWES001,TRUE,19,1,17,0,2,21,0
201210212219,2012,Devin McCourty,MCCODEV001,TRUE,19,6,199,1,,,
201210212219,2012,Julian Edelman,EDELJUL001,TRUE,19,1,6,0,,,
201210212507,2012,Antonio Brown,BROWANT003,FALSE,25,,,,3,10,0
201210212507,2012,Chris Rainey,RAINCHR001,FALSE,25,4,122,0,,,
201210212507,2012,Adam Jones,JONEADA001,TRUE,7,,,,1,5,0
201210212507,2012,Brandon Tate,TATEBRA001,TRUE,7,3,109,0,,,
201210212507,2012,Cedric Peerman,PEERCED001,TRUE,7,1,18,0,,,
201210212507,2012,Chris Pressley,PRESCHR001,TRUE,7,1,7,0,,,
201210221106,2012,Stefan Logan,LOGASTE001,FALSE,11,2,44,0,6,7,0
201210221106,2012,Earl Bennett,BENNEAR001,TRUE,6,,,,1,2,0
201210221106,2012,Devin Hester,HESTDEV001,TRUE,6,,,,1,5,0
201210221106,2012,Eric Weems,WEEMERI001,TRUE,6,1,27,0,,,
201210253018,2012,Roscoe Parrish,PARRROS001,FALSE,30,,,,3,1,0
201210253018,2012,Marcus Sherels,SHERMAR001,TRUE,18,,,,3,31,0
201210253018,2012,Percy Harvin,HARVPER001,TRUE,18,1,43,0,,,
201210283225,2012,Brandon Banks,BANKBRA001,FALSE,32,4,97,0,2,34,0
201210283225,2012,Antonio Brown,BROWANT003,TRUE,25,,,,3,25,0
201210283225,2012,Chris Rainey,RAINCHR001,TRUE,25,2,43,0,,,
201210283225,2012,Will Johnson,JOHNWIL002,TRUE,25,1,8,0,,,
201210280224,2012,Dominique Franks,FRANDOM001,FALSE,2,,,,1,11,0
201210280224,2012,Jacquizz Rodgers,RODGJAC001,FALSE,2,2,30,0,,,
201210280224,2012,Brandon Boykin,BOYKBRA001,TRUE,24,4,89,0,1,7,0
201210280224,2012,Chris Polk,POLKCHR001,TRUE,24,1,0,0,,,
201210282811,2012,Leon Washington,WASHLEO001,FALSE,28,3,68,0,3,29,0
201210282811,2012,Ben Obomanu,OBOMBEN001,FALSE,28,1,0,0,,,
201210282811,2012,Stefan Logan,LOGASTE001,TRUE,11,1,21,0,1,6,0
201210280506,2012,Devin Hester,HESTDEV001,TRUE,6,,,,2,11,0
201210280506,2012,Armando Allen,ALLEARM001,TRUE,6,2,10,0,,,
201210280506,2012,Kyle Adams,ADAMKYL001,TRUE,6,1,8,0,,,
201210280506,2012,Earl Bennett,BENNEAR001,TRUE,6,1,18,0,,,
201210280506,2012,Craig Steltz,STELCRA001,TRUE,6,1,5,0,,,
201210280506,2012,Eric Weems,WEEMERI001,TRUE,6,1,3,0,,,
201210280506,2012,Corey Wootton,WOOTCOR001,TRUE,6,1,0,0,,,
201210281512,2012,Micheal Spurlock,SPURMIC001,FALSE,15,2,35,0,1,0,0
201210281512,2012,Keith Toston,TOSTKEI001,FALSE,15,2,49,0,,,
201210281512,2012,Randall Cobb,COBBRAN001,TRUE,12,2,57,0,1,0,0
201210281722,2012,Marcus Thigpen,THIGMAR001,FALSE,17,2,78,0,2,26,0
201210281722,2012,Clyde Gates,GATECLY001,TRUE,22,2,63,0,,,
201210281722,2012,Joe McKnight,MCKNJOE001,TRUE,22,1,24,0,,,
201210281722,2012,Konrad Reuland,REULKON001,TRUE,22,1,14,0,,,
201210281431,2012,T.Y. Hilton,HILTTYA001,FALSE,14,,,,1,13,0
201210281431,2012,Cassius Vaughn,VAUGCAS001,FALSE,14,2,9,0,,,
201210281431,2012,Mewelde Moore,MOORMEW001,FALSE,14,1,19,0,,,
201210281431,2012,Darius Reynaud,REYNDAR001,TRUE,31,1,7,0,1,19,0
201210281929,2012,Julian Edelman,EDELJUL001,FALSE,19,,,,3,16,0
201210281929,2012,Devin McCourty,MCCODEV001,FALSE,19,1,19,0,,,
201210281929,2012,Austin Pettis,PETTAUS001,TRUE,29,,,,1,0,0
201210281929,2012,Chris Givens,GIVECHR002,TRUE,29,2,48,0,,,
201210281929,2012,Isaiah Pead,PEADISA001,TRUE,29,2,39,0,,,
201210281929,2012,Craig Dahl,DAHLCRA001,TRUE,29,1,6,0,,,
201210282608,2012,Eric Weddle,WEDDERI001,FALSE,26,,,,5,46,0
201210282608,2012,Chris Carr,CARRCHR001,FALSE,26,1,11,0,,,
201210282608,2012,Richard Goodman,GOODRIC001,FALSE,26,1,21,0,,,
201210282608,2012,Josh Cribbs,CRIBJOS001,TRUE,8,2,47,0,2,7,0
201210282316,2012,Phillip Adams,ADAMPHI001,FALSE,23,,,,3,38,0
201210282316,2012,Mike Goodson,GOODMIK001,FALSE,23,2,46,0,,,
201210282316,2012,Javier Arenas,ARENJAV001,TRUE,16,,,,5,59,0
201210282316,2012,Shaun Draughn,DRAUSHA001,TRUE,16,2,52,0,,,
201210282109,2012,Rueben Randle,RANDRUE001,FALSE,21,,,,1,1,0
201210282109,2012,David Wilson,WILSDAV003,FALSE,21,4,86,0,,,
201210282109,2012,Dez Bryant,BRYADEZ001,TRUE,9,,,,1,-6,0
201210282109,2012,Dwayne Harris,HARRDWA001,TRUE,9,,,,1,14,0
201210282109,2012,Lance Dunbar,DUNBLAN001,TRUE,9,6,142,0,,,
201210282010,2012,Darren Sproles,SPRODAR001,FALSE,20,,,,1,-1,0
201210282010,2012,Trindon Holliday,HOLLTRI001,TRUE,10,,,,4,43,0
201210282010,2012,Omar Bolden,BOLDOMA001,TRUE,10,1,12,0,,,
201210292701,2012,Ted Ginn,GINNTED001,FALSE,27,1,31,0,5,59,0
201210292701,2012,Patrick Peterson,PETEPAT001,TRUE,1,,,,4,15,0
201211011626,2012,Dexter McCluster,MCCLDEX002,FALSE,16,,,,1,0,0
201211011626,2012,Shaun Draughn,DRAUSHA001,FALSE,16,4,83,0,,,
201211011626,2012,Eric Weddle,WEDDERI001,TRUE,26,,,,1,2,0
201211011626,2012,Curtis Brinkley,BRINCUR001,TRUE,26,1,24,0,,,
201211041714,2012,Marcus Thigpen,THIGMAR001,FALSE,17,3,79,0,1,12,0
201211041714,2012,T.Y. Hilton,HILTTYA001,TRUE,14,,,,4,29,0
201211041714,2012,Tom Zbikowski,ZBIKTOM001,TRUE,14,2,52,0,,,
201211041007,2012,Trindon Holliday,HOLLTRI001,FALSE,10,2,119,1,2,2,0
201211041007,2012,Lance Ball,BALLLAN001,FALSE,10,1,0,0,,,
201211041007,2012,Adam Jones,JONEADA001,TRUE,7,,,,2,-1,0
201211041007,2012,Brandon Tate,TATEBRA001,TRUE,7,3,106,0,1,0,0
201211041007,2012,Chris Pressley,PRESCHR001,TRUE,7,1,8,0,,,
201211040413,2012,Leodis McKelvin,MCKELEO001,FALSE,4,2,37,0,4,37,0
201211040413,2012,Alex Carrington,CARRALE001,FALSE,4,1,0,0,,,
201211040413,2012,Brad Smith,SMITBRA002,FALSE,4,1,15,0,,,
201211040413,2012,Keshawn Martin,MARTKES001,TRUE,13,3,62,0,2,34,0
201211040413,2012,Shiloh Keo,KEOASHI001,TRUE,13,1,0,0,,,
201211040112,2012,Patrick Peterson,PETEPAT001,FALSE,1,,,,4,19,0
201211040112,2012,William Powell,POWEWIL001,FALSE,1,3,61,0,,,
201211040112,2012,Randall Cobb,COBBRAN001,TRUE,12,3,90,0,3,46,0
201211040308,2012,Jacoby Jones,JONEJAC001,FALSE,3,4,80,0,2,7,0
201211040308,2012,Josh Cribbs,CRIBJOS001,TRUE,8,3,74,0,5,54,0
201211041115,2012,Aaron Ross,ROSSAAR001,TRUE,15,,,,1,5,0
201211041115,2012,Micheal Spurlock,SPURMIC001,TRUE,15,,,,1,7,0
201211041115,2012,Jalen Parmele,PARMJAL001,TRUE,15,2,48,0,,,
201211041115,2012,George Selvie,SELVGEO001,TRUE,15,1,0,0,,,
201211040631,2012,Devin Hester,HESTDEV001,FALSE,6,1,26,0,5,69,0
201211040631,2012,Darius Reynaud,REYNDAR001,TRUE,31,7,145,0,,,
201211040532,2012,Captain Munnerlyn,MUNNCAP001,FALSE,5,,,,2,8,0
201211040532,2012,Kealoha Pilares,PILAKEA001,FALSE,5,2,49,0,,,
201211040532,2012,Brandon Banks,BANKBRA001,TRUE,32,3,55,0,2,-4,0
201211043023,2012,Roscoe Parrish,PARRROS001,FALSE,30,,,,3,46,0
201211043023,2012,Arrelious Benn,BENNARR001,FALSE,30,2,59,0,,,
201211043023,2012,Ahmad Black,BLACAHM001,FALSE,30,1,3,0,,,
201211043023,2012,Phillip Adams,ADAMPHI001,TRUE,23,,,,2,0,0
201211043023,2012,Mike Goodson,GOODMIK001,TRUE,23,1,22,0,,,
201211041828,2012,Marcus Sherels,SHERMAR001,FALSE,18,1,24,0,3,1,0
