fid,season,playerid,g,fgm,fga,patm,pata,pt,ptyds
18,1972,EISCMIK001,14,,,,,62,2651
18,1971,COXAFRE001,14,22,32,25,25,,
18,1971,LEEABOB002,14,,,,,89,3515
18,1970,COXAFRE001,14,30,46,35,35,,
18,1970,MCNETOM001,14,,,,,61,2309
18,1969,COXAFRE001,14,26,37,43,43,,
18,1969,LEEABOB002,14,,,,,67,2680
18,1968,COXAFRE001,14,19,29,31,32,,
18,1968,HILLKIN001,8,,,,,33,1354
18,1968,MARTBIL001,14,,,,,28,1046
18,1967,COXAFRE001,14,17,33,26,26,,
18,1967,WALDBOB001,14,,,,,75,3117
18,1966,COXAFRE001,14,18,33,34,34,,
18,1966,WALDBOB001,14,,,,,60,2463
18,1965,COXAFRE001,14,23,35,44,44,,
18,1965,WALDBOB001,14,,,,,51,2146
18,1964,COXAFRE001,14,21,33,40,42,,
18,1964,WALDBOB001,14,,,,,72,3341
18,1963,COXAFRE001,14,12,24,39,39,70,2707
18,1962,CHRIJIM001,14,11,20,28,28,,
18,1962,MERCMIK001,4,,5,3,3,19,827
18,1962,MCCOJOH001,13,,,,,46,1795
18,1961,MERCMIK001,14,9,21,36,37,63,2458
19,2018,GOSTSTE001,16,27,32,49,50,,
19,2018,ALLERYA001,16,,,,,64,2885
19,2017,GOSTSTE001,16,37,40,45,47,,
19,2017,ALLERYA001,16,,,,,58,2515
19,2016,GOSTSTE001,16,27,32,46,49,,
19,2016,ALLERYA001,16,,,,,72,3217
19,2015,GOSTSTE001,16,33,36,52,52,,
19,2015,ALLERYA001,16,,,,,73,3358
19,2014,GOSTSTE001,16,35,37,51,51,,
19,2014,ALLERYA001,16,,,,,66,3060
19,2013,GOSTSTE001,16,38,41,44,44,,
19,2013,ALLERYA001,16,,,,,76,3491
19,2013,BRADTOM001,16,,,,,1,32
19,2012,GOSTSTE001,16,29,35,66,66,,
19,2012,MESKZOL001,16,,,,,60,2585
19,2011,GOSTSTE001,16,28,33,59,59,,
19,2011,MESKZOL001,16,,,,,57,2648
19,2010,GOSTSTE001,8,10,13,26,26,,
19,2010,GRAHSHA001,8,12,12,35,37,,
19,2010,WELKWES001,15,,,1,1,,
19,2010,MESKZOL001,16,,,,,58,2505
19,2009,GOSTSTE001,16,26,31,47,47,,
19,2009,HANSCHR001,16,,,,,56,2221
19,2008,GOSTSTE001,16,36,40,40,40,,
19,2008,HANSCHR001,16,,,,,49,2143
19,2008,CASSMAT001,16,,,,,1,57
19,2007,GOSTSTE001,16,21,24,74,74,,
19,2007,HANSCHR001,16,,,,,44,1821
19,2006,GOSTSTE001,16,20,26,43,44,,
19,2006,MILLJOS001,10,,,,,43,1848
19,2006,WALTKEN001,4,,,,,16,591
19,2006,SAUETOD001,2,,,,,10,408
19,2005,VINAADA001,16,20,25,40,41,,
19,2005,FLUTDOU001,5,,,1,1,,
19,2005,MILLJOS001,16,,,,,76,3431
19,2004,VINAADA001,16,31,33,48,48,,
19,2004,MILLJOS001,16,,,,,56,2350
19,2003,VINAADA001,16,25,34,37,38,,
19,2003,WALTKEN001,15,,,,,76,2865
19,2003,BARNBRO001,1,,,,,10,365
19,2003,BRADTOM001,16,,,,,1,36
19,2002,VINAADA001,16,27,30,36,36,,
19,2002,WALTKEN001,16,,,,,70,2723
19,2001,VINAADA001,16,24,30,41,42,1,33
19,2001,WALTKEN001,11,,,,,49,1964
19,2001,JOHNLEE002,5,,,,,24,1045
19,2000,VINAADA001,16,27,33,25,25,,
19,2000,JOHNLEE002,16,,,,,89,3798
19,1999,VINAADA001,16,26,33,29,30,,
19,1999,JOHNLEE002,16,,,,,90,3735
19,1998,VINAADA001,16,31,39,32,32,,
19,1998,TUPATOM001,16,,,,,74,3294
19,1997,VINAADA001,16,25,29,40,40,,
19,1997,TUPATOM001,16,,,,,78,3569
19,1996,VINAADA001,16,27,35,39,42,1,27
19,1996,TUPATOM001,16,,,,,63,2739
19,1995,BAHRMAT001,16,23,33,27,27,1,29
19,1995,ONEIPAT001,8,,,,,41,1514
19,1995,WAGNBRY001,8,,,,,37,1557
19,1994,BAHRMAT001,16,27,34,36,36,,
19,1994,ONEIPAT001,16,,1,,,69,2841
19,1993,SISSSCO001,13,14,26,15,15,,
19,1993,BAHRMAT001,3,5,5,10,10,,
19,1993,SAXOMIK001,16,,,,,73,3096
19,1992,BAUMCHA001,16,11,17,22,24,,
19,1992,MCCASHA001,16,,,,,103,4227
19,1991,STAUJAS001,9,13,19,10,11,,
19,1991,BAUMCHA001,7,7,10,9,10,,
19,1991,MCCASHA001,13,,,,,66,2650
19,1991,WAGNBRY001,3,,,,,14,548
19,1990,STAUJAS001,16,16,22,19,19,,
19,1990,HANSBRI001,16,,,,,90,3752
19,1989,DAVIGRE001,9,16,23,13,16,,
19,1989,STAUJAS001,7,14,17,14,14,,
19,1989,FEAGJEF001,16,,,,,63,2392
19,1988,GARCTED001,16,6,13,11,16,,
19,1988,STAUJAS001,8,7,11,14,15,,
19,1988,FEAGJEF001,16,,,,,91,3482
19,1987,FRANTON001,14,15,26,37,38,,
19,1987,SCHUERI001,1,1,2,1,1,,
19,1987,CAMARIC001,12,,,,,62,2489
19,1987,HERLALA001,3,,,,,25,861
19,1986,FRANTON001,16,32,41,44,45,,
19,1986,CAMARIC001,16,,,,,89,3746
19,1985,FRANTON001,16,24,30,40,41,,
19,1985,CAMARIC001,16,,,,,92,3953
19,1984,FRANTON001,16,22,28,42,42,,
19,1984,CAMARIC001,7,,,,,48,2020
19,1984,PRESLUK001,9,,,,,44,1884
19,1983,STEIFRE001,9,6,15,16,17,,
19,1983,SMITJOH002,5,3,6,12,15,,
19,1983,ZENDJOA001,2,,1,3,4,,
19,1983,CAMARIC001,16,,,,,81,3615
19,1982,SMITJOH002,4,5,8,6,7,,
19,1982,MILLDAN001,2,2,3,4,5,,
19,1982,ROBIREX001,3,1,2,5,5,,
19,1982,CAMARIC001,9,,,,,49,2140
19,1981,SMITJOH002,16,15,24,37,39,,
19,1981,CAMARIC001,9,,,,,47,1959
19,1981,HUBAMIK001,5,,,,,19,726
19,1981,HARTKEN001,2,,,,,9,266
19,1980,SMITJOH002,16,26,34,51,51,,
19,1980,HUBAMIK001,16,,,,,63,2392
19,1979,SMITJOH002,16,23,33,46,49,,
19,1979,HAREEDD001,16,,,,,83,3038
19,1978,POSEDAV001,11,11,22,29,31,,
19,1978,SMITJOH002,3,1,1,6,7,,
19,1978,LOWENIC001,2,,1,7,7,,
19,1978,WILSJER001,14,,,,1,54,1921
19,1978,PATRMIK001,1,,,,,7,216
19,1977,SMITJOH002,14,15,21,33,33,,
19,1977,PATRMIK001,14,,,,,65,2354
19,1976,SMITJOH002,14,15,25,42,46,,
19,1976,ZABESTE001,14,,,1,1,,
19,1976,PATRMIK001,14,,,,,67,2688
19,1975,SMITJOH002,14,9,17,33,33,,
19,1975,PATRMIK001,14,,,,,83,3223
19,1974,SMITJOH002,14,16,22,42,43,,
19,1974,BARNBRU001,9,,,,,45,1604
19,1974,CHAPDAV001,5,,,,,26,967
19,1973,WHITJEF001,11,14,25,21,25,6,163
19,1973,BELLBIL001,3,1,4,4,5,,
19,1973,BARNBRU001,14,,,,,55,2134
19,1972,WALKMIK002,8,2,8,15,15,,
19,1972,GOGOCHA001,6,6,8,9,9,,
19,1972,STUDPAT001,14,,,,,75,2859
19,1971,GOGOCHA001,14,12,21,28,28,,
19,1971,JANITOM001,14,,,,,87,3249
19,1970,CAPPGIN001,13,6,15,12,13,,
19,1970,GOGOCHA001,6,2,7,5,5,,
19,1970,JANITOM001,14,,,,,86,3364
19,1969,CAPPGIN001,14,14,34,26,27,,
19,1969,JANITOM001,14,,,,,70,2903
19,1968,CAPPGIN001,14,15,27,26,26,,
19,1968,SWANTER001,10,,,,,62,2449
19,1968,SCARBOB001,14,,,,,34,1382
19,1967,CAPPGIN001,14,16,31,29,30,,
19,1967,CANAJUS001,14,,,1,1,,
19,1967,SWANTER001,14,,,,,65,2632
19,1966,CAPPGIN001,14,16,32,35,36,,
19,1966,FRASJIM001,14,,,,,55,2044
19,1966,YEWCTOM001,7,,,,,21,732
19,1965,CAPPGIN001,14,17,27,27,27,,
19,1965,YEWCTOM001,14,,,,,76,3094
19,1965,WILSEDD001,14,,,,,6,194
19,1964,CAPPGIN001,14,25,39,36,36,,
19,1964,YEWCTOM001,14,,,,,73,2787
19,1964,PARIBAB001,14,,,,,5,180
19,1963,CAPPGIN001,14,22,38,35,36,,
19,1963,YEWCTOM001,14,,,,,74,2880
19,1962,CAPPGIN001,14,20,37,38,40,,
19,1962,YEWCTOM001,14,,,,,69,2654
19,1961,CAPPGIN001,14,17,32,48,50,,
19,1961,YEWCTOM001,14,,,,,64,2406
19,1960,CAPPGIN001,14,8,21,30,32,,
19,1960,CUDZWAL001,14,,1,,,,
19,1960,CRAWJIM001,14,,1,,,,
19,1960,GREETOM002,10,,,,,61,2273
19,1960,WASHCLY001,13,,,,,17,539
20,2018,LUTZWIL001,16,28,30,52,53,,
20,2018,MORSTHO001,16,,,,,43,1996
20,2017,LUTZWIL001,16,31,36,47,50,,
20,2017,MORSTHO001,16,,,,,60,2822
20,2016,LUTZWIL001,16,28,34,49,50,,
20,2016,MORSTHO001,16,,,,,57,2751
20,2015,FORBKAI001,10,9,13,33,34,,
20,2015,HOCKZAC001,6,9,13,11,12,1,43
20,2015,MORSTHO001,14,,,,,56,2551
20,2015,FIELBRA001,2,,,,,10,412
20,2014,GRAHSHA001,16,19,22,46,47,,
20,2014,MORSTHO001,16,,,,,58,2690
20,2013,HARTGAR001,14,22,30,41,41,,
20,2013,GRAHSHA001,2,2,2,7,7,,
20,2013,MORSTHO001,16,,,,,61,2859
20,2012,HARTGAR001,16,18,22,57,57,,
20,2012,MORSTHO001,16,,,,,74,3707
20,2011,KASAJOH001,16,28,34,63,63,,
20,2011,MORSTHO001,16,,,,,46,2224
20,2010,HARTGAR001,14,20,25,40,40,,
20,2010,CARNJOH001,2,5,6,3,3,,
20,2010,MORSTHO001,16,,,,,57,2618
20,2009,CARNJOH001,11,13,17,50,52,,
20,2009,HARTGAR001,5,9,11,10,11,,
20,2009,MORSTHO001,16,,,,,58,2528
20,2008,HARTGAR001,8,13,13,28,28,,
20,2008,GRAMMAR001,5,6,10,16,16,,
20,2008,MEHLTAY001,3,3,4,9,10,,
20,2008,WEATSTE001,7,,,,,26,1094
20,2008,PAKUGLE001,8,,,,,24,1144
20,2008,GRAHBEN001,1,,,,,3,126
20,2007,MAREOLI001,13,10,17,34,34,,
20,2007,GRAMMAR001,3,5,5,8,8,,
20,2007,WEATSTE001,16,,,,,63,2757
20,2006,CARNJOH001,16,23,25,46,47,,
20,2006,CUNDBIL001,5,,1,,,,
20,2006,WEATSTE001,16,,,,,77,3369
20,2005,CARNJOH001,16,25,32,22,22,,
20,2005,BERGMIT001,16,,,,,71,3066
20,2004,CARNJOH001,16,22,27,38,38,,
20,2004,BERGMIT001,16,,,,,85,3704
20,2003,CARNJOH001,16,22,30,36,37,,
20,2003,BERGMIT001,16,,,,,71,3144
20,2002,CARNJOH001,16,31,35,37,37,,
20,2002,GOWITOB001,15,,,,,61,2553
20,2002,JOHNDIR001,1,,,,,8,307
20,2001,CARNJOH001,15,27,31,32,32,,
20,2001,GOWITOB001,16,,,,,76,3180
20,2000,BRIEDOU001,16,23,29,37,37,,
20,2000,GOWITOB001,16,,,,,74,3043
20,1999,BRIEDOU001,16,24,29,20,21,1,20
20,1999,BARNTOM004,16,,,,,82,3262
20,1998,BRIEDOU001,16,20,22,31,31,2,72
20,1998,ROYAMAR001,16,,,,,88,4017
20,1997,BRIEDOU001,16,23,27,22,22,,
20,1997,ROYAMAR001,16,,,,,88,4038
20,1996,BRIEDOU001,16,21,25,18,18,,
20,1996,WILMKLA001,16,,,,,87,3551
20,1995,BRIEDOU001,8,12,17,16,16,,
20,1995,LOHMCHI001,8,8,14,11,13,,
20,1995,WILMKLA001,16,,,,,73,2965
20,1994,ANDEMOR001,16,28,39,32,32,,
20,1994,BARNTOM004,16,,,,,67,2920
20,1993,ANDEMOR001,16,28,35,33,33,,
20,1993,BARNTOM004,16,,,,,77,3356
20,1992,ANDEMOR001,16,29,34,33,34,,
20,1992,BARNTOM004,16,,,,,67,2947
20,1991,ANDEMOR001,16,25,32,38,38,,
20,1991,BARNTOM004,16,,,,,86,3743
20,1990,ANDEMOR001,16,21,27,29,29,,
20,1990,BARNTOM004,16,,,,,70,2990
20,1989,ANDEMOR001,16,20,29,44,45,,
20,1989,BARNTOM004,11,,,,,55,2179
20,1989,WINSGEO001,5,,,,,16,595
20,1988,ANDEMOR001,16,26,36,32,33,,
20,1988,HANSBRI001,16,,,,,72,2913
20,1987,ANDEMOR001,12,28,36,37,37,,
20,1987,KEMPFLO001,1,4,5,1,1,,
20,1987,COFEMIK002,2,1,1,5,7,,
20,1987,HANSBRI001,12,,,,,52,2104
20,1987,BARNTOM004,3,,,,,11,483
20,1986,ANDEMOR001,16,26,30,30,30,,
20,1986,HANSBRI001,16,,,,,81,3456
20,1985,ANDEMOR001,16,31,35,27,29,,
20,1985,HANSBRI001,16,,,,,89,3763
20,1984,ANDEMOR001,16,20,27,34,34,,
20,1984,HANSBRI001,16,,,,,69,3020
20,1983,ANDEMOR001,16,18,24,37,38,,
20,1983,ERXLRUS001,16,,,,,74,3034
20,1983,MERKGUI001,16,,,,,4,144
20,1982,FRITTON001,5,4,7,8,9,,
20,1982,ANDEMOR001,8,2,5,6,6,,
20,1982,ERXLRUS001,9,,1,1,1,46,1976
20,1981,RICABEN001,16,13,25,24,24,,
20,1981,ERXLRUS001,16,,,,,66,2672
20,1980,RICABEN001,14,10,17,31,34,,
20,1980,ERXLRUS001,16,2,5,2,2,89,3499
20,1979,YEPRGAR001,14,12,16,39,40,,
20,1979,GALBTON001,15,2,3,1,2,,
20,1979,ERXLRUS001,1,2,2,4,4,4,148
20,1979,PARTRIC001,13,,,,,57,2330
20,1979,CHANWES001,16,,,,,8,248
20,1978,MIKESTE001,9,6,13,18,18,,
20,1978,SZARRIC001,4,4,6,9,9,,
20,1978,LEYPJOH001,2,2,3,4,5,,
20,1978,JURITOM001,1,,3,2,2,,
20,1978,GALBTON001,16,,,,1,,
20,1978,BLANTOM001,16,,,,,84,3532
20,1977,SZARRIC001,14,5,12,29,31,,
20,1977,BLANTOM001,14,,,,,82,3474
20,1977,SCOTBOB002,5,,,,,3,95
20,1976,SZARRIC001,14,18,23,25,29,,
20,1976,BLANTOM001,14,,,,,101,3974
20,1975,SZARRIC001,11,10,16,17,17,,
20,1975,MCCLBIL001,3,1,5,1,1,,
20,1975,BLANTOM001,14,,,,,92,3776
20,1974,MCCLBIL001,14,9,16,19,20,,
20,1974,BLANTOM001,13,,,,,88,3704
20,1974,GIBBDON001,1,,,,,3,99
20,1973,MCCLBIL001,8,13,24,9,9,,
20,1973,FELLHAP001,6,4,12,7,7,,
20,1973,ONEASTE001,14,,,,,81,3375
20,1972,FELLHAP001,6,6,11,10,11,,
20,1972,DURKCHA001,6,3,9,9,9,,
20,1972,LINHTON001,2,2,5,5,5,,
20,1972,FAGAJUL001,14,,,,,71,2899
20,1971,DURKCHA001,12,16,23,24,25,,
20,1971,BUTLSKI001,2,1,5,5,6,,
20,1971,FAGAJUL001,14,,,,,77,3188
20,1970,DEMPTOM001,14,18,34,16,17,,
20,1970,FAGAJUL001,14,,,,,77,3269
20,1969,DEMPTOM001,14,22,41,33,35,,
20,1969,CORDOLI002,12,,,,,42,1719
20,1969,MCNETOM001,2,,,,,7,312
20,1968,DURKCHA001,14,19,37,27,27,,
20,1968,MCNETOM001,10,,,,,49,2009
20,1968,SOUTRON001,4,,,,,14,387
20,1968,FRASJIM001,2,,,,,11,391
20,1968,LORITON001,13,,,,,1,36
20,1967,DURKCHA001,14,14,32,27,27,,
20,1967,MCNETOM001,14,,,,,74,3174
21,2018,ROSAALD001,16,32,33,31,32,,
21,2018,DIXORIL001,16,,,,,71,3226
21,2017,ROSAALD001,16,18,25,20,23,,
21,2017,WINGBRA001,16,,,,,95,4189
21,2016,BROWJOS001,5,11,12,9,9,,
21,2016,GOULROB001,10,10,10,20,23,,
21,2016,BULLRAN001,1,,,2,3,,
21,2016,WINGBRA001,16,,,,,93,4297
21,2015,BROWJOS001,16,30,32,44,45,,
21,2015,WINGBRA001,16,,,,,76,3380
21,2014,BROWJOS001,16,24,26,44,44,,
21,2014,WEATSTE001,16,,,,,80,3640
21,2013,BROWJOS001,16,23,26,31,31,,
21,2013,WEATSTE001,16,,,,,91,4271
21,2012,TYNELAW001,16,33,39,46,46,,
21,2012,WEATSTE001,16,,,,,58,2757
21,2011,TYNELAW001,16,19,24,43,43,,
21,2011,WEATSTE001,16,,,,,82,3745
21,2010,TYNELAW001,15,19,23,43,43,,
21,2010,GRAHSHA001,1,,,4,4,,
21,2010,DODGMAT001,16,,,,,72,3222
21,2009,TYNELAW001,16,27,32,45,45,,
21,2009,FEAGJEF001,16,,,,,64,2604
21,2008,CARNJOH001,15,35,38,38,38,,
21,2008,TYNELAW001,2,1,1,3,3,,
21,2008,FEAGJEF001,16,,,,,64,2814
21,2007,TYNELAW001,16,23,27,40,42,,
21,2007,FEAGJEF001,16,,,,,71,2865
21,2006,FEELJAY001,16,23,27,38,38,,
21,2006,FEAGJEF001,16,,,,,77,3098
21,2005,FEELJAY001,16,35,42,43,43,,
21,2005,FEAGJEF001,16,,,,,73,3070
21,2004,CHRISTE001,16,22,28,33,33,1,19
21,2004,FEAGJEF001,16,,,,,74,3069
21,2003,BRYAMAT001,11,11,14,17,17,,
21,2003,CONWBRE001,5,9,12,6,6,,
21,2003,FEAGJEF001,16,,1,,,90,3641
21,2002,BRYAMAT001,16,26,32,30,32,,
21,2002,ALLEMAT001,14,,,,,63,2326
21,2002,ROUETOM001,2,,,,,8,333
21,2001,ANDEMOR001,16,23,28,29,30,,
21,2001,POCHOWE001,10,,2,,,5,146
21,2001,WILLROD002,15,,,,,91,3905
21,2000,DALUBRA001,14,17,23,34,34,,
21,2000,HOLMJAR001,4,2,2,3,3,,
21,2000,MAYNBRA001,16,,,,,79,3210
21,1999,BLANCAR001,10,18,21,19,19,,
21,1999,DALUBRA001,6,7,9,9,9,,
21,1999,MAYNBRA001,16,,,,,89,3651
21,1998,DALUBRA001,16,21,27,32,32,,
21,1998,MAYNBRA001,16,,,,,101,4566
21,1997,DALUBRA001,16,22,32,27,29,,
21,1997,MAYNBRA001,16,,,,,111,4531
21,1996,DALUBRA001,16,24,27,22,22,,
21,1996,HORAMIK001,16,,,,,102,4289
21,1995,DALUBRA001,16,20,28,28,28,,
21,1995,HORAMIK001,16,,,,,72,3063
21,1995,BROWDAV004,16,,,,,1,15
21,1994,TREADAV001,13,11,17,22,23,,
21,1994,DALUBRA001,16,11,11,5,5,,
21,1994,HORAMIK001,16,,,,,85,3521
21,1994,BROWDAV004,15,,,,,2,57
21,1993,TREADAV001,16,25,31,28,29,,
21,1993,DALUBRA001,15,1,3,,,,
21,1993,HORAMIK001,8,,,,,44,1882
21,1993,LANDSEA001,8,,,,,33,1390
21,1992,BAHRMAT001,12,16,21,29,29,,
21,1992,WILLKEN002,6,2,2,7,7,,
21,1992,LANDSEA001,11,,,,,53,2317
21,1992,RODRRUB001,4,,,,,21,841
21,1992,PROKJOE002,1,,,,,8,293
21,1991,BAHRMAT001,13,22,29,24,25,,
21,1991,ALLERAU001,3,2,2,5,5,,
21,1991,LANDSEA001,15,,,,,64,2768
21,1990,BAHRMAT001,13,17,23,29,30,,
21,1990,ALLERAU001,3,4,5,9,9,,
21,1990,LANDSEA001,16,,,,,75,3306
21,1989,ALLERAU001,10,20,26,23,24,,
21,1989,NITTBJO001,6,9,12,12,13,,
21,1989,LANDSEA001,16,,,,,70,3019
21,1988,MCFAPAU001,10,14,19,25,27,,
21,1988,ALLERAU001,6,10,11,14,14,,
21,1988,BUFOMAU001,15,,,,,73,3012
21,1988,LANDSEA001,1,,,,,6,222
21,1987,ALLERAU001,12,17,27,25,26,,
21,1987,BENYGEO001,3,3,5,3,3,,
21,1987,LANDSEA001,12,,,,,65,2773
21,1987,MOORDAN002,2,,,,,14,486
21,1987,MILLJIM006,1,,,,,10,345
21,1986,ALLERAU001,13,24,32,33,33,,
21,1986,COOPJOE001,2,2,4,4,4,,
21,1986,THOMBOB006,1,,1,4,4,,
21,1986,LANDSEA001,16,,,,,79,3539
21,1985,ATKIJES001,6,10,15,14,15,,
21,1985,SCHUERI001,8,10,13,26,27,,
21,1985,HAJIALI001,2,2,5,5,5,,
21,1985,LANDSEA001,16,,,,,81,3472
21,1984,HAJIALI001,16,17,33,32,35,,
21,1984,JENNDAV001,16,,,,,90,3598
21,1983,HAJIALI001,16,35,42,22,23,,
21,1983,JENNDAV001,16,,,,,84,3386
21,1982,DANEJOE001,9,12,21,18,18,,
21,1982,JENNDAV001,9,,,,,49,2096
21,1981,DANEJOE001,16,24,38,31,31,,
21,1981,JENNDAV001,16,,,,,97,4198
21,1980,DANEJOE001,16,16,24,27,28,,
21,1980,JENNDAV001,16,,,,,94,4211
21,1979,DANEJOE001,16,9,20,28,29,,
21,1979,JENNDAV001,16,,,,,104,4445
21,1978,DANEJOE001,16,21,29,27,29,,
21,1978,JENNDAV001,16,,,,,95,3995
21,1977,DANEJOE001,14,14,23,19,20,,
21,1977,JENNDAV001,14,,,,,100,3993
21,1976,DANEJOE001,14,8,21,20,21,,
21,1976,JENNDAV001,14,,,,,74,3054
21,1975,HUNTGEO001,14,6,11,24,29,9,218
21,1975,JENNDAV001,14,,,,,76,3107
21,1975,CROSSTE001,4,,,,,1,28
21,1974,GOGOPET001,14,10,19,21,23,,
21,1974,JENNDAV001,14,,,,,68,2709
21,1974,CROSSTE001,9,,,,,1,60
21,1973,GOGOPET001,14,17,28,25,25,,
21,1973,BLANTOM001,14,,,,,56,2347
21,1973,MCCAJIM002,2,,,,,12,294
21,1972,GOGOPET001,14,21,31,34,38,,
21,1972,BLANTOM001,14,,,,,47,2006
21,1971,GOGOPET001,14,6,17,30,30,,
21,1971,BLANTOM001,14,,,,,66,2681
21,1970,GOGOPET001,14,25,41,32,32,,
21,1970,JOHNBIL004,11,,,,,43,1700
21,1970,KOYAERN001,12,,,,,11,369
21,1969,GOGOPET001,14,11,21,33,33,12,491
21,1969,KOYAERN001,14,,,,,24,856
21,1969,JOHNCUR001,5,,,,,22,823
21,1969,DUNADAV001,3,,,,,13,497
21,1969,MINNRAN001,11,,,,,2,77
21,1968,GOGOPET001,14,14,24,36,36,,
21,1968,KOYAERN001,13,,,,,44,1649
21,1968,WILLWIL001,14,,,,,10,291
21,1968,LOCKSPI001,14,,,,,3,110
21,1967,GOGOPET001,9,6,10,28,29,,
21,1967,MURDLES001,4,4,9,13,15,,
21,1967,MERCCHU001,1,,1,2,3,,
21,1967,HARRWEN001,14,,1,2,2,,
21,1967,KOYAERN001,14,,,,,40,1509
21,1967,MORREAR001,8,,,,,15,472
21,1966,GOGOPET001,14,16,28,29,31,,
21,1966,KOYAERN001,13,,,,,49,1932
21,1966,LOCKSPI001,14,,,,,4,131
21,1965,TIMBBOB001,12,1,15,21,22,,
21,1965,STYNAND001,11,3,7,12,13,,
21,1965,MERCCHU001,13,,2,,,,
21,1965,HILLJER001,13,,1,,,,
21,1965,WOODGAR001,9,,,1,1,,
21,1965,KOYAERN001,13,,,,,55,2268
21,1965,LOCKSPI001,14,,,,,6,267
21,1964,CHANDON001,14,9,20,27,29,73,3328
21,1964,STYNAND001,14,,,1,1,,
21,1964,JAMEDIC001,14,,,,,1,35
21,1963,CHANDON001,14,18,29,52,56,59,2648
21,1962,CHANDON001,14,19,28,47,48,55,2233
21,1961,SUMMPAT001,14,14,34,46,46,,
21,1961,CHANDON001,14,,,,,68,2984
21,1960,SUMMPAT001,12,13,26,32,32,,
21,1960,CHANDON001,8,,,,,31,1256
21,1960,CONECHA001,12,,,,,18,665
21,1959,SUMMPAT001,12,20,29,30,30,,
21,1959,CHANDON001,12,,1,2,2,55,2565
21,1958,SUMMPAT001,10,12,23,28,30,,
21,1958,CHANDON001,12,,,,,65,2859
21,1957,AGAJBEN001,12,10,18,32,32,,
21,1957,CHANDON001,12,,,,,60,2673
21,1956,AGAJBEN001,10,5,13,23,23,,
21,1956,GIFFFRA001,12,1,2,8,9,,
21,1956,CHANDON001,12,,,3,3,59,2473
21,1956,CONECHA001,12,,,,,1,33
21,1955,AGAJBEN001,12,10,15,32,33,,
21,1955,CONECHA001,12,,,1,1,,
21,1955,LANDTOM001,12,,,,,75,3022
21,1954,AGAJBEN001,12,13,25,35,35,,
21,1954,CONECHA001,10,,,1,1,,
21,1954,LANDTOM001,12,,,,,64,2720
21,1953,CLAYRAN001,12,2,7,20,22,,
21,1953,GIFFFRA001,12,1,5,2,2,,
21,1953,LANDTOM001,12,,,,,44,1772
21,1953,AVINBUT001,12,,,,,42,1597
21,1952,POOLRAY001,12,10,17,26,27,,
21,1952,CONECHA001,11,,,2,2,,
21,1952,LANDTOM001,12,,,,,82,3363
21,1951,POOLRAY001,11,12,16,30,31,,
21,1951,CONECHA001,12,,,,,72,2856
21,1951,LANDTOM001,12,,,,,15,638
21,1950,POOLRAY001,12,5,11,30,34,,
21,1950,CLAYRAN001,12,1,1,,1,,
21,1950,LANDTOM001,10,,,,,58,2136
21,1950,CONECHA001,11,,,,,20,760
21,1949,AGAJBEN001,12,8,13,35,36,,
21,1949,MALLRAY001,11,,,,,57,2129
21,1949,SALSJAC001,11,,,,,14,495
21,1949,CONECHA001,12,,,,,2,70
21,1948,YOUNLEN001,11,1,7,36,37,,
21,1948,WILLFRA001,9,,1,4,5,,
21,1948,REAGFRA001,11,,,,,61,2331
21,1948,CONECHA001,12,,,,,17,678
21,1947,STROKEN001,10,2,5,24,25,,
21,1947,YOUNLEN001,12,1,1,1,1,1,43
21,1947,REAGFRA001,10,,,,,61,2613
21,1947,FRANGEO002,7,,,,,7,297
21,1947,GOVEPAU001,8,,,,,4,142
21,1947,FAIRART001,3,,,,,4,159
21,1946,STROKEN001,11,4,9,32,32,,
21,1946,REAGFRA001,6,,,,,20,857
21,1946,FRANGEO002,10,,,,,16,624
21,1946,HAPEMER001,10,,,,,12,479
21,1946,YOUNLEN001,11,,,,,1,10
21,1946,PASCBIL001,10,,,,,1,47
21,1945,STROKEN001,9,6,13,23,23,3,134
21,1945,FRANGEO002,5,,,,,22,832
21,1945,LIVIHOW001,10,,,,,13,481
21,1945,KLOTMIK001,6,,,,,11,423
21,1945,HERBARN001,10,,,,,1,51
21,1944,STROKEN001,10,6,12,23,24,1,44
21,1944,CUFFWAR001,10,1,4,2,2,,
21,1944,YOUNLEN001,10,,,,,48,1941
21,1944,BEEBKEI001,5,,,,,7,206
21,1944,LIVIHOW001,10,,,,,2,79
21,1944,PASCBIL001,10,,,,,1,6
21,1944,HERBARN001,10,,,,,1,39
21,1943,CUFFWAR001,10,3,9,26,27,,
21,1943,YOUNLEN001,10,,1,,,20,851
21,1943,KINSCAR001,8,,,,,32,1303
21,1943,PASCBIL001,9,,,,,12,418
21,1943,TROCBOB001,5,,,,,5,155
21,1942,CUFFWAR001,11,3,11,18,18,,
21,1942,SOARHAN001,11,,2,2,3,3,126
21,1942,MAREAND001,11,,2,,,,
21,1942,LASCJOH001,10,,1,,,,
21,1942,CANTLEO001,10,,,,,20,763
21,1942,TROCBOB001,7,,,,,16,661
21,1942,HAPEMER001,11,,,,,15,557
21,1942,CHICJOH002,4,,,,,8,302
21,1942,HUTCBIL001,2,,,,,2,65
21,1942,PRINDOM001,11,,,,,1,32
21,1941,CUFFWAR001,11,5,13,19,20,,
21,1941,MAREAND001,10,4,5,6,6,,
21,1941,EAKIKAY001,11,,1,,,20,949
